N	2gram	Vygotskiy__1	Literetu
1	и не	16	22
2	тогда как	1	17
3	в мире	1	16
4	и в	31	16
5	х годов	5	15
6	при этом	19	15
7	в этом	12	14
8	не только	13	14
9	но и	2	14
10	в том	30	12
11	может быть	22	12
12	а не	13	12
13	то что	32	12
14	в частности	3	11
15	своего рода	1	10
16	не в	11	10
17	то же	5	9
18	так и	3	9
19	в то	5	9
20	того что	10	9
21	в этой	3	8
22	в жизни	2	8
23	том что	16	8
24	не может	17	8
25	как бы	5	8
26	в своей	3	7
27	тем самым	2	7
28	только в	14	7
29	со стороны	4	7
30	точки зрения	15	7
31	еще не	1	6
32	с его	1	6
33	в себе	4	6
34	состоит в	3	6
35	в стихотворении	1	6
36	произведение искусства	8	6
37	о том	7	6
38	и его	7	6
39	в его	6	6
40	с другой	5	6
41	к тому	4	6
42	в стихах	1	6
43	в отличие	3	5
44	отличие от	4	5
45	как в	9	5
46	в целом	5	5
47	тому же	3	5
48	то есть	26	5
49	это не	1	5
50	соответствии с	1	5
51	как и	16	5
52	что я	4	5
53	в основе	2	5
54	этом отношении	2	5
55	в ее	5	5
56	что он	7	5
57	в качестве	2	5
58	в поэзии	2	5
59	именно в	1	5
60	вместе с	8	5
61	а в	6	5
62	но не	3	4
63	хотя и	3	4
64	и если	4	4
65	должно быть	1	4
66	однако в	1	4
67	даже в	2	4
68	никогда не	8	4
69	а также	1	4
70	с одной	5	4
71	из них	2	4
72	одно из	2	4
73	в одном	2	4
74	как будто	5	4
75	как у	1	4
76	до конца	6	4
77	одной стороны	6	4
78	по существу	4	4
79	и для	5	4
80	об искусстве	2	4
81	жизни в	1	4
82	например в	3	3
83	самом деле	9	3
84	едва ли	1	3
85	той же	3	3
86	в сторону	1	3
87	отнюдь не	6	3
88	и как	2	3
89	и наконец	1	3
90	и к	3	3
91	но в	3	3
92	то в	1	3
93	бы и	2	3
94	на его	1	3
95	а затем	1	3
96	и тем	2	3
97	в слове	3	3
98	взгляд на	1	3
99	с точки	2	3
100	однако если	1	3
101	потому что	10	3
102	в области	11	3
103	эстетический объект	1	3
104	для его	1	3
105	все еще	1	3
106	искусства и	15	3
107	прежде всего	4	3
108	между тем	4	3
109	вслед за	6	3
110	все время	4	3
111	совершенно не	5	3
112	уже не	2	3
113	или словами	1	3
114	в самом	11	3
115	хх столетия	1	3
116	наконец в	2	3
117	о чем	2	3
118	как это	4	3
119	тому как	7	3
120	там где	4	3
121	жизни и	3	3
122	как на	3	3
123	том числе	1	3
124	совершенно новой	1	2
125	художественного произведения	17	2
126	того же	2	2
127	которой она	1	2
128	в первом	1	2
129	поэзии и	2	2
130	как мы	2	2
131	вопрос о	3	2
132	я не	1	2
133	то это	1	2
134	и на	1	2
135	время в	1	2
136	бы то	1	2
137	не могу	1	2
138	во всех	1	2
139	теперь как	1	2
140	с первой	1	2
141	искусство в	2	2
142	отношение к	2	2
143	стороны и	3	2
144	все же	5	2
145	когда он	2	2
146	могли бы	1	2
147	к идее	2	2
148	как таковое	2	2
149	представляет собой	2	2
150	им в	3	2
151	на то	10	2
152	вследствие этого	1	2
153	в нем	2	2
154	и вот	3	2
155	том чтобы	7	2
156	подобно тому	5	2
157	человека в	1	2
158	в совершенно	4	2
159	и с	2	2
160	его в	2	2
161	знает что	1	2
162	было бы	6	2
163	и даже	6	2
164	она и	1	2
165	далеко не	2	2
166	не всегда	2	2
167	несмотря на	5	2
168	и тогда	2	2
169	еще раз	1	2
170	со всей	1	2
171	и при	1	2
172	художественного творчества	6	2
173	и ее	1	2
174	от себя	4	2
175	всякий раз	8	2
176	не удивительно	1	2
177	и другого	2	2
178	одном из	2	2
179	вплоть до	1	2
180	быть может	1	2
181	ни было	1	2
182	в конце	3	2
183	и наоборот	1	2
184	по себе	9	2
185	нас к	1	2
186	автора и	1	2
187	между людьми	1	2
188	не менее	2	2
189	для меня	1	2
190	с которой	1	2
191	как о	1	2
192	в нас	2	2
193	литературной традиции	3	2
194	того чтобы	7	2
195	как раз	2	2
196	другой стороны	5	2
197	искусства всегда	1	2
198	и по-разному	1	2
199	у нас	4	2
200	же самое	2	2
201	числе и	1	2
202	удивительно что	1	2
203	для себя	1	2
204	что у	3	2
205	искусство как	9	2
206	здесь как	1	2
207	если бы	6	2
208	о нем	1	2
209	одного из	1	2
210	можно сказать	1	2
211	в эстетической	1	2
212	его существования	1	2
213	во втором	1	2
214	искусство не	2	2
215	что и	13	2
216	во всей	1	2
217	и только	3	2
218	в ту	1	2
219	и об	1	2
220	эстетическое переживание	3	2
221	как например	2	2
222	но с	1	2
223	с ними	1	2
224	со всеми	4	2
225	связи с	1	2
226	за ним	1	2
227	для него	1	2
228	и вместе	2	2
229	для того	6	2
230	себя и	2	2
231	не означает	2	2
232	не знаю	1	2
233	что художник	1	2
234	в полном	2	2
235	так же	12	2
236	и потому	2	2
237	в самый	1	2
238	к жизни	2	2
239	быть только	1	2
240	если это	1	2
241	с этой	4	2
242	автором и	1	2
243	художественное произведение	10	2
244	один из	4	2
245	под знаком	1	2
246	что в	23	2
247	же в	1	2
248	в свою	1	2
249	оно не	1	2
250	еще и	1	2
251	в своих	4	2
252	к этому	4	2
253	и наиболее	1	1
254	от этой	1	1
255	была бы	1	1
256	и т	26	1
257	искусство есть	6	1
258	искусство и	4	1
259	зависимость от	2	1
260	и хотя	1	1
261	в человеческие	1	1
262	ряде работ	1	1
263	и то	2	1
264	на самом	2	1
265	тех же	2	1
266	исходя из	3	1
267	в стороне	1	1
268	того самого	1	1
269	это и	3	1
270	идет о	2	1
271	и есть	5	1
272	от самого	1	1
273	из самых	1	1
274	все изменилось	1	1
275	по преимуществу	1	1
276	из его	3	1
277	прошлое и	1	1
278	оно было	2	1
279	все те	1	1
280	с таким	11	1
281	находимся в	1	1
282	которое может	2	1
283	который в	3	1
284	не открывается	1	1
285	путеводной нитью	1	1
286	этом не	2	1
287	приводят к	1	1
288	что иное	1	1
289	принадлежит к	1	1
290	в деле	1	1
291	лето осень	1	1
292	хотел сказать	2	1
293	искусства есть	4	1
294	в ней	1	1
295	который может	1	1
296	одного человека	1	1
297	иное как	1	1
298	мысли и	2	1
299	быть в	2	1
300	в последних	1	1
301	в чем	2	1
302	тем как	1	1
303	в обеих	1	1
304	очень важным	1	1
305	о смерти	1	1
306	может как	1	1
307	если в	1	1
308	искусство начинается	3	1
309	конечном счете	3	1
310	очевидно что	6	1
311	он заранее	1	1
312	нет и	1	1
313	человеку и	1	1
314	за пределы	1	1
315	сама по	2	1
316	что автор	1	1
317	на искусство	2	1
318	в центре	1	1
319	независимо от	2	1
320	с этим	3	1
321	в художественном	3	1
322	действительности же	1	1
323	в своем	3	1
324	она как	2	1
325	весна лето	1	1
326	перед нами	1	1
327	что по	3	1
328	более или	2	1
329	действия художественного	2	1
330	или иную	1	1
331	за собой	1	1
332	у каждого	3	1
333	не оставляет	1	1
334	мало или	1	1
335	эти песни	1	1
336	художника за	1	1
337	т п	16	1
338	фигуры в	1	1
339	уже в	3	1
340	вовсе есть	1	1
341	либо изучалось	1	1
342	как он	2	1
343	что эти	3	1
344	по словам	1	1
345	к искусству	1	1
346	не отменяет	1	1
347	зрения искусство	1	1
348	исполнения и	1	1
349	тем не	2	1
350	между субъективной	1	1
351	он не	3	1
352	собой если	1	1
353	именно то	1	1
354	момента в	1	1
355	и еще	1	1
356	и утверждает	1	1
357	в силу	3	1
358	в корне	1	1
359	что без	1	1
360	людей и	1	1
361	не бывает	1	1
362	слова и	1	1
363	что почти	1	1
364	мы его	1	1
365	переживание зрителя	1	1
366	и личного	3	1
367	его не	2	1
