N	2gram	Bakhtin_Fr_1	Mirosoze
1	может быть	6	30
2	не только	10	29
3	и в	65	28
4	не может	3	28
5	но и	10	25
6	а не	1	25
7	он не	2	24
8	в этом	15	20
9	не было	1	18
10	у него	1	17
11	не в	4	16
12	потому что	5	16
13	в ней	6	15
14	в своей	5	15
15	человека и	1	14
16	он был	2	14
17	никогда не	6	14
18	до конца	2	14
19	человека в	1	13
20	в нем	13	13
21	и он	2	12
22	и это	2	12
23	в самом	4	11
24	для него	5	11
25	и не	22	11
26	в своем	8	10
27	было бы	1	10
28	что в	3	10
29	прежде всего	11	10
30	что он	3	10
31	был бы	1	10
32	и потому	10	10
33	и все	5	10
34	но он	1	9
35	и его	10	9
36	в его	9	9
37	к человеку	1	9
38	из самых	1	8
39	но не	2	8
40	менее всего	3	7
41	но в	14	7
42	в себе	3	7
43	в конце	1	7
44	в самой	3	7
45	к нему	3	7
46	того что	2	7
47	нет ничего	3	7
48	и на	11	6
49	в которой	1	6
50	лишь в	1	6
51	в этой	4	6
52	свобода и	1	6
53	только в	7	6
54	все это	9	6
55	в том	16	6
56	нет и	2	5
57	это не	3	5
58	как и	5	5
59	у нас	1	5
60	не могут	3	5
61	свобода которая	1	5
62	то что	3	5
63	и человека	2	5
64	мира и	4	5
65	отношения к	2	4
66	или к	2	4
67	это и	1	4
68	xix века	5	4
69	отношение к	4	4
70	за пределы	8	4
71	не к	2	4
72	и по	2	4
73	в них	5	4
74	в этих	2	4
75	точки зрения	7	4
76	в их	4	4
77	в которых	1	4
78	она не	1	4
79	курсив мой	1	4
80	самой глубине	1	4
81	что и	1	4
82	один из	1	4
83	уже не	3	4
84	уже в	1	4
85	ни с	2	4
86	тем что	1	4
87	нет в	1	4
88	был в	1	4
89	от него	2	4
90	не знает	6	4
91	такая свобода	1	3
92	не была	2	3
93	и мира	1	3
94	с его	5	3
95	с этим	1	3
96	когда человек	1	3
97	и еще	4	3
98	этот процесс	1	3
99	и вот	2	3
100	на этом	1	3
101	и с	3	3
102	то есть	45	3
103	его в	7	3
104	в жизни	4	3
105	мир в	3	3
106	том что	6	3
107	мира не	1	3
108	ничего не	3	3
109	природы в	1	3
110	у данте	1	3
111	к тому	2	3
112	в ее	3	3
113	особенно в	2	3
114	с собой	1	3
115	только и	1	3
116	все его	1	3
117	это очень	2	3
118	конечно не	1	3
119	одно из	6	3
120	и их	3	3
121	так как	6	3
122	себя и	1	3
123	людьми и	2	3
124	плоти и	1	3
125	в мир	2	3
126	для нас	4	3
127	интерес к	2	3
128	хотя бы	1	3
129	в свете	2	3
130	есть и	1	3
131	одним из	2	2
132	в этот	1	2
133	связана с	5	2
134	не остается	1	2
135	проникает в	1	2
136	века в	5	2
137	а как	1	2
138	что-то от	1	2
139	он знает	1	2
140	который был	2	2
141	в виду	3	2
142	нем все	1	2
143	литературы и	5	2
144	по отношению	1	2
145	человеку и	1	2
146	как в	5	2
147	все же	6	2
148	и как	1	2
149	и к	4	2
150	от этого	1	2
151	и у	6	2
152	он в	1	2
153	все эти	10	2
154	приводит к	2	2
155	с их	5	2
156	вообще не	1	2
157	как он	1	2
158	к миру	1	2
159	с ней	1	2
160	жизни у	1	2
161	людей и	1	2
162	тому чтобы	1	2
163	через все	1	2
164	входит в	4	2
165	на протяжении	5	2
166	мира сего	1	2
167	которым все	1	2
168	с самим	1	2
169	истории и	2	2
170	которую он	1	2
171	место в	1	2
172	мысли и	4	2
173	сих пор	4	2
174	был не	1	2
175	возвращается к	1	2
176	этот мир	2	2
177	это особенно	1	2
178	глубину в	1	2
179	с которой	1	2
180	в то	1	2
181	в основе	8	2
182	того чтобы	1	2
183	по своей	3	2
184	есть только	2	2
185	великих писателей	1	2
186	могут быть	2	2
187	отличается от	1	2
188	ко второй	1	2
189	и от	2	2
190	необходимости и	1	2
191	и своеобразный	1	2
192	еще в	1	2
193	разного рода	3	2
194	с ним	3	2
195	о нем	3	2
196	о том	2	2
197	и во	3	2
198	показывает как	1	2
199	и она	1	2
200	и мир	1	2
201	мы видим	2	2
202	к перерождению	1	2
203	начало в	4	2
204	мир этот	2	2
205	жизни и	7	2
206	человека с	1	2
207	не стал	1	2
208	отношению к	1	2
209	даже и	3	2
210	для того	1	2
211	момент в	1	2
212	в свой	2	2
213	до сих	4	2
214	на людей	1	2
215	и самый	2	2
216	на этот	2	2
217	человеческой жизни	1	2
218	его как	1	2
219	о чем	1	2
220	его собственной	1	2
221	от мира	1	2
222	он и	3	2
223	по своему	8	2
224	в той	5	2
225	как бы	22	2
226	образ и	1	2
227	сам не	1	2
228	него не	1	2
229	его творчество	1	2
230	в начале	1	2
231	о мире	1	2
232	в более	3	2
233	и для	2	2
234	бы в	1	2
235	отношении к	1	2
236	что без	1	2
237	жизни в	5	2
238	сказать что	6	2
239	к этому	1	2
240	все что	1	2
241	писателей мировой	1	1
242	нем нет	1	1
243	атмосферы и	1	1
244	на самом	6	1
245	между двумя	1	1
246	и до	4	1
247	имея в	1	1
248	особый род	1	1
249	вся она	2	1
250	был и	1	1
251	с темой	1	1
252	из всех	2	1
253	мы имеем	1	1
254	мы не	1	1
255	и ничего	1	1
256	принадлежит к	1	1
257	не вполне	2	1
258	жизни как	3	1
259	бы ни	2	1
260	и самой	1	1
261	и теории	1	1
262	начало и	2	1
263	еще не	6	1
264	во всех	9	1
265	самом деле	3	1
266	и ренессансного	5	1
267	тех же	1	1
268	человеческих отношений	2	1
269	и действительно	1	1
270	отличие от	5	1
271	в свои	1	1
272	и речи	1	1
273	которые не	1	1
274	мира в	3	1
275	его на	2	1
276	как к	1	1
277	средневекового человека	1	1
278	ней в	1	1
279	что совершается	1	1
280	это был	1	1
281	сознания в	1	1
282	говорит что	1	1
283	был связан	2	1
284	его к	2	1
285	было свое	1	1
286	силе и	1	1
287	в противоположность	2	1
288	всегда был	1	1
289	реализма он	1	1
290	величайших гениев	1	1
291	идет не	1	1
292	отказывается от	1	1
293	роль в	2	1
294	имеем в	1	1
295	во многих	2	1
296	и вечной	1	1
297	эпохи возрождения	4	1
298	эти и	1	1
299	потребности в	1	1
300	мироощущения и	1	1
301	всех этих	8	1
302	европейской культуры	3	1
303	из него	1	1
304	его от	2	1
305	конца и	1	1
306	писателем в	1	1
307	которого был	1	1
308	значительной степени	2	1
309	как они	1	1
310	в состоянии	3	1
311	человеку но	1	1
312	они должны	1	1
313	них не	1	1
314	на все	2	1
315	и новому	1	1
316	это было	2	1
317	всего того	2	1
318	весь мир	3	1
319	самостоятельное значение	1	1
320	его было	1	1
321	мировой литературы	5	1
322	и вся	1	1
323	всегда и	2	1
324	сказать в	1	1
325	литература и	1	1
326	его нельзя	1	1
327	во время	4	1
328	от своего	2	1
329	что такое	1	1
330	иначе он	1	1
331	можно найти	1	1
332	и без	2	1
333	но у	2	1
334	знает и	2	1
335	все и	1	1
336	было очень	1	1
337	он дает	3	1
338	в отличие	4	1
339	мир и	3	1
340	есть его	1	1
341	отрицает и	2	1
342	точку зрения	1	1
343	делает его	1	1
344	нет всего	1	1
345	и более	1	1
346	и почти	2	1
347	бы быть	2	1
348	вовсе не	18	1
349	сам он	1	1
350	почти все	1	1
351	в отношении	6	1
352	между людьми	5	1
353	с миром	3	1
354	не менее	1	1
355	свое завершение	1	1
356	вплоть до	1	1
357	от многих	1	1
358	а иногда	2	1
359	мысли в	1	1
360	и именно	2	1
361	он еще	1	1
362	в самых	1	1
363	для кого	1	1
364	не могло	1	1
365	мышления и	1	1
366	все свои	1	1
367	самой жизни	3	1
368	строя жизни	2	1
369	многих отношениях	1	1
370	у шекспира	3	1
371	во всем	2	1
372	же он	2	1
373	свобода эта	1	1
374	в церковном	1	1
375	и исторического	1	1
376	юности с	1	1
377	были еще	1	1
378	в области	7	1
379	не потому	1	1
380	от того	2	1
381	xx века	1	1
382	не одно	1	1
383	все то	1	1
384	к себе	2	1
385	в духе	8	1
386	и всех	1	1
387	протяжении всего	2	1
388	людей в	1	1
389	веков в	1	1
390	оно не	1	1
391	в самые	1	1
392	всегда в	3	1
393	мироощущение и	2	1
394	к людям	1	1
395	мир к	1	1
396	средневековья и	9	1
397	что раскрывается	1	1
398	формах ее	1	1
399	всегда были	1	1
400	и этим	2	1
401	культуры и	8	1
402	в пределах	1	1
403	так в	1	1
404	не столько	1	1
405	для нового	1	1
406	шекспира и	4	1
