N	3gram	Losev_Prob_2	VeschiIm
1	и т д	6	20
2	не может быть	3	18
3	это значит что	3	17
4	бы то ни	2	9
5	то ни было	1	9
6	что иное как	3	8
7	не что иное	3	8
8	может быть только	2	6
9	по крайней мере	6	6
10	не есть ни	3	6
11	в том что	4	6
12	на то что	4	6
13	содержит в себе	2	5
14	и то же	1	5
15	есть не что	3	5
16	тем не менее	12	5
17	и то что	7	4
18	не есть только	4	4
19	что не есть	1	4
20	не только в	2	4
21	от того что	1	4
22	значит ли это	1	4
23	в то же	4	4
24	не есть просто	2	4
25	более или менее	4	3
26	в самом деле	2	3
27	подобно тому как	2	3
28	можно ли сказать	2	3
29	ли сказать что	2	3
30	и не только	1	3
31	и в то	1	3
32	в собственном смысле	1	3
33	значит не только	1	3
34	можно было бы	2	3
35	то и другое	1	3
36	вместе с тем	1	3
37	если мы возьмем	2	3
38	только то что	3	3
39	само по себе	2	3
40	вообще не есть	1	3
41	ли это что	1	3
42	сама по себе	4	3
43	не может не	1	2
44	можно сказать что	3	2
45	то это значит	2	2
46	когда говорится о	1	2
47	но то что	1	2
48	но даже и	1	2
49	о том как	1	2
50	значит ли что	1	2
51	то что не	2	2
52	а так как	1	2
53	с самим собою	1	2
54	уже не есть	1	2
55	если оно не	1	2
56	ничего не значит	1	2
57	в отдельности и	1	2
58	и в частности	3	2
59	ни о каком	1	2
60	в данном случае	5	2
61	только один из	1	2
62	можно говорить о	2	2
63	никуда не годится	2	2
64	и не просто	5	2
65	именно тем что	1	2
66	что же такое	4	2
67	нужно было бы	1	2
68	то не только	1	2
69	заключается в том	2	2
70	предполагает что есть	1	2
71	ни с чем	1	2
72	ни тем более	1	2
73	ни от чего	2	2
74	то или другое	1	2
75	к смысловой сфере	1	2
76	не указывает на	1	2
77	так что в	2	2
78	так или иначе	6	2
79	указывает на него	1	2
80	его внешнего функционирования	1	1
81	таким образом что	1	1
82	уже перестает быть	1	1
83	и один из	1	1
84	тот же самый	1	1
85	но как раз	1	1
86	представим себе что	2	1
87	этого предмета который	1	1
88	имеется в виду	2	1
89	правильно или неправильно	1	1
90	что она не	1	1
91	при современном состоянии	1	1
92	уже не будет	1	1
93	только потому что	1	1
94	того что в	1	1
95	и без всякого	1	1
96	раз уж мы	1	1
97	далеко не все	1	1
98	это было бы	1	1
99	с самого же	1	1
100	самому своему смыслу	2	1
101	для того что	1	1
102	но раз уж	1	1
103	в этом смысле	5	1
104	есть прежде всего	4	1
105	можно сказать даже	1	1
106	различны между собою	1	1
107	того или другого	2	1
108	в этом случае	7	1
109	одной стороны и	3	1
110	да и то	2	1
111	не имеющий никакого	1	1
112	и следовательно вообще	1	1
113	том что это	1	1
114	отличаться от всего	1	1
115	как раз и	4	1
