N	3gram	Bakhtin_Pr_2	Hudozhes
1	о том что	1	9
2	и т п	9	8
3	то же время	5	8
4	по отношению к	5	8
5	в то же	5	8
6	в том что	1	6
7	в самом деле	4	4
8	можно было бы	3	4
9	с точки зрения	8	3
10	но в то	3	3
11	в связи с	1	3
12	в следующей главе	1	3
13	тем не менее	2	3
14	как и в	3	3
15	и т д	4	3
16	к себе самому	3	2
17	о том как	1	2
18	в столкновение с	1	2
19	что он не	1	2
20	до сих пор	7	2
21	не согласиться с	1	2
22	в значительной степени	1	2
23	так или иначе	1	2
24	вместо того чтобы	1	2
25	не может быть	4	2
26	самом деле в	1	2
27	на то что	2	2
28	а между тем	1	1
29	не может не	1	1
30	лишь то что	1	1
31	прежде всего на	1	1
32	прежде всего в	1	1
33	б м эйхенбаум	1	1
34	на самом деле	1	1
35	нельзя не согласиться	1	1
36	как нам кажется	2	1
37	но при этом	2	1
38	в этом смысле	2	1
39	том что он	2	1
40	то же самое	1	1
41	одной стороны и	1	1
42	же как и	1	1
43	в таком случае	1	1
44	для него в	1	1
45	сами по себе	1	1
46	и так или	1	1
47	более или менее	3	1
48	же время не	1	1
49	и та же	2	1
50	в себе и	1	1
51	того и другого	2	1
52	в отличие от	4	1
53	при этом не	1	1
54	здесь не в	1	1
55	в письме к	2	1
56	как и все	4	1
57	приходит в столкновение	1	1
58	своими корнями в	1	1
59	каждый из них	1	1
60	вообще во всех	1	1
61	в узком смысле	2	1
62	такой же как	1	1
63	не в его	1	1
64	этом так что	1	1
65	в конце концов	2	1
66	так и в	1	1
67	в равной степени	1	1
68	уже не может	1	1
69	в нем не	1	1
70	и из нее	1	1
71	мы уже говорили	3	1
72	в том и	1	1
73	во всяком случае	1	1
74	одна и та	2	1
75	как бы в	4	1
76	не укладывается в	2	1
77	это еще не	1	1
78	между этими двумя	1	1
79	в этом он	1	1
80	в сущности в	1	1
81	этой точки зрения	1	1
82	никогда не бывает	1	1
83	не только не	1	1
84	но в этом	1	1
85	никогда не была	1	1
86	но все же	2	1
87	друг от друга	2	1
88	если бы не	1	1
89	мы не знаем	1	1
90	все же не	1	1
91	в художественном мире	1	1
92	с одной стороны	1	1
93	друг с другом	4	1
94	героя и героини	1	1
95	он живет в	1	1
96	и каждый из	1	1
97	в своей жизни	1	1
