N	3gram	Bakhtin_Fr_1	Mirosoze
1	не может быть	1	8
2	для того чтобы	1	4
3	до сих пор	4	3
4	к человеку и	1	3
5	потому что он	1	2
6	но это не	1	2
7	так как он	1	2
8	в нем нет	1	2
9	в отношении к	1	2
10	по отношению к	1	2
11	в том что	6	2
12	этап в развитии	1	1
13	для него не	1	1
14	а между тем	1	1
15	в прошлое и	1	1
16	он так и	1	1
17	xix века и	1	1
18	том что он	1	1
19	так и не	3	1
20	резком противоречии с	1	1
21	с точки зрения	3	1
22	во франции он	1	1
23	в своей книге	2	1
24	значение но и	1	1
25	очень характерно для	2	1
26	но и в	2	1
27	на что не	1	1
28	в этом отношении	3	1
29	выход за пределы	2	1
30	большое место в	1	1
31	человека в его	1	1
32	в этой борьбе	1	1
33	в резком противоречии	1	1
34	в значительной степени	2	1
35	но это и	1	1
36	его отношения к	1	1
37	не потому что	1	1
38	это сама жизнь	1	1
39	ни к какому	2	1
40	в обычном смысле	1	1
41	в xx веке	1	1
42	к нему нельзя	1	1
43	друг друга нет	1	1
44	в xix веке	1	1
45	ни на что	1	1
46	лежит в основе	1	1
47	по ту сторону	1	1
48	на протяжении всего	2	1
49	с самим собой	1	1
50	между тем в	1	1
51	жизни в этом	1	1
52	и не знает	1	1
53	той или иной	5	1
54	на самом деле	2	1
55	и в нем	1	1
56	он видит в	1	1
57	во всех его	2	1
58	он перестает быть	1	1
59	именно потому что	1	1
60	по своей природе	1	1
