N	2gram	Bakhtin_Pr_3	Narrotol
1	не только	4	26
2	а не	11	17
3	но и	7	15
4	при этом	3	14
5	в том	14	14
6	в качестве	1	14
7	и не	15	14
8	в этом	8	13
9	и в	53	13
10	том что	5	13
11	состоит в	1	12
12	только в	4	11
13	может быть	12	10
14	своего рода	3	9
15	так и	6	9
16	то есть	48	9
17	а в	2	9
18	в себе	5	8
19	то что	9	8
20	не в	2	8
21	не может	2	8
22	к себе	6	7
23	у него	1	6
24	в своем	1	6
25	и к	5	6
26	но в	5	6
27	в жизни	8	6
28	никогда не	2	6
29	ничего не	6	6
30	и т.п	31	6
31	можно сказать	8	6
32	а также	4	6
33	в его	8	6
34	прежде всего	15	6
35	как бы	14	6
36	жизни в	3	6
37	героя в	1	6
38	я не	4	5
39	отличие от	1	5
40	что он	4	5
41	как в	7	5
42	хотя и	4	5
43	в нем	10	5
44	тем не	2	5
45	он не	3	5
46	таким образом	6	5
47	на протяжении	5	5
48	и тем	2	5
49	далеко не	2	5
50	точки зрения	4	5
51	в котором	1	5
52	место в	2	5
53	тем самым	1	5
54	в то	5	5
55	на него	1	5
56	о том	2	5
57	в форме	6	5
58	по отношению	2	5
59	с другой	2	5
60	себе самому	6	5
61	в той	2	5
62	в отличие	1	5
63	отношению к	1	5
64	то же	6	4
65	и мира	1	4
66	в ее	3	4
67	в этой	1	4
68	о жизни	1	4
69	перед нами	5	4
70	что это	2	4
71	тому же	2	4
72	в силу	1	4
73	уже не	1	4
74	в мире	5	4
75	об этом	1	4
76	в глазах	1	4
77	все его	2	4
78	и уже	2	4
79	в своей	3	4
80	не к	1	4
81	в конце	3	4
82	не менее	3	4
83	при всей	2	4
84	но при	1	4
85	в себя	6	4
86	времени и	2	4
87	как у	5	4
88	и т.д	2	4
89	в рассказе	2	4
90	как и	11	4
91	как это	2	4
92	в литературе	5	4
93	и все	10	4
94	с ним	2	4
95	и у	7	4
96	жизни и	9	4
97	что в	2	4
98	мы имеем	1	3
99	нам в	1	3
100	жизни так	1	3
101	с его	2	3
102	но не	5	3
103	что они	1	3
104	в произведениях	1	3
105	в целом	1	3
106	все эти	9	3
107	и его	10	3
108	особое место	2	3
109	так сказать	5	3
110	и по	3	3
111	самим собой	1	3
112	соответствии с	2	3
113	в слове	1	3
114	о которой	1	3
115	что я	2	3
116	одна из	7	3
117	же время	5	3
118	по своей	9	3
119	этом отношении	1	3
120	той или	1	3
121	мира и	2	3
122	строго говоря	1	3
123	о нем	1	3
124	внимание на	1	3
125	существенную роль	1	3
126	это не	6	3
127	к ней	1	3
128	один из	6	3
129	с ними	1	3
130	между тем	2	3
131	или даже	1	3
132	представить себе	1	3
133	для других	2	3
134	и даже	2	3
