N	2gram	Tiupa_Teor_1	Komedia
1	и в	18	26
2	в комедии	1	19
3	и не	13	14
4	и его	8	12
5	к тому	2	12
6	так и	10	12
7	может быть	17	11
8	в том	16	11
9	в этом	8	10
10	но и	9	10
11	столь же	2	9
12	том что	9	9
13	если бы	3	9
14	вместе с	2	9
15	что в	9	9
16	было бы	1	8
17	и на	1	7
18	не только	16	7
19	на себя	2	7
20	что и	2	7
21	из них	1	7
22	еще не	4	6
23	в своем	4	6
24	о том	1	6
25	в нем	4	6
26	таким образом	3	6
27	в то	6	6
28	того чтобы	1	6
29	потому что	3	6
30	и здесь	2	6
31	в двух	1	6
32	то что	3	6
33	в которой	2	5
34	с его	5	5
35	что он	1	5
36	так что	1	5
37	независимо от	1	5
38	для того	1	5
39	а затем	1	5
40	ни в	2	5
41	с тем	1	5
42	себя внимание	1	5
43	один из	2	5
44	действующих лиц	1	5
45	в качестве	24	5
46	обращает на	1	5
47	более чем	1	4
48	хотя и	3	4
49	в самом	4	4
50	что это	1	4
51	в целом	3	4
52	из этих	3	4
53	с их	2	4
54	это было	2	4
55	в них	2	4
56	как и	4	4
57	в этих	3	4
58	место в	5	4
59	тому что	2	4
60	не менее	4	4
61	не по	1	4
62	как будто	2	4
63	как мы	1	4
64	можно было	1	4
65	его в	2	4
66	восходит к	1	4
67	между тем	5	4
68	в его	6	4
69	только в	6	4
70	до нас	1	4
71	так как	1	4
72	у него	1	4
73	что для	1	4
74	прежде всего	2	4
75	мира в	1	4
76	в частности	16	4
77	как это	8	4
78	о его	1	4
79	и для	2	4
80	и от	1	4
81	одной из	2	4
82	точки зрения	9	4
83	например в	1	3
84	то же	7	3
85	в их	2	3
86	той же	1	3
87	вопрос о	1	3
88	того же	3	3
89	что его	1	3
90	во всех	1	3
91	как правило	4	3
92	но не	9	3
93	по отношению	4	3
94	как в	5	3
95	но в	9	3
96	со своей	3	3
97	так или	4	3
98	в этой	3	3
99	друг другу	1	3
100	в каждом	1	3
101	могла бы	2	3
102	в самой	2	3
103	же время	5	3
104	связи с	1	3
105	и сам	1	3
106	в поле	1	3
107	то время	1	3
108	и поэтому	1	3
109	к нему	1	3
110	а у	1	3
111	дело с	1	3
112	себя в	6	3
113	для всех	1	3
114	и их	1	3
115	никто не	2	3
116	представить себе	1	3
117	тем что	1	3
118	или иначе	5	3
119	не было	1	3
120	о чем	1	3
121	в связи	1	3
122	и особенно	2	3
123	отношению к	4	3
124	войны и	1	3
125	все это	2	3
126	или в	3	3
127	а в	13	3
128	в своей	6	3
129	по поводу	1	3
130	том числе	2	3
131	не может	4	3
132	также что	1	2
133	одним из	2	2
134	перед лицом	2	2
135	в первом	2	2
136	из его	1	2
137	мы имеем	7	2
138	говорить о	3	2
139	не вполне	2	2
140	в виду	5	2
141	есть для	1	2
142	бы то	1	2
143	в ее	5	2
144	чем это	2	2
145	и другие	2	2
146	если в	2	2
147	отличие от	6	2
148	отнюдь не	3	2
149	и я	1	2
150	идет о	1	2
151	в одной	1	2
152	целый ряд	1	2
153	самом начале	2	2
154	имеет в	2	2
155	в действительности	1	2
156	с той	1	2
157	художественного мышления	1	2
158	в нашем	4	2
159	роль в	2	2
160	двух других	1	2
161	что она	2	2
162	не следует	4	2
163	он не	3	2
164	всем законам	1	2
165	в принципе	4	2
166	в силу	1	2
167	на этом	1	2
168	то ни	1	2
169	об этом	2	2
170	второй половины	1	2
171	это не	2	2
172	этом смысле	2	2
173	на сцене	1	2
174	в это	1	2
175	как видно	1	2
176	не более	1	2
177	в отличие	6	2
178	которые в	1	2
179	не в	7	2
180	в конце	2	2
181	однако в	7	2
182	он выступает	1	2
183	вовсе не	3	2
184	даже в	3	2
185	в одном	2	2
186	не является	4	2
187	на это	1	2
188	и это	2	2
