N	2gram	Losev_Prob_3	formyVre
1	и в	44	50
2	то есть	34	33
3	в этом	17	25
4	в нем	9	24
5	и его	5	16
6	в литературе	1	16
7	прежде всего	3	15
8	как мы	8	14
9	и не	35	14
10	в его	9	13
11	вовсе не	37	13
12	как раз	8	13
13	по существу	2	12
14	так и	10	12
15	то же	13	11
16	мы уже	4	11
17	таким образом	9	11
18	может быть	28	11
19	и как	3	10
20	но в	12	10
21	все эти	7	9
22	не только	14	9
23	в то	9	9
24	ничего не	3	9
25	в том	21	9
26	в конце	5	9
27	и т	13	8
28	того же	2	8
29	и на	1	8
30	в самом	3	8
31	ни в	8	8
32	но и	10	8
33	как и	10	8
34	жизни и	6	8
35	для себя	2	7
36	и во	2	7
37	не было	5	7
38	в условиях	3	7
39	например в	1	6
40	во всех	2	6
41	как в	5	6
42	с этим	2	6
43	все же	6	6
44	лишь в	1	6
45	это не	9	6
46	и того	1	6
47	в их	2	6
48	так как	9	6
49	с ее	2	6
50	в ее	4	6
51	в дальнейшем	1	6
52	связи с	8	6
53	в жизни	1	6
54	у него	1	6
55	то что	23	6
56	человеческой жизни	2	6
57	в частности	2	6
58	не может	7	6
59	так же	5	6
60	в результате	2	6
61	и все	3	6
62	и до	2	5
63	время как	4	5
64	еще не	5	5
65	но не	3	5
66	и речи	1	5
67	отнюдь не	10	5
68	и у	2	5
69	не в	13	5
70	он не	8	5
71	всех этих	2	5
72	значение в	3	5
73	с самим	3	5
74	жизни но	2	5
75	одного и	1	5
76	в основе	2	5
77	того чтобы	1	5
78	точки зрения	5	5
79	только и	8	5
80	могут быть	2	5
81	но все	3	5
82	в пределах	1	5
83	в образе	1	5
84	если бы	3	5
85	для того	1	5
86	в связи	7	5
87	что в	8	5
88	и другие	3	5
89	и то	14	4
90	и это	9	4
91	мы и	2	4
92	конечно и	1	4
93	в ней	5	4
94	в своем	5	4
95	то время	4	4
96	но на	1	4
97	время и	2	4
98	и с	9	4
99	в них	1	4
100	том что	12	4
101	в котором	2	4
102	в процессе	2	4
103	не имеет	9	4
104	потому что	25	4
105	здесь не	8	4
106	жизнь и	2	4
107	понятно что	1	4
108	или как	3	4
109	и следовательно	2	4
110	только в	19	4
111	до конца	1	4
112	нет ничего	6	4
113	в той	3	4
114	все это	5	4
115	между собой	1	4
116	кроме того	3	4
117	и для	2	4
118	вполне понятно	1	4
119	отношения к	3	3
120	жизни поэтому	1	3
121	не имеют	4	3
122	а как	2	3
123	есть не	5	3
124	мы не	7	3
125	в виду	10	3
126	значение и	5	3
127	себе и	1	3
128	хотя и	5	3
129	нет здесь	2	3
130	в себе	8	3
131	в определенном	1	3
132	при этом	4	3
133	вообще не	1	3
134	одно и	3	3
135	его в	3	3
136	входит в	1	3
137	и других	1	3
138	с другими	3	3
139	и дает	1	3
140	для них	2	3
141	в этих	2	3
142	в отношении	2	3
143	мы говорили	2	3
144	но эта	3	3
145	но они	1	3
146	друг друга	2	3
147	чем не	3	3
148	не могут	1	3
149	героев и	1	3
150	к тому	3	3
151	и образ	2	3
152	самим собою	1	3
153	формы и	3	3
154	в порядке	3	3
155	все его	1	3
156	нас в	4	3
157	нем не	1	3
158	что и	9	3
159	во всей	3	3
160	поэтому и	2	3
161	и ее	3	3
162	с одной	2	3
163	со всеми	1	3
164	в качестве	3	3
165	только на	5	3
166	же в	3	3
167	в начале	2	3
168	был бы	1	3
169	в одном	1	3
170	до сих	2	3
171	именно в	2	3
172	мы еще	1	3
173	себя и	1	3
174	что не	1	3
175	только к	2	3
176	с тем	5	3
177	быть только	1	3
178	а не	18	3
179	в одно	1	3
180	вместе с	2	3
181	и потому	7	3
182	да и	5	3
183	сих пор	2	3
184	например у	1	3
185	или в	4	3
186	своей собственной	2	3
187	ни к	3	3
188	а в	5	3
189	сказать что	16	3
190	они не	1	3
191	к этому	1	3
192	в таком	5	3
193	во всяком	9	3
194	смысле слова	8	2
195	также и	16	2
196	же как	3	2
197	здесь и	3	2
198	значение но	2	2
199	той же	1	2
200	углубляться в	1	2
201	вопрос о	1	2
202	имеется и	1	2
203	для раскрытия	1	2
204	же что	1	2
205	момент в	1	2
206	в чем	4	2
207	существенного значения	1	2
208	природы и	2	2
209	друг к	1	2
210	совсем не	2	2
211	мы будем	2	2
212	а только	5	2
213	происходит в	2	2
214	в истории	1	2
215	же и	4	2
216	для всех	1	2
217	с их	2	2
