N	3gram	Vygotskiy__3	Mirosoze
1	не может быть	2	8
2	друг к другу	1	5
3	для того чтобы	7	4
4	что и в	5	4
5	что иное как	1	3
6	же как и	4	3
7	до сих пор	1	3
8	к тому что	1	3
9	так же как	6	3
10	в высшей степени	6	3
11	и в этом	2	3
12	потому что она	1	3
13	есть не что	1	3
14	не что иное	1	3
15	и той же	2	2
16	это означает что	1	2
17	подобно тому как	1	2
18	так как он	1	2
19	о том что	3	2
20	одной и той	2	2
21	по отношению к	2	2
22	как и в	2	2
23	не доходит до	1	2
24	в том что	17	2
25	мы увидим что	1	2
26	том что в	1	1
27	не мог бы	3	1
28	и не случайно	1	1
29	не находит себе	1	1
30	резком противоречии с	2	1
31	с точки зрения	1	1
32	как и все	1	1
33	сам по себе	1	1
34	между тем как	1	1
35	в этом отношении	3	1
36	на то что	3	1
37	он так же	1	1
38	в резком противоречии	2	1
39	в значительной степени	1	1
40	со всеми его	1	1
41	которые могли бы	1	1
42	не потому что	1	1
43	еще в высшей	1	1
44	смысле этого слова	4	1
45	сбились на путь	1	1
46	склонен думать что	1	1
47	по сравнению с	3	1
48	и не могли	1	1
49	и менее всего	1	1
50	вопрос можно ли	1	1
51	а лишь как	1	1
52	на наших глазах	1	1
53	они были бы	1	1
54	та или иная	3	1
55	в котором в	1	1
56	друг друга как	1	1
57	той или иной	2	1
58	сама по себе	1	1
59	приводит нас к	1	1
60	в конце концов	1	1
61	что он в	1	1
62	по своей природе	1	1
