N	2gram	Vygotskiy__3	Vladivir
1	и в	25	31
2	не только	6	24
3	но и	4	19
4	то что	15	18
5	и не	10	17
6	и даже	1	15
7	у него	1	15
8	в этом	14	14
9	том что	20	14
10	и с	1	14
11	что в	17	14
12	но в	1	12
13	в его	15	12
14	что он	6	12
15	по поводу	1	12
16	с его	2	11
17	о том	5	11
18	в том	23	11
19	потому что	6	11
20	и то	2	10
21	также и	1	10
22	он не	4	10
23	так что	2	10
24	как мы	8	9
25	никогда не	4	9
26	в конце	1	9
27	только в	10	9
28	в течение	2	9
29	а в	4	9
30	и по	5	8
31	в то	4	8
32	в дальнейшем	1	8
33	так как	12	8
34	кроме того	1	7
35	мы уже	5	7
36	как это	7	7
37	и его	2	7
38	для него	5	7
39	об этом	2	7
40	о нем	1	7
41	уже в	7	7
42	как раз	1	7
43	сказать что	4	7
44	того же	6	6
45	то же	2	6
46	и к	5	6
47	в котором	3	6
48	у нас	1	6
49	и сам	3	6
50	так и	5	6
51	и что	10	6
52	в качестве	12	6
53	может быть	13	6
54	на этот	2	6
55	и потому	2	6
56	не может	6	6
57	к этому	3	6
58	но как	3	5
59	когда он	3	5
60	на то	4	5
61	которой он	1	5
62	не в	6	5
63	что и	10	5
64	вовсе не	1	5
65	а с	3	5
66	что же	1	5
67	все это	6	5
68	и от	2	5
69	а также	2	5
70	с ним	4	5
71	в своих	2	5
72	из его	1	4
73	мы и	2	4
74	совсем не	1	4
75	в этой	5	4
76	в своем	4	4
77	хотя и	2	4
78	и как	5	4
79	в этот	1	4
80	в которой	1	4
81	в себе	2	4
82	как он	3	4
83	в нем	2	4
84	главным образом	2	4
85	что у	1	4
86	этом смысле	2	4
87	как и	15	4
88	несмотря на	1	4
89	еще в	2	4
90	в своей	2	4
91	и вообще	1	4
92	к ней	1	4
93	во всем	3	4
94	да и	1	4
95	по своей	7	4
96	один из	6	4
97	и у	6	4
98	этот раз	1	4
99	что для	1	4
100	и все	4	4
101	и особенно	2	4
102	такого рода	2	4
103	для нас	2	4
104	и через	1	3
105	увидим ниже	1	3
106	с в	1	3
107	на себя	2	3
108	и он	1	3
109	и на	6	3
110	нам представляется	1	3
111	то мы	1	3
112	но не	6	3
113	отношение к	1	3
114	и речи	20	3
115	за пределы	1	3
116	что они	10	3
117	отнюдь не	4	3
118	как в	9	3
119	все же	6	3
120	более или	1	3
121	первого же	1	3
122	в целом	13	3
123	он в	1	3
124	все эти	7	3
125	что к	1	3
126	но на	3	3
127	о которой	1	3
128	едва ли	2	3
129	на его	2	3
130	здесь мы	2	3
131	не мог	4	3
132	или менее	3	3
133	но это	5	3
134	и очень	1	3
135	раз и	1	3
136	в отношении	6	3
137	на него	1	3
138	но только	3	3
139	вот что	1	3
140	таким образом	17	3
141	к тому	4	3
142	в жизни	3	3
143	и здесь	2	3
144	конце концов	1	3
145	тот же	2	3
146	мы увидим	4	3
147	уже не	2	3
148	в виде	3	3
149	с этими	1	3
150	но что	1	3
151	с другой	6	3
152	в связи	6	3
153	вместе с	14	3
154	по своему	11	3
155	в начале	2	3
156	на одной	1	3
157	это можно	1	3
158	другой стороны	3	3
159	но этот	1	3
160	одним из	5	2
161	тех же	1	2
162	этого последнего	1	2
163	и до	1	2
164	по его	1	2
165	той же	4	2
166	который был	1	2
167	хотя бы	1	2
168	ему в	1	2
169	еще не	4	2
170	первый план	2	2
171	в чем	2	2
172	мы будем	2	2
