N	2gram	Vygotskiy__7	Morfolog
1	может быть	7	52
2	и т	1	49
3	таким образом	23	20
4	представляет собой	19	17
5	не может	11	17
6	в этих	2	16
7	могут быть	2	15
8	с этим	2	14
9	и в	26	13
10	в этом	29	13
11	так как	14	12
12	перед нами	2	11
13	связи с	4	11
14	мы видим	3	11
15	заметить что	1	10
16	представляют собой	1	10
17	то же	8	9
18	мы имеем	1	9
19	так и	3	9
20	этом случае	14	9
21	прежде всего	7	9
22	а не	6	9
23	в связи	1	9
24	и не	18	9
25	а затем	2	8
26	при помощи	1	8
27	что и	3	8
28	с другой	4	8
29	по существу	1	8
30	в результате	1	8
31	вопрос о	6	7
32	в качестве	5	7
33	все же	6	7
34	но если	2	7
35	этот случай	1	6
36	но не	3	6
37	это не	3	6
38	во время	2	6
39	подобно тому	1	6
40	не могут	4	6
41	и здесь	2	6
42	в форме	1	6
43	в том	18	6
44	а в	2	6
45	мы не	7	5
46	во всех	6	5
47	в море	1	5
48	тому как	1	5
49	то что	24	5
50	в ходе	12	5
51	не менее	4	5
52	потому что	16	5
53	или в	2	5
54	образом мы	1	5
55	один из	2	5
56	мы увидим	1	5
57	особую форму	1	5
58	если мы	5	5
59	наряду с	2	5
60	как бы	6	5
61	и другие	1	5
62	также и	2	4
63	увидим ниже	1	4
64	показать что	4	4
65	что его	2	4
66	если в	4	4
67	как в	4	4
68	хотя и	1	4
69	и как	1	4
70	не только	24	4
71	на его	2	4
72	на этом	1	4
73	об этом	3	4
74	его в	2	4
75	было бы	6	4
76	вовсе не	2	4
77	как и	15	4
78	несмотря на	2	4
79	точки зрения	28	4
80	с точки	21	4
81	тем не	3	4
82	на котором	3	4
83	ничего не	2	4
84	тем что	9	4
85	в других	1	4
86	как мы	14	4
87	раньше чем	1	4
88	по отношению	6	4
89	случае не	2	4
90	другой стороны	1	4
91	там где	1	4
92	так же	14	4
93	в точности	1	4
94	оно может	1	4
95	отношению к	5	4
96	что в	12	4
97	начинается с	1	3
98	связана с	3	3
99	самом деле	6	3
100	на самом	3	3
101	в первом	3	3
102	момент когда	1	3
103	и для	5	3
104	между собой	6	3
105	целый ряд	4	3
106	но в	4	3
107	к чему	1	3
108	в целом	5	3
109	в нашем	4	3
110	и по	3	3
111	прежде чем	2	3
112	но все	1	3
113	а по	2	3
114	входит в	2	3
115	из них	1	3
116	ни в	2	3
117	и вне	1	3
118	в один	1	3
119	том что	17	3
120	в то	3	3
121	в сущности	9	3
122	на него	1	3
123	того чтобы	19	3
124	от того	1	3
125	с собой	3	3
126	если бы	5	3
127	но и	11	3
128	он не	3	3
129	во втором	3	3
130	значит что	1	3
131	к нему	3	3
132	в какой	6	3
133	и ее	2	3
134	рассматриваться как	1	3
135	в начале	5	3
136	связывается с	1	3
137	друг друга	4	3
138	мы можем	3	3
139	не является	3	3
140	что они	10	3
141	из которых	2	3
142	но это	3	3
143	кроме того	1	3
144	мы должны	6	3
145	только что	5	3
146	же в	1	3
147	первом случае	3	3
148	если же	2	3
149	основной тезис	1	2
150	как это	5	2
151	тем же	5	2
152	что эти	3	2
153	собственном смысле	3	2
154	что изучение	1	2
155	время как	2	2
156	чем это	5	2
157	совсем не	1	2
158	друг на	1	2
159	а с	1	2
160	и таким	1	2
161	если она	1	2
162	и к	7	2
163	то в	2	2
164	та же	1	2
165	состоит в	3	2
166	приходим к	1	2
167	можно было	2	2
168	в другом	1	2
169	мы уже	3	2
170	большинстве случаев	2	2
171	это было	1	2
172	обоих случаях	1	2
173	то как	2	2
174	этого не	1	2
175	с тем	5	2
176	на друга	1	2
177	и тогда	1	2
178	для него	3	2
179	и при	2	2
180	что такое	1	2
181	мы приходим	1	2
182	нельзя было	2	2
183	при различных	2	2
184	все эти	6	2
185	что эта	6	2
186	с теми	1	2
187	в обоих	1	2
188	не имеет	2	2
189	одна из	1	2
190	и его	12	2
191	так например	1	2
192	в каком	1	2
193	один раз	1	2
194	они и	1	2
195	перейти к	4	2
196	для того	18	2
197	совершается в	3	2
198	вывод что	2	2
199	здесь не	1	2
200	в собственном	3	2
201	то время	2	2
202	и что	6	2
203	ясно что	1	2
204	является в	5	2
205	другой не	1	2
206	особый вид	1	2
207	о том	4	2
208	нашей работы	3	2
209	с одной	5	2
210	можно сказать	5	2
211	ни к	1	2
212	образом если	1	2
213	не означает	3	2
214	и только	4	2
215	того что	14	2
216	идет по	1	2
217	этот вопрос	1	2
218	что он	8	2
219	только в	8	2
220	или на	1	2
221	вопроса о	2	2
222	в большинстве	2	2
223	в виде	1	2
224	от других	1	2
225	его и	2	2
226	никто не	2	2
227	у нее	5	2
228	момент в	3	2
229	из двух	3	2
230	себя и	2	2
231	не исключает	2	2
232	сказать что	8	2
233	что мы	9	2
234	имеет свои	1	2
235	в частности	1	2
236	самым различным	1	2
237	одной стороны	5	2
238	самого себя	1	2
239	благодаря этому	2	2
240	но для	2	2
241	их на	1	2
242	случае он	1	2
243	стороны ее	1	2
244	в отдельных	1	2
245	иначе чем	2	2
246	одной из	4	2
247	а во	1	2
248	для каждой	1	2
249	как за	1	2
250	поставить вопрос	1	2
251	но эти	1	2
252	к этому	2	2
253	точно так	2	2
254	например в	1	1
255	имеет характер	1	1
256	функции в	1	1
257	и то	7	1
258	он может	1	1
259	словами и	1	1
260	к своей	1	1
261	как такового	2	1
262	сразу и	1	1
263	между двумя	3	1
264	проявляются в	2	1
265	почти всегда	2	1
266	она все	3	1
267	есть не	3	1
268	она в	2	1
269	или наоборот	1	1
270	это совершенно	1	1
271	на первом	2	1
272	может входить	1	1
273	приводят к	2	1
274	он как	1	1
275	того пути	1	1
276	но она	1	1
277	что это	6	1
278	что иное	1	1
279	все известные	1	1
280	оно есть	5	1
281	вместо того	1	1
282	ему в	1	1
283	выше но	1	1
284	в виду	5	1
285	чего возникает	1	1
286	начала в	1	1
287	оказывается что	2	1
288	к целому	2	1
289	там и	1	1
290	одним словом	1	1
291	друг к	1	1
292	мы будем	1	1
293	но как	1	1
294	последовательным и	1	1
295	мы нашли	5	1
296	значение и	2	1
297	ответ на	2	1
298	отношение к	2	1
299	отличие от	2	1
300	оно является	1	1
301	она есть	1	1
302	которые не	1	1
303	о необходимости	1	1
304	тем больше	1	1
305	данный момент	1	1
306	дает нам	1	1
307	что ее	2	1
308	может найти	1	1
309	мысль о	1	1
310	говорит что	2	1
311	и наконец	4	1
312	по пути	1	1
313	но эта	2	1
314	его к	2	1
315	царство и	1	1
316	имеет в	3	1
317	в этот	3	1
318	не связаны	1	1
319	втором случае	3	1
320	в которой	11	1
321	к другому	3	1
322	привести к	3	1
323	из этих	3	1
324	одном случае	1	1
325	не в	4	1
326	думать что	1	1
327	в этой	3	1
328	остановиться на	2	1
329	нами в	4	1
330	отношение между	4	1
331	и тот	1	1
332	непосредственно как	1	1
333	но ведь	1	1
334	на то	4	1
335	самая постановка	1	1
336	вытекающее из	1	1
337	но прежде	1	1
338	что каждая	1	1
339	для выделения	1	1
340	что она	8	1
341	время и	1	1
342	ожидать что	3	1
343	теперь перейти	1	1
344	всех этих	1	1
345	нашли что	3	1
346	предложения и	1	1
347	при ближайшем	1	1
348	свои совершенно	1	1
349	и этот	1	1
350	одно и	3	1
351	и может	1	1
352	в совершенно	1	1
353	может возникнуть	1	1
354	к другу	2	1
355	на все	1	1
356	с другими	3	1
357	от одного	2	1
358	совершенно непонятно	1	1
359	то все	1	1
360	и тем	6	1
361	даже в	2	1
362	из первых	1	1
363	собака и	1	1
364	о которых	2	1
365	является следствием	1	1
366	за спиной	1	1
367	превращаясь в	1	1
368	оно имеет	2	1
369	также с	1	1
370	чем в	4	1
371	других и	1	1
372	как таковой	1	1
373	убедиться что	2	1
374	и их	5	1
375	относится ко	2	1
376	быть названы	1	1
377	в их	2	1
378	но которые	1	1
379	если быть	1	1
380	этому же	2	1
381	мы говорили	2	1
