N	2gram	Tiupa_Hudo_2	OGranits
1	и в	28	13
2	и его	5	12
3	прежде всего	3	9
4	может быть	8	8
5	не может	4	8
6	и не	18	8
7	и т.п	1	7
8	в его	11	7
9	точки зрения	2	7
10	только в	4	6
11	как бы	5	6
12	не только	11	6
13	то что	6	6
14	и т.д	2	5
15	все же	2	5
16	но ведь	1	5
17	в музыке	1	5
18	с точки	2	5
19	хотя бы	2	5
20	и эта	2	5
21	мы не	1	4
22	но мы	1	4
23	еще и	2	4
24	на фоне	3	4
25	но в	2	4
26	то же	6	4
27	лишь в	2	4
28	в своей	6	4
29	было бы	3	4
30	все это	3	4
31	в двух	2	4
32	не является	2	4
33	в каждом	1	4
34	и то	2	3
35	в ее	18	3
36	самом деле	3	3
37	в пределах	1	3
38	так и	8	3
39	г в	1	3
40	при анализе	1	3
41	говорить о	2	3
42	по отношению	7	3
43	в поэтике	1	3
44	за пределы	1	3
45	в которой	1	3
46	ни один	1	3
47	в себе	9	3
48	не как	2	3
49	в одном	3	3
50	так как	1	3
51	здесь мы	1	3
52	но и	9	3
53	как и	11	3
54	и уже	4	3
55	со всей	2	3
56	что же	2	3
57	не в	13	3
58	да и	5	3
59	но для	1	3
60	и для	2	3
61	никогда не	5	3
62	и все	7	3
63	превращается в	4	3
64	отношению к	7	3
65	не столько	2	3
66	что в	5	3
67	в искусстве	1	3
68	для себя	6	2
69	данном случае	2	2
70	роль в	2	2
71	на две	1	2
72	мы уже	3	2
73	те же	2	2
74	если бы	6	2
75	с самого	1	2
76	в ней	3	2
77	а также	2	2
78	между тем	8	2
79	в общем	1	2
80	нуждается в	2	2
81	что они	4	2
82	вслед за	4	2
83	наконец в	1	2
84	чем же	1	2
85	случае и	1	2
86	как в	5	2
87	в данном	2	2
88	в этом	13	2
89	в полном	1	2
90	в том	15	2
91	с ними	3	2
92	в действительности	1	2
93	или иного	2	2
94	от этого	1	2
95	во времени	1	2
96	и тем	1	2
97	все эти	1	2
98	с одной	3	2
99	уже в	1	2
100	мы получим	1	2
101	в нем	3	2
102	при этом	11	2
103	для него	5	2
104	в другом	2	2
105	отношений между	1	2
106	вовсе не	2	2
107	тем что	6	2
108	в них	3	2
109	и внутренняя	1	2
110	в области	1	2
111	с другой	3	2
112	всей своей	1	2
113	а как	2	2
114	в самом	5	2
115	того или	2	2
116	одной стороны	3	2
117	соответствии с	3	2
118	более того	1	2
119	а не	14	2
120	другой стороны	1	2
121	там где	1	2
122	не мог	1	2
123	несмотря на	3	2
124	том что	19	2
