N	3gram	Propp_Russ_1	Psycholo
1	и т п	1	15
2	в том что	15	9
3	на то что	1	8
4	и т д	9	8
5	о том что	4	7
6	во всяком случае	1	6
7	в то время	1	5
8	подобно тому как	1	5
9	так же как	1	4
10	как и в	1	4
11	только тогда когда	1	4
12	что в этом	2	3
13	в отличие от	1	3
14	в собственном смысле	1	3
15	точно так же	1	3
16	сказать что в	1	3
17	потому что он	1	2
18	хотя и не	1	2
19	состоит в том	8	2
20	в настоящее время	3	2
21	никак не может	1	2
22	мы не можем	3	2
23	с точки зрения	3	2
24	в таком случае	1	2
25	в этом отношении	1	2
26	вместе с тем	6	2
27	не только из	1	2
28	так как они	2	2
29	как будто бы	1	2
30	мы увидим что	1	2
31	в целом ряде	1	2
32	в русском языке	1	2
33	не означает что	1	2
34	и что следовательно	1	2
35	в одном из	1	2
36	при этом не	1	2
37	совершенно очевидно что	1	2
38	мы видим что	1	2
39	по этому поводу	2	2
40	на самом деле	1	2
41	тем не менее	3	2
42	что и в	1	2
43	т д и	1	1
44	и того же	1	1
45	и том же	1	1
46	этим объясняется почему	1	1
47	друг к другу	2	1
48	а следовательно и	1	1
49	еще далеко не	1	1
50	одном и том	1	1
51	так как в	1	1
52	во многих случаях	2	1
53	точки зрения в	1	1
54	и характер этого	1	1
55	мы должны будем	1	1
56	же как и	1	1
57	что мы имеем	1	1
58	вызывают к жизни	1	1
59	то что и	1	1
60	независимо от того	1	1
61	так как только	1	1
62	не до конца	1	1
63	еще прибавить что	1	1
64	и могут быть	1	1
65	в это время	2	1
66	на основании этих	1	1
67	не потому что	1	1
68	не только в	1	1
69	же значение как	1	1
70	так как это	1	1
71	те мыслительные процессы	1	1
72	и в этом	1	1
73	который показывает что	1	1
74	приходит к выводу	1	1
75	в какой степени	2	1
76	это имеет место	2	1
77	приводит к тому	1	1
78	одни и те	1	1
79	в связи с	4	1
80	один из самых	1	1
81	приводит нас к	1	1
82	в чем именно	1	1
83	выступают в роли	1	1
84	такое же значение	1	1
85	но вместе с	1	1
86	как мы знаем	1	1
87	в совершенно ином	1	1
88	в черных и	1	1
89	этого вопроса в	1	1
90	бросается в глаза	1	1
91	только о том	1	1
92	в тех случаях	1	1
93	и должна была	1	1
94	в свою очередь	2	1
95	как будто совершенно	1	1
96	мыслительные процессы которые	1	1
97	к выводу что	2	1
98	легко заметить что	1	1
99	вопрос о том	1	1
100	что иное как	2	1
101	несмотря на все	1	1
102	можно сказать что	1	1
103	у нас в	1	1
104	и те же	1	1
105	одного и того	1	1
106	или совсем не	1	1
107	эту точку зрения	1	1
108	не что иное	2	1
109	и в том	1	1
110	для нас не	1	1
111	не только у	2	1
