N	3gram	Propp_Russ_1	Istorich
1	и т д	9	16
2	в этих случаях	1	10
3	во всех этих	1	6
4	не только в	1	5
5	о том что	4	5
6	так же как	1	4
7	в тех случаях	1	4
8	тем не менее	3	4
9	в том что	15	4
10	мы уже знаем	1	3
11	мы видим что	1	3
12	в данном случае	1	3
13	тех случаях когда	1	3
14	точно так же	1	2
15	как и другие	3	2
16	все эти случаи	1	2
17	и в других	4	2
18	после того как	2	2
19	но это не	2	2
20	на этот вопрос	1	2
21	так как он	1	2
22	но тем не	2	2
23	здесь мы имеем	1	2
24	т е в	1	2
25	что в сказке	1	2
26	мы не можем	3	2
27	в то время	1	2
28	есть и другие	1	2
29	но все же	2	2
30	как и в	1	2
31	что и в	1	2
32	мы увидим что	1	2
33	объяснение мы должны	1	1
34	к этому же	2	1
35	хотя и не	1	1
36	мы увидим еще	1	1
37	только потому что	1	1
38	сказать что в	1	1
39	это вытекает из	1	1
40	с точки зрения	3	1
41	состоит в том	8	1
42	это означает что	1	1
43	по отношению к	1	1
44	для наших целей	2	1
45	не совсем так	1	1
46	никак не может	1	1
47	дело не только	1	1
48	т д и	1	1
49	в этом случае	5	1
50	из самых распространенных	1	1
51	же как и	1	1
52	и он же	1	1
53	ниже мы увидим	1	1
54	что сам он	1	1
55	все же она	1	1
56	это делалось для	1	1
57	мы должны признать	1	1
58	о том чтобы	1	1
59	связанные с этим	1	1
60	как мы увидим	5	1
61	и та же	1	1
62	независимо от того	1	1
63	необходимо указать что	1	1
64	можно сделать из	2	1
65	эти случаи показывают	1	1
66	и т п	1	1
67	в большинстве случаев	2	1
68	так же в	1	1
69	имеем ту же	1	1
70	можно было бы	1	1
71	эта связь не	1	1
72	как мы уже	1	1
73	а иногда и	3	1
74	у других народов	1	1
75	как можно больше	1	1
76	у него нет	1	1
77	говорит о том	1	1
78	вместе с тем	6	1
79	в заупокойном культе	1	1
80	что это делалось	2	1
81	и у других	1	1
82	тогда как в	1	1
83	для нас особенно	1	1
84	очень интересный и	1	1
85	не кто-нибудь другой	1	1
86	обращает на себя	1	1
87	д т е	1	1
88	один из них	2	1
89	по существу в	1	1
90	других так например	1	1
91	выводы можно сделать	2	1
92	так как это	1	1
93	т е с	1	1
94	все же не	2	1
95	в связи с	4	1
96	по содержанию своему	1	1
97	и потому что	2	1
98	мы имеем здесь	1	1
99	можно согласиться с	1	1
100	одна и та	1	1
101	а не кто-нибудь	1	1
102	только о том	1	1
103	не только у	2	1
104	т д т	1	1
105	без сомнения говорит	1	1
106	это не совсем	1	1
107	жизнь но и	1	1
108	имеется очень много	1	1
109	и другие виды	1	1
110	мы увидим ниже	2	1
111	только у греков	1	1
112	дело так что	1	1
113	объяснение этого обычая	1	1
114	и здесь следует	1	1
115	но и на	2	1
116	вопрос о том	1	1
117	не только на	2	1
118	с тем и	2	1
119	один из самых	1	1
120	или может быть	1	1
121	во второй половине	1	1
122	не по существу	1	1
123	совершенно очевидно что	1	1
124	что она считала	1	1
125	как в других	1	1
126	к тому что	4	1
127	по этому вопросу	1	1
128	не единственная форма	1	1
129	же она не	1	1
130	приводит нас к	1	1
131	для нас не	1	1
132	как мы видели	1	1
133	если предположить что	1	1
