N	2gram	Bakhtin_Pr_3	RusskieA
1	и в	34	36
2	не только	10	22
3	том что	3	19
4	что в	7	19
5	в том	3	17
6	т е	12	17
7	но и	12	16
8	так как	4	15
9	во время	2	14
10	в этом	16	12
11	в других	1	11
12	и т	8	10
13	и на	6	10
14	в этот	2	10
15	это не	5	10
16	как и	18	10
17	как мы	7	10
18	вместе с	4	10
19	потому что	12	10
20	т д	2	9
21	об этом	1	9
22	а в	5	9
23	и по	1	8
24	с тем	5	8
25	о том	2	8
26	один из	2	8
27	мы увидим	2	8
28	из них	5	8
29	может быть	19	8
30	что они	6	7
31	так и	6	7
32	между тем	3	7
33	что и	5	7
34	и других	1	7
35	в виде	4	6
36	так например	1	6
37	таким образом	5	6
38	при этом	4	6
39	уже не	2	6
40	в них	2	6
41	и не	29	6
42	все это	16	6
43	будто бы	2	6
44	то что	11	6
45	а и	1	5
46	как в	4	5
47	все же	7	5
48	во многих	1	5
49	в которых	2	5
50	как будто	7	5
51	с ними	6	5
52	и у	5	5
53	как бы	27	5
54	этом случае	2	5
55	не совсем	1	4
56	еще не	4	4
57	во всех	2	4
58	в эти	2	4
59	что по	1	4
60	после этого	1	4
61	с собой	1	4
62	входит в	2	4
63	по улицам	1	4
64	их на	1	4
65	в г	1	4
66	в их	1	4
67	что этот	1	4
68	тому что	2	4
69	одна из	1	4
70	связи с	1	4
71	что на	1	4
72	к тому	5	4
73	его с	4	4
74	так в	2	4
75	еще в	3	4
76	и что	5	4
77	и их	1	4
78	тем что	4	4
79	а с	3	4
80	в некоторых	1	4
81	того что	5	4
82	но это	4	4
83	не может	19	4
84	только в	6	4
85	своего рода	2	3
86	в своем	2	3
87	что это	5	3
88	в основном	1	3
89	на этом	4	3
90	то же	14	3
91	но все	5	3
92	совпадают с	1	3
93	далеко не	3	3
94	несмотря на	1	3
95	в москве	1	3
96	в этих	1	3
97	точки зрения	8	3
98	таким же	1	3
99	с точки	4	3
100	она в	2	3
101	тем не	2	3
102	их в	3	3
103	не менее	3	3
104	улицам и	1	3
105	в разных	1	3
106	ничего не	4	3
107	приводит к	1	3
108	не с	2	3
109	то есть	1	3
110	или на	1	3
111	в середине	1	3
112	как например	1	3
113	только на	4	3
114	слова в	7	3
115	в одном	5	3
116	из приведенных	1	3
117	на этот	1	3
118	о чем	2	3
119	так же	8	3
120	на ивана	1	3
121	этого слова	7	3
122	на других	1	3
123	и к	12	3
124	в свою	1	3
125	можно говорить	1	2
126	например в	2	2
127	но тем	1	2
128	между двумя	2	2
129	к другому	20	2
130	в доме	1	2
131	еще до	2	2
132	но она	1	2
133	на себя	1	2
134	они были	1	2
135	как не	1	2
136	в ней	3	2
137	он был	1	2
138	друг к	1	2
139	на самом	11	2
140	но не	4	2
141	к слову	2	2
142	не просто	1	2
143	отнюдь не	2	2
144	независимо от	1	2
145	с этим	2	2
146	мы можем	1	2
147	хотя и	3	2
148	и как	3	2
149	его к	3	2
150	но в	16	2
151	та же	2	2
152	в целом	5	2
153	все эти	4	2
154	в дальнейшем	1	2
155	и до	1	2
156	как он	3	2
157	в нем	19	2
158	всех этих	2	2
159	в каждом	3	2
160	же не	2	2
161	главным образом	1	2
162	и с	15	2
163	к другу	1	2
164	в жизни	2	2
165	чтобы они	1	2
166	такой же	3	2
167	в один	1	2
168	народ и	1	2
169	как символ	3	2
170	должны были	1	2
171	и более	1	2
172	том же	1	2
173	для этого	3	2
174	нас к	1	2
175	как можно	3	2
176	она не	1	2
177	у него	4	2
178	именно с	1	2
179	до того	1	2
180	но даже	1	2
181	и другим	1	2
182	они и	1	2
183	свою очередь	1	2
184	ни одно	1	2
185	что у	6	2
186	с ним	8	2
187	находится в	2	2
188	на все	1	2
189	характер этого	1	2
190	после того	1	2
191	должно было	1	2
192	связь между	1	2
193	в его	22	2
194	к ней	2	2
195	не случайно	1	2
196	но ни	2	2
197	так что	5	2
198	в большинстве	2	2
199	его и	3	2
200	и никаких	1	2
201	и нового	1	2
202	в прошлом	1	2
203	но что	1	2
204	тут же	1	2
205	не было	2	2
206	в особенности	1	2
207	не были	1	2
208	такое же	1	2
209	себя и	8	2
210	с ней	1	2
211	и пр	1	2
212	до конца	3	2
213	а не	9	2
214	большинстве случаев	3	2
215	должна была	2	2
216	и потому	2	2
217	там где	7	2
218	быть и	2	2
219	только для	1	2
220	между собой	1	2
221	и для	8	2
222	или в	1	2
223	когда он	2	2
224	мы должны	5	2
225	в своих	1	2
226	ту же	1	1
227	также и	1	1
228	чтобы не	1	1
229	это без	1	1
230	мы здесь	1	1
231	характер или	1	1
232	самом деле	13	1
233	тех же	1	1
234	зависимости от	1	1
235	в первом	1	1
236	сам и	2	1
237	по преимуществу	1	1
238	что эти	1	1
239	и ее	2	1
240	с таким	4	1
241	по его	1	1
242	приходит к	1	1
243	несколько иной	1	1
244	мы уже	6	1
245	из всех	1	1
246	в несколько	1	1
247	б и	3	1
248	или наоборот	1	1
249	что если	1	1
250	а где	1	1
251	вопрос о	2	1
252	время от	2	1
253	они приносят	1	1
254	приводят к	1	1
255	он искал	1	1
256	говорить о	3	1
257	но чаще	1	1
258	и завершающей	1	1
259	и самой	1	1
260	похожи на	1	1
261	кто же	2	1
262	того же	2	1
263	и он	2	1
264	в каждой	1	1
265	и был	1	1
266	него он	2	1
267	я рад	1	1
268	в отличие	2	1
269	на них	5	1
270	всего этого	2	1
271	в чем	5	1
272	с его	6	1
273	их так	1	1
274	в петербурге	1	1
275	на основе	1	1
276	оно в	1	1
277	не все	1	1
278	ответ на	1	1
279	по отношению	5	1
280	в общем	4	1
281	с совершенно	1	1
282	себе и	5	1
283	отличие от	2	1
284	собственно уже	1	1
285	мы сейчас	1	1
286	очень ярких	1	1
287	сочетается с	1	1
288	символ а	1	1
289	показать что	2	1
290	некоторое время	1	1
291	совершенно другой	1	1
292	в различные	1	1
293	и острая	1	1
294	что касается	1	1
295	перед нами	1	1
296	и наконец	5	1
297	увидим что	2	1
298	он на	1	1
299	поэтому и	1	1
300	в которой	2	1
301	говорят о	1	1
302	за это	1	1
303	еще далеко	2	1
304	вообще а	1	1
305	в себе	6	1
306	тому же	2	1
307	на то	1	1
308	очень велико	1	1
309	образ его	1	1
310	но хотя	1	1
311	он не	15	1
312	аналогичные слова	1	1
313	он должен	2	1
314	не как	3	1
315	собой не	1	1
316	в начале	4	1
317	подобно тому	2	1
318	из мертвых	2	1
319	не бывает	2	1
320	эта же	1	1
321	которое как	1	1
322	встречаются и	1	1
323	а затем	1	1
324	здесь мы	1	1
325	что все	4	1
326	значение в	1	1
327	те же	2	1
328	его в	4	1
329	падает на	1	1
330	есть несколько	1	1
331	и ненависть	1	1
332	по всему	2	1
333	ни в	4	1
334	этом мы	1	1
335	нет в	2	1
336	в этой	1	1
337	дела и	1	1
338	со своими	1	1
339	он и	5	1
340	мы видели	3	1
341	и сделанные	1	1
342	просить прощения	1	1
343	который почти	1	1
344	и того	2	1
345	одного и	1	1
346	и при	1	1
347	никак не	1	1
348	и без	2	1
349	впрочем а	1	1
350	не столько	1	1
351	от времени	2	1
352	этого вопроса	1	1
353	они уже	1	1
354	что я	15	1
355	дает в	1	1
356	ее на	1	1
357	но эта	1	1
358	надо чтобы	1	1
359	того времени	2	1
360	которые в	2	1
361	теми же	1	1
362	и эти	1	1
363	что сам	2	1
364	любви и	1	1
365	всех их	1	1
366	в то	12	1
367	не о	4	1
368	для каждого	1	1
369	эта группа	1	1
370	тогда когда	1	1
371	что их	1	1
372	в основе	1	1
373	к изучению	1	1
374	от жизни	1	1
375	считает что	1	1
376	каждый из	2	1
377	слова как	2	1
378	или как	2	1
379	того в	1	1
380	и углубленной	1	1
381	и его	16	1
382	и теперь	1	1
383	они на	1	1
384	обращает на	2	1
385	доказать что	1	1
386	этом отношении	1	1
387	приносят с	1	1
388	с другом	2	1
389	от другого	3	1
390	ни о	1	1
391	в среде	1	1
392	они становятся	1	1
393	слова с	3	1
394	в названиях	1	1
395	для себя	6	1
396	и это	4	1
397	из их	1	1
398	и о	1	1
399	в виду	3	1
400	частично совпадают	1	1
401	данном случае	1	1
402	всей своей	2	1
403	на свой	1	1
404	у петра	1	1
405	и сам	5	1
406	можно было	1	1
407	здесь он	1	1
408	было в	2	1
409	каждого из	1	1
410	и мы	1	1
411	и некоторое	1	1
412	и определяется	2	1
413	подобные же	1	1
414	жизнь и	2	1
415	но иногда	1	1
416	если бы	4	1
417	должны признать	1	1
418	собой и	2	1
419	и вообще	2	1
420	по нескольким	1	1
421	что значит	2	1
422	только так	2	1
423	в раннем	2	1
424	внимание на	1	1
425	прямо и	2	1
426	что каждый	1	1
427	в глаза	3	1
428	можно сказать	1	1
429	что ими	1	1
430	все на	1	1
431	к нему	14	1
432	же очень	1	1
433	и во	3	1
434	во всей	1	1
435	себя но	2	1
436	в форме	2	1
437	наконец в	3	1
438	о своих	1	1
439	было бы	2	1
440	не так	1	1
441	другие же	1	1
442	что здесь	1	1
443	на которой	1	1
444	слово с	6	1
445	д и	1	1
446	же все	1	1
447	в позднейших	1	1
448	сразу же	1	1
449	всего не	1	1
450	совсем не	3	1
451	тот же	2	1
452	что он	23	1
453	и действительно	1	1
454	и так	5	1
455	вот все	1	1
456	он во	2	1
457	он уже	3	1
458	это слово	5	1
459	бы ни	1	1
460	с которыми	2	1
461	уже в	3	1
462	обращения к	1	1
463	или не	1	1
464	же но	1	1
465	же явления	1	1
466	только одно	1	1
467	слова если	1	1
468	него нет	2	1
469	совсем другое	3	1
470	других так	1	1
471	всяком случае	5	1
472	нуждается в	3	1
473	изображается в	1	1
474	т п	6	1
475	чтобы она	1	1
476	случае не	1	1
477	не могут	1	1
478	нет его	1	1
479	в очень	1	1
480	же деле	1	1
481	что дело	1	1
482	каждый человек	1	1
483	главное и	1	1
484	к которому	2	1
485	еще и	1	1
486	тому как	2	1
487	мы еще	1	1
488	что не	7	1
489	обратиться к	1	1
490	говорит о	2	1
491	уже почти	1	1
492	другому и	3	1
493	бывает и	1	1
494	и своего	3	1
495	которых мы	2	1
496	у других	1	1
497	сколько в	1	1
498	с которым	7	1
499	жизнь в	1	1
500	точек зрения	2	1
501	мы остановимся	4	1
502	или с	1	1
503	которой он	2	1
504	под влиянием	3	1
505	мы знаем	2	1
506	безо всякой	1	1
507	если не	3	1
508	себя на	1	1
509	уже давно	1	1
510	зрения он	1	1
511	надо было	2	1
512	п а	1	1
513	из которых	1	1
514	в пределах	6	1
515	по своему	3	1
516	в данном	1	1
517	в той	2	1
518	ко всему	1	1
519	только себя	2	1
520	как средство	1	1
521	друг с	2	1
522	и было	1	1
523	быть не	1	1
524	и накануне	1	1
525	самом же	1	1
526	которые также	1	1
527	см например	1	1
528	но для	3	1
529	это как	3	1
530	под названием	1	1
531	не является	2	1
532	случаях когда	1	1
533	для такого	1	1
534	всем этим	2	1
535	его нет	1	1
536	а к	2	1
537	в отдельных	1	1
538	следующий за	1	1
539	от него	6	1
540	и все	19	1
541	из своего	4	1
542	только с	3	1
543	дает основание	1	1
544	но оно	1	1
545	ты не	1	1
546	согласиться с	1	1
547	слово в	2	1
548	между ними	1	1
549	не знает	6	1
550	сказать что	2	1
551	столом и	1	1
552	после каждого	1	1
553	является и	1	1
554	отношению к	6	1
555	оно не	1	1
556	в заключение	2	1
557	ней с	1	1
558	я тебе	1	1
559	жизни и	3	1
560	и вновь	1	1
561	в продолжение	1	1
562	как на	2	1
563	во всяком	5	1
