N	3gram	Bakhtin_fo_1	StatiiOP
1	в том что	2	17
2	о том что	1	11
3	для того чтобы	5	10
4	и т п	8	9
5	с точки зрения	2	8
6	до сих пор	3	7
7	в этом отношении	3	7
8	в данном случае	1	6
9	во всяком случае	1	6
10	в самом деле	1	5
11	не может быть	3	5
12	дело в том	2	4
13	то же время	9	4
14	не только в	2	4
15	так и в	1	4
16	в то же	6	4
17	том что в	1	3
18	по отношению к	3	3
19	так же как	2	3
20	и в этом	1	3
21	и в самом	1	3
22	но все же	2	3
23	да и в	1	2
24	в том числе	4	2
25	в этом случае	1	2
26	и в том	1	2
27	в той же	1	2
28	но и в	2	2
29	что в нем	1	2
30	том числе и	2	2
31	может быть и	2	2
32	говорит о том	1	2
33	как раз в	4	2
34	но в то	1	2
35	с одной стороны	2	2
36	в то время	3	2
37	было бы не	1	2
38	а также и	2	2
39	в данном месте	1	2
40	как и в	2	2
41	в каком же	2	1
42	в другом месте	1	1
43	на том что	1	1
44	в той или	1	1
45	той или иной	2	1
46	до сегодняшнего дня	1	1
47	само собой разумеется	2	1
48	также и в	2	1
49	в соответствии с	2	1
50	в том же	1	1
51	дело не только	1	1
52	всей его жизни	1	1
53	же как и	2	1
54	потому что не	1	1
55	одних и тех	2	1
56	т п но	1	1
57	в зависимости от	1	1
58	сами по себе	1	1
59	и тех же	2	1
60	и в других	4	1
61	но дело в	1	1
62	в это время	1	1
63	то время как	2	1
64	тот факт что	1	1
65	время или в	1	1
66	и в то	5	1
67	быть и речи	1	1
68	лишь то что	1	1
69	во всех этих	1	1
70	прежде всего необходимо	3	1
71	же время оно	1	1
72	что в таком	2	1
73	и во всей	2	1
74	с нашей точки	3	1
75	а вовсе не	1	1
76	он не знает	1	1
77	этот вопрос в	1	1
78	и гораздо более	1	1
79	сих пор не	1	1
80	надо сказать что	1	1
81	собой разумеется что	2	1
82	что и у	1	1
83	из того же	1	1
84	смысле этого слова	1	1
85	но все эти	2	1
86	и речи об	1	1
87	их и не	1	1
88	нашей точки зрения	3	1
89	ни в чем	2	1
90	мы говорим о	1	1
91	в какой-то степени	2	1
92	как в самом	1	1
93	так как по	1	1
94	вовсе не является	1	1
95	на одну минуту	1	1
96	со всеми его	2	1
