N	2gram	Bakhtin_Pr_1	EvropaiE
1	и в	29	37
2	в отношении	2	32
3	в пределах	13	25
4	точки зрения	19	23
5	что в	8	21
6	не только	15	18
7	с точки	13	17
8	в то	10	16
9	то же	14	15
10	хотя бы	2	15
11	отношении к	3	15
12	в своем	8	14
13	но в	7	14
14	же время	9	14
15	в качестве	1	14
16	но и	14	14
17	и не	31	14
18	в этом	22	12
19	в их	3	11
20	в области	1	11
21	в том	8	11
22	так и	7	10
23	в себе	7	9
24	только в	10	9
25	прежде всего	7	9
26	не может	12	9
27	так же	6	9
28	т е	21	9
29	в смысле	2	9
30	в ее	1	8
31	было бы	5	8
32	в своей	8	8
33	к тому	1	8
34	между тем	5	8
35	нам кажется	2	7
36	того что	1	7
37	так как	6	7
38	с другой	3	7
39	как и	12	7
40	может быть	24	6
41	и на	7	6
42	во всех	1	6
43	стороны и	1	6
44	том что	7	6
45	того чтобы	1	6
46	вовсе не	7	6
47	для того	1	6
48	и даже	2	6
49	как бы	19	6
50	с этой	2	6
51	то что	15	6
52	же как	1	5
53	но не	9	5
54	не в	7	5
55	в россии	2	5
56	и по	1	5
57	но если	1	5
58	как мы	4	5
59	одной из	1	5
60	со стороны	1	5
61	от этого	1	5
62	в частности	1	5
63	и потому	6	5
64	в той	2	5
65	как нам	1	5
66	этой точки	1	5
67	то в	1	4
68	мы не	1	4
69	вопрос о	2	4
70	в полной	1	4
71	но даже	1	4
72	в ней	2	4
73	независимо от	1	4
74	в самом	10	4
75	то ни	2	4
76	того или	1	4
77	не служит	2	4
78	несмотря на	6	4
79	чем в	2	4
80	лежат в	1	4
81	как совокупность	1	4
82	даже в	4	4
83	не имеет	1	4
84	и притом	1	4
85	в процессе	4	4
86	бы то	2	4
87	по себе	8	4
88	можно сказать	1	4
89	именно в	5	4
90	ни было	2	4
91	само по	3	4
92	не на	4	4
93	мира в	5	4
94	сказать что	3	4
95	или иного	1	4
96	в каком	1	4
97	идет о	4	3
98	из всех	1	3
99	бы и	4	3
100	на себя	2	3
101	и со	2	3
102	как в	6	3
103	и к	2	3
104	себе не	1	3
105	в известном	1	3
106	но на	1	3
107	вообще не	1	3
108	не будет	1	3
109	не дает	3	3
110	большинстве случаев	2	3
111	и мы	1	3
112	этом смысле	10	3
113	в них	3	3
114	мы видели	1	3
115	во второй	1	3
116	в которых	2	3
117	дело в	1	3
118	никогда не	3	3
119	потому что	8	3
120	в пределы	3	3
121	уже и	2	3
122	с другом	1	3
123	во все	2	3
124	бы ни	1	3
125	можно было	2	3
126	о том	1	3
127	от них	2	3
128	место в	1	3
129	что и	4	3
130	отметить что	1	3
131	и только	1	3
132	известном смысле	1	3
133	всяком случае	3	3
134	не из	3	3
135	из них	1	3
136	себе в	1	3
137	к ним	1	3
138	тем что	4	3
139	этом отношении	3	3
140	по своим	2	3
141	в свою	1	3
142	там где	10	3
143	ни на	1	3
144	в данном	2	3
145	друг с	2	3
146	известной степени	1	3
147	и для	4	3
148	и от	2	3
149	в результате	4	3
150	мира и	7	3
151	на своем	1	3
152	ее в	1	3
153	как на	3	3
154	в таком	1	3
155	во всяком	5	3
156	и наиболее	1	2
157	и отчасти	1	2
158	мира не	2	2
159	по преимуществу	2	2
160	должна быть	5	2
161	именно к	1	2
162	меньшей степени	1	2
163	культурной традиции	2	2
164	он сам	3	2
165	но как	3	2
166	точка зрения	12	2
167	в свои	1	2
168	и чем	1	2
169	как их	3	2
170	в истории	2	2
171	его на	2	2
172	с этим	2	2
173	хотя и	1	2
174	тому или	1	2
175	и как	7	2
176	что это	1	2
177	в этой	4	2
178	в случае	1	2
179	и если	1	2
180	но именно	3	2
181	он не	5	2
182	и совершенной	1	2
183	и еще	1	2
184	какой бы	2	2
185	таким образом	12	2
186	в мире	6	2
187	и с	4	2
188	заключается в	1	2
189	с другими	7	2
190	для них	1	2
191	далеко не	3	2
192	дело идет	5	2
193	в своих	3	2
194	такой же	1	2
195	или точнее	1	2
196	в котором	2	2
197	одном из	1	2
198	при условии	1	2
199	она не	7	2
200	и имеет	1	2
201	как будто	3	2
202	именно потому	2	2
203	к той	1	2
204	не могут	6	2
205	могут быть	6	2
206	всего в	1	2
207	одну и	1	2
208	как не	8	2
209	свою очередь	1	2
210	данном случае	2	2
211	во многом	1	2
212	по сравнению	1	2
213	если бы	9	2
214	в содержании	1	2
215	русских и	1	2
216	и та	1	2
217	и что	2	2
218	кажется что	2	2
219	и во	2	2
220	к нему	6	2
221	ее от	1	2
222	во втором	1	2
223	в его	24	2
224	подходит к	2	2
225	во всей	2	2
226	мы должны	3	2
227	в сферу	1	2
228	но с	3	2
229	этот вопрос	2	2
230	в какой	1	2
231	в большинстве	2	2
232	и других	1	2
233	в одном	10	2
234	заметить что	2	2
235	значение только	1	2
236	в других	1	2
237	другой и	1	2
238	а именно	1	2
239	как же	4	2
240	только к	1	2
241	на этот	2	2
242	а не	22	2
243	что все	1	2
244	сравнению с	1	2
245	что же	4	2
246	для понимания	2	2
247	мира но	2	2
248	и все	1	2
249	бы в	3	2
250	и наконец	4	2
251	же в	2	2
252	в другой	3	2
253	мы видим	2	2
254	а в	7	2
255	не есть	2	2
256	между ними	2	2
257	другой стороны	3	2
258	жизни и	2	2
259	и эта	1	2
260	существует только	1	1
261	себя как	2	1
262	своей совокупности	1	1
263	также что	1	1
264	и т	4	1
265	например в	3	1
266	до него	1	1
267	в тех	1	1
268	получает в	1	1
269	и это	5	1
270	или к	2	1
271	же по	1	1
272	в чисто	2	1
273	и до	3	1
274	исходит из	1	1
275	противном случае	1	1
276	на западе	2	1
277	с таким	1	1
278	той же	5	1
279	на тех	1	1
280	или наоборот	1	1
281	пределы данного	1	1
282	как обычно	1	1
283	есть нечто	1	1
284	время как	1	1
285	только это	1	1
286	достаточно чтобы	1	1
287	их до	1	1
288	на практике	1	1
289	то это	1	1
290	социальной группы	1	1
291	не способен	1	1
292	в каждой	1	1
293	и философские	1	1
294	оценок и	1	1
295	которых может	1	1
296	с его	9	1
297	тем как	4	1
298	к которой	1	1
299	его построения	1	1
300	по отношению	8	1
301	постановка проблемы	1	1
302	и земли	2	1
303	тогда как	1	1
304	за пределы	7	1
305	пределы и	1	1
306	к сожалению	1	1
307	относится к	1	1
308	которые не	1	1
309	в одной	6	1
310	в рамках	1	1
311	как последняя	1	1
312	на минуту	1	1
313	отдельные этапы	1	1
314	все же	9	1
315	однако не	2	1
316	в противном	1	1
317	кроме того	3	1
318	могли бы	2	1
319	говорит об	1	1
320	его к	2	1
321	этого мира	6	1
322	располагались в	1	1
323	более или	1	1
324	мы но	1	1
325	воспринять как	1	1
326	ими с	1	1
327	в идеологической	1	1
328	та же	1	1
329	бы с	1	1
330	он в	3	1
331	в нашем	1	1
332	за их	1	1
333	с их	5	1
334	может найти	1	1
335	элементов в	1	1
336	нами в	2	1
337	на его	2	1
338	при этом	2	1
339	т д	1	1
340	смысле она	1	1
341	к некоторому	1	1
342	не значит	4	1
343	сожалению не	1	1
344	и когда	1	1
345	бы во	2	1
346	не как	14	1
347	или вовсе	1	1
348	на этом	1	1
349	его можно	1	1
350	такая постановка	1	1
351	находит себе	1	1
352	как более	1	1
353	находим у	1	1
354	или иных	1	1
355	принципа в	2	1
356	в человеческом	1	1
357	но все	5	1
358	от нее	1	1
359	бы дать	1	1
360	в нем	19	1
361	в совершенно	1	1
362	же касается	1	1
363	и неизбежно	1	1
364	полной мере	1	1
365	лишь в	1	1
366	входит в	7	1
367	воспринимается как	3	1
368	которая как	1	1
369	лишь на	3	1
370	истории и	1	1
371	мы сказали	1	1
372	весь мир	1	1
373	в жизни	2	1
374	к области	1	1
375	рядом с	14	1
376	она и	1	1
377	всегда и	1	1
378	активности и	1	1
379	потому и	1	1
380	как таковой	2	1
381	и необходимость	1	1
382	или менее	1	1
383	чтобы войти	1	1
384	именно и	2	1
385	сам и	1	1
386	фактом что	1	1
387	признать что	1	1
388	значение для	1	1
389	что имеет	1	1
390	является та	2	1
391	друг другу	2	1
392	войти в	2	1
393	для этого	1	1
394	тому что	3	1
395	кажется нам	1	1
396	если и	1	1
397	идеологической жизни	1	1
398	все эти	9	1
399	почти никогда	1	1
400	но они	2	1
401	и другое	1	1
402	правда в	2	1
403	одна из	3	1
404	чтобы в	2	1
405	подходят к	1	1
406	наблюдений над	1	1
407	та или	1	1
408	земли в	1	1
409	рассматривать как	1	1
410	только и	1	1
411	в самой	6	1
412	или иная	1	1
413	они являются	1	1
414	совершенно неправильно	2	1
415	к концу	1	1
416	на себе	2	1
417	среди великих	1	1
418	и его	14	1
419	связи с	2	1
420	не находим	1	1
421	в сознании	2	1
422	е не	2	1
423	следует что	1	1
424	так то	1	1
425	в основе	4	1
426	у нас	1	1
427	настоящего времени	1	1
428	мир в	3	1
429	мира только	1	1
430	должны быть	1	1
431	для такого	1	1
432	то существенно	1	1
433	все еще	1	1
434	но из	1	1
435	свое значение	1	1
436	мы привели	1	1
437	для себя	2	1
438	оно может	2	1
439	и о	5	1
440	то она	1	1
441	и сами	1	1
442	людей в	1	1
443	лишь весьма	2	1
444	имеет значение	2	1
445	мы думаем	1	1
446	он определяет	1	1
447	то время	1	1
448	в рамки	2	1
449	как с	1	1
450	котором мы	1	1
451	и сам	2	1
452	что может	2	1
453	был бы	6	1
454	те же	2	1
455	и другими	1	1
456	по природе	1	1
457	об этом	1	1
458	и происходит	1	1
459	является в	1	1
460	в осуществлении	1	1
461	поэтому в	2	1
462	не кто	1	1
463	был не	1	1
464	сделан из	1	1
465	к другу	1	1
466	с ним	5	1
467	мире в	3	1
468	этой концепции	1	1
469	при том	1	1
470	в построении	4	1
471	тех кто	1	1
472	на вопрос	2	1
473	не перед	1	1
474	времени в	1	1
475	такими же	1	1
476	однако с	1	1
477	современности и	1	1
478	того в	1	1
479	нем и	1	1
480	и следовательно	4	1
481	в лучшем	2	1
482	мог осуществиться	1	1
483	друг к	1	1
484	большей или	1	1
485	звучит как	2	1
486	быть и	1	1
487	один из	2	1
488	ибо в	2	1
489	тот же	2	1
490	связь и	1	1
491	всех этих	2	1
492	мы увидим	1	1
493	ли он	1	1
494	для одних	1	1
495	это стремление	1	1
496	что как	1	1
497	который в	1	1
498	они могут	2	1
499	или же	2	1
500	и ее	2	1
501	по этому	1	1
502	ведь в	1	1
503	можно еще	1	1
504	со своим	2	1
505	конечно не	2	1
506	уже не	13	1
507	уже в	3	1
508	если мы	1	1
509	то и	2	1
510	в начале	1	1
511	что не	1	1
512	от других	1	1
513	которую по	1	1
514	тут есть	1	1
515	одно из	2	1
516	для него	18	1
517	и их	1	1
518	бы тот	1	1
519	к сознанию	2	1
520	не о	2	1
521	как его	1	1
522	бытия и	1	1
523	от того	4	1
524	в более	1	1
525	выходит за	1	1
526	даже не	1	1
527	а на	1	1
528	к которому	1	1
529	или меньшей	1	1
530	она является	2	1
531	что для	1	1
532	перед тем	1	1
533	не было	4	1
534	на которых	1	1
535	зависит от	1	1
536	не допускает	1	1
537	него не	2	1
538	что из	2	1
539	что мы	1	1
540	этот принцип	3	1
541	бы как	2	1
542	если не	1	1
543	поэтому даже	1	1
544	как одно	1	1
545	другие не	1	1
546	до настоящего	1	1
547	что за	1	1
548	реальность и	1	1
549	она неизбежно	1	1
550	в состоянии	1	1
551	действительности как	1	1
552	должно быть	4	1
553	этого слова	1	1
554	слова и	1	1
555	на пути	2	1
556	дают для	1	1
557	лучшем случае	2	1
558	в аспекте	1	1
559	определяющим фактором	1	1
560	тех или	1	1
561	более того	5	1
562	вопрос в	1	1
563	одного и	1	1
564	она может	1	1
565	что оно	2	1
566	в индивидуальном	1	1
567	ее и	1	1
568	сознания что	1	1
569	и однако	1	1
570	более всего	1	1
571	в большей	1	1
572	но это	4	1
573	и другие	1	1
574	идеологии с	1	1
575	с ней	1	1
576	сводить к	2	1
577	оно не	3	1
578	что даже	1	1
579	сам в	1	1
580	не способны	2	1
581	есть то	3	1
582	время не	3	1
583	собой это	1	1
584	к этой	1	1
585	вполне понятно	1	1
586	случае если	1	1
587	это в	1	1
588	все что	3	1
