N	2gram	Nazirov_Tv_2	Psycholo
1	то что	3	32
2	и в	20	31
3	в том	8	30
4	и т	13	26
5	то есть	5	26
6	что в	7	23
7	может быть	8	22
8	таким образом	10	20
9	при помощи	2	20
10	при этом	8	19
11	ясно что	1	19
12	так как	3	18
13	художественного произведения	1	17
14	не может	7	17
15	как и	6	16
16	том что	4	16
17	т п	2	16
18	и не	9	16
19	только в	2	14
20	не только	13	13
21	что и	1	13
22	а не	6	13
23	мы не	4	12
24	так же	5	12
25	в этом	8	12
26	в самом	3	11
27	не в	4	11
28	в области	1	11
29	могут быть	2	11
30	социальной психологии	1	11
31	на то	1	10
32	потому что	7	10
33	самом деле	2	9
34	по себе	1	9
35	ни в	1	9
36	как в	4	9
37	т д	11	8
38	и что	2	8
39	всякий раз	1	8
40	никогда не	11	8
41	вместе с	3	8
42	все это	6	8
43	во всяком	2	8
44	том чтобы	1	7
45	заключается в	1	7
46	сказать что	1	7
47	и его	9	7
48	о том	5	7
49	что он	6	7
50	что это	1	6
51	отнюдь не	4	6
52	из этих	1	6
53	что она	4	6
54	было бы	1	6
55	наглядное представление	1	6
56	если бы	4	6
57	в его	10	6
58	всяком случае	2	6
59	вовсе не	2	6
60	и даже	5	6
61	а в	4	6
62	и есть	2	5
63	то же	7	5
64	х годов	3	5
65	в ее	2	5
66	с одной	1	5
67	в целом	6	5
68	показывает что	4	5
69	несмотря на	1	5
70	она не	1	5
71	в то	10	5
72	в процессе	2	5
73	как будто	1	5
74	не является	3	5
75	то время	1	5
76	для нас	1	5
77	с другой	2	5
78	мы видим	4	5
79	так что	2	5
80	был бы	1	5
81	совершенно не	1	5
82	как бы	11	5
83	все же	5	5
84	и для	1	5
85	говорит что	1	5
86	другой стороны	2	5
87	же как	3	4
88	в котором	3	4
89	в которой	2	4
90	в виду	1	4
91	столь же	1	4
92	точка зрения	2	4
93	у него	6	4
94	отличие от	2	4
95	в себе	3	4
96	и если	2	4
97	что я	2	4
98	тому что	1	4
99	одна из	3	4
100	у нас	2	4
101	к тому	1	4
102	со стороны	1	4
103	прежде всего	8	4
104	между тем	3	4
105	все время	2	4
106	один из	3	4
107	и у	2	4
108	как это	1	4
109	этого слова	1	4
110	с этой	3	4
111	и о	1	4
112	в результате	1	4
113	в этих	1	4
114	указывает на	1	4
115	в искусстве	2	4
116	и другие	1	4
117	в своих	3	4
118	к этому	3	4
119	речь идет	1	3
120	например в	5	3
121	это и	1	3
122	на деле	1	3
123	почти всегда	1	3
124	с в	1	3
125	той же	1	3
126	самое же	1	3
127	социальной и	1	3
128	эпохи в	1	3
129	в которых	3	3
130	но не	5	3
131	конечном счете	1	3
132	с этим	1	3
133	стороны и	1	3
134	хотя и	4	3
135	и к	1	3
136	себе не	1	3
137	но в	4	3
138	психологии и	1	3
139	уже в	2	3
140	в этой	5	3
141	его и	2	3
142	тому же	2	3
143	думается что	2	3
144	в силу	1	3
145	и вот	1	3
146	у пушкина	3	3
147	и по	2	3
148	в каждом	1	3
149	к которым	1	3
150	мы знаем	1	3
151	в своей	6	3
152	представление о	7	3
153	в отличие	2	3
154	точку зрения	2	3
155	точно так	1	3
156	литературной традиции	4	3
157	что на	2	3
158	у меня	1	3
159	не могут	1	3
160	что оно	1	3
161	не есть	1	3
162	и это	3	3
163	но только	1	3
164	что все	1	3
165	роль в	2	3
166	так и	6	3
167	что у	4	3
168	каждого из	1	3
169	чтобы вызвать	2	3
170	он не	3	3
171	в конечном	1	3
172	нуждается в	1	3
173	в частности	2	3
174	который в	1	3
175	в обществе	1	3
176	или его	1	3
177	не можем	1	3
178	и других	2	3
179	мышления и	1	3
180	а потому	1	3
181	в конце	6	3
182	и только	2	3
183	до сих	3	3
184	не было	2	3
185	под влиянием	1	3
186	в одной	3	3
187	из его	1	3
188	сих пор	3	3
189	но это	5	3
190	это все	2	3
191	от всех	1	3
192	как на	1	3
193	в таком	3	3
194	ту же	1	2
195	таком случае	2	2
196	и без	2	2
197	из всех	1	2
198	как мы	1	2
199	сведена к	1	2
200	на место	1	2
201	этом не	1	2
202	человека и	3	2
203	эстетики и	1	2
204	это отношение	1	2
205	быть в	1	2
206	в чем	4	2
207	только то	1	2
208	в область	3	2
209	на основе	1	2
210	но как	1	2
211	а только	1	2
212	не то	1	2
213	и всякий	1	2
214	искусство в	1	2
215	отношение к	1	2
216	или иное	1	2
217	что они	4	2
218	стал бы	1	2
219	что само	1	2
220	когда он	4	2
221	в себя	1	2
222	действия и	2	2
223	мы получаем	1	2
224	представляет собой	1	2
225	в известном	1	2
226	производительных сил	1	2
227	в нем	3	2
228	главным образом	1	2
229	этого вопроса	1	2
230	же самая	1	2
231	совпадают с	1	2
232	и дальше	1	2
233	и с	8	2
234	не дает	1	2
235	его в	3	2
236	с так	1	2
237	в них	1	2
238	он же	2	2
239	то чтобы	1	2
240	такой же	2	2
241	и тогда	2	2
242	в такой	2	2
243	мысли и	1	2
244	одном из	2	2
245	их в	2	2
246	том же	2	2
247	даже в	1	2
248	не менее	2	2
249	тем самым	4	2
250	из нас	2	2
251	в центр	1	2
252	в основе	2	2
253	казалось бы	3	2
254	ничего не	4	2
255	в русском	1	2
256	у шекспира	1	2
257	в сознании	1	2
258	ли это	1	2
259	сходство с	1	2
260	отказаться от	2	2
261	на это	1	2
262	если же	1	2
263	в применении	1	2
264	на вопрос	1	2
265	и поэтому	2	2
266	приходит к	1	2
267	то или	1	2
268	приводит к	2	2
269	и ту	1	2
270	с ним	3	2
271	означает что	1	2
272	и здесь	1	2
273	своей форме	1	2
274	утверждает что	1	2
275	там же	9	2
276	но и	8	2
277	самому себе	1	2
278	что с	1	2
279	как она	1	2
280	к решению	1	2
281	тот же	1	2
282	и потому	4	2
283	по мнению	3	2
284	вот что	1	2
285	уже не	3	2
286	в поэзии	1	2
287	в жизни	1	2
288	из них	2	2
289	и их	1	2
290	внешние формы	1	2
291	в одном	2	2
292	не составляет	1	2
293	как раз	1	2
294	что для	1	2
295	не означает	2	2
296	не быть	1	2
297	и психологии	1	2
298	в связи	1	2
299	мы видели	1	2
300	него в	2	2
301	нимало не	1	2
302	к жизни	2	2
303	целом ряде	1	2
304	искусства но	1	2
305	применении к	1	2
306	что же	1	2
307	образ и	2	2
308	критики и	2	2
309	отличается от	1	2
310	к другим	1	2
311	она должна	1	2
312	в книге	1	2
313	должна была	1	2
314	и от	4	2
315	ее и	1	2
316	от него	1	2
317	и как	1	2
318	будто бы	1	2
319	по самой	3	2
320	природа человека	1	2
321	из этого	2	2
322	имеет в	2	2
323	по поводу	1	2
324	с новыми	1	1
325	от этой	2	1
326	связана с	1	1
327	есть форма	1	1
328	в первом	1	1
329	по преимуществу	2	1
330	на этих	1	1
331	едва ли	2	1
332	это объяснение	1	1
333	и значение	1	1
334	что если	1	1
335	в первый	1	1
336	не была	1	1
337	однако этот	3	1
338	этот факт	2	1
339	чувство может	1	1
340	я не	2	1
341	не видим	1	1
342	и ее	2	1
343	то это	1	1
344	первого взгляда	1	1
345	в сцене	1	1
346	свою очередь	1	1
347	относит к	1	1
348	материальной жизни	1	1
349	литературы и	1	1
350	собой в	1	1
351	еще не	5	1
352	и на	5	1
353	это действительно	1	1
354	с его	1	1
355	во всех	1	1
356	для искусства	1	1
357	не без	1	1
358	то мы	1	1
359	ужаса и	1	1
360	очень важным	2	1
361	то он	1	1
362	о смерти	1	1
363	которую она	1	1
364	ответ на	1	1
365	есть по	1	1
366	тогда как	3	1
367	его характером	1	1
368	нет и	2	1
369	к автору	1	1
370	чем же	1	1
371	за этим	1	1
372	искусстве и	1	1
373	в известной	4	1
374	и нет	1	1
375	перед нами	1	1
376	как уже	1	1
377	и наконец	2	1
378	сказал бы	1	1
379	не являются	1	1
380	его к	1	1
381	в трудах	1	1
382	я совершенно	1	1
383	и свою	1	1
384	то в	1	1
385	за собой	4	1
386	это утверждение	1	1
387	что автор	1	1
388	смотрим на	1	1
389	с их	1	1
390	элементов в	1	1
391	во многих	2	1
392	а более	1	1
393	но прежде	2	1
394	на его	4	1
395	к выводу	1	1
396	по словам	2	1
397	сцену в	1	1
