N	3gram	Voloshinov_1	Myslijsy
1	в том что	3	16
2	смысле этого слова	2	7
3	по отношению к	2	5
4	а в том	1	5
5	то же время	3	5
6	от того что	2	5
7	в то же	3	5
8	с другой стороны	5	4
9	но и в	1	4
10	не только в	1	4
11	более или менее	1	3
12	до сих пор	8	3
13	может быть только	1	3
14	одним и тем	1	3
15	и тем же	1	3
16	с одной стороны	1	3
17	в свою очередь	2	3
18	само по себе	1	3
19	тем не менее	2	3
20	для того чтобы	3	3
21	не может быть	13	3
22	а между тем	1	2
23	подобно тому как	1	2
24	том что он	1	2
25	в таком случае	2	2
26	именно то что	1	2
27	в этом отношении	3	2
28	в первом случае	3	2
29	не могут быть	2	2
30	и той же	2	2
31	именно в том	1	2
32	не существует для	1	2
33	и в языке	1	2
34	так и в	1	2
35	и в самом	1	2
36	не только не	1	2
37	как бы ни	1	2
38	можно сказать что	3	2
39	к тому что	1	2
40	одной и той	2	2
41	сама по себе	2	2
42	то все же	1	1
43	точки зрения и	1	1
44	могли бы быть	1	1
45	еще только в	1	1
46	в слове как	1	1
47	в чем же	2	1
48	а не в	1	1
49	равно как и	1	1
50	на самом деле	1	1
51	в самом деле	9	1
52	но именно эти	1	1
53	как и между	1	1
54	то же самое	3	1
55	в этом слове	1	1
56	что язык есть	1	1
57	сами по себе	1	1
58	друг друга не	1	1
59	и та же	1	1
60	нужно прибавить что	1	1
61	и не менее	1	1
62	же самое делает	1	1
63	рано или поздно	1	1
64	эта последняя в	1	1
65	до тех пор	2	1
66	как в языке	1	1
67	со всех сторон	2	1
68	в слове или	1	1
69	слова и его	2	1
70	к субъекту и	1	1
71	сводится к тому	2	1
72	и не дает	1	1
73	в смысле совокупности	3	1
74	в действительности и	1	1
75	из виду что	1	1
76	по мере своего	1	1
77	и тот же	3	1
78	не зависит от	1	1
79	притом так что	1	1
80	так или иначе	1	1
81	и сама по	1	1
82	он не знает	1	1
83	одна и та	1	1
84	тем что в	1	1
85	внутреннего и внешнего	3	1
86	один и тот	3	1
87	языка и в	2	1
88	сознания и не	1	1
89	связи с другими	1	1
90	и в таком	1	1
91	непосредственно примыкает к	1	1
92	таким образом в	1	1
93	вовсе не в	1	1
94	для сознания говорящего	1	1
95	его жизни и	1	1
96	ничего общего с	2	1
97	это значит что	1	1
98	не может стать	1	1
99	не менее совершенно	1	1
100	друг от друга	1	1
101	как мы уже	1	1
102	с другом и	1	1
103	могла быть в	1	1
104	та и другая	1	1
105	таким образом и	1	1
106	друг с другом	1	1
107	мы тем самым	1	1
108	и та и	1	1
109	как мы видели	1	1
110	значение не есть	1	1
