N	2gram	Berdyaev_M_1	Dialekti
1	не есть	9	40
2	и не	11	30
3	т е	2	25
4	это –	16	24
5	и т	1	21
6	и в	28	18
7	он –	12	18
8	точки зрения	4	17
9	ничего не	3	17
10	может быть	30	17
11	и есть	14	16
12	в нем	13	16
13	не имеет	3	15
14	так что	1	15
15	потому что	16	14
16	значит что	4	14
17	а не	25	14
18	не только	29	13
19	и даже	1	13
20	то что	5	13
21	что в	10	13
22	в этом	20	12
23	было бы	10	12
24	если бы	2	12
25	и что	2	12
26	не может	28	12
27	учение о	3	11
28	в себе	7	11
29	что он	10	11
30	так как	3	11
31	– не	5	11
32	как бы	2	11
33	это значит	3	11
34	все это	6	11
35	что такое	1	10
36	прежде всего	10	10
37	сказать что	2	10
38	и то	1	9
39	стало быть	1	9
40	так и	1	9
41	это не	5	9
42	том что	3	9
43	никогда не	14	9
44	– это	1	9
45	это есть	3	9
46	в том	6	9
47	но это	1	8
48	в каком	2	8
49	к нему	7	8
50	также и	2	7
51	и как	2	7
52	что она	1	7
53	что не	1	7
54	не существует	2	7
55	вовсе не	1	7
56	но и	25	7
57	его не	3	6
58	хотя бы	3	6
59	но в	7	6
60	и вот	3	6
61	нем есть	1	6
62	не в	16	6
63	она не	4	6
64	в то	2	6
65	– все	3	6
66	с ним	2	6
67	ни с	4	6
68	не было	18	6
69	да и	1	6
70	я не	1	5
71	и он	12	5
72	отношение к	4	5
73	в своем	10	5
74	все же	2	5
75	в противоположность	1	5
76	и с	3	5
77	и мы	2	5
78	в этих	4	5
79	но если	3	5
80	в отношении	1	5
81	в виду	2	5
82	есть только	2	5
83	можно было	1	5
84	он сам	6	5
85	говорит о	1	5
86	она есть	1	5
87	есть и	3	5
88	об отношении	1	5
89	а в	4	5
90	– как	1	5
91	это и	4	4
92	мы говорим	1	4
93	то это	1	4
94	как он	2	4
95	образ и	2	4
96	об этом	1	4
97	нисколько не	1	4
98	смысл и	1	4
99	и более	1	4
100	есть всегда	1	4
101	только и	3	4
102	к ней	4	4
103	к тому	3	4
104	не могу	1	4
105	в душу	1	4
106	быть может	7	4
107	о том	2	4
108	от него	4	4
109	быть и	1	4
110	это я	1	4
111	мы видим	2	4
112	но не	8	4
113	с какой	1	4
114	в котором	8	4
115	в конце	7	4
116	так же	1	4
117	во всяком	1	4
118	нем нет	1	3
119	отношения к	4	3
120	самом деле	1	3
121	должна быть	6	3
122	есть не	4	3
123	и тут	1	3
124	но она	1	3
125	учение об	1	3
126	в ней	15	3
127	мысли и	2	3
128	на самом	1	3
129	к богу	3	3
130	если в	1	3
131	что они	1	3
132	склонность к	1	3
133	говорит что	1	3
134	конечно не	3	3
135	от этого	2	3
136	в самом	11	3
137	та же	1	3
138	от бога	1	3
139	он не	24	3
140	которой не	1	3
141	всех этих	1	3
142	и еще	3	3
143	не значит	2	3
144	в них	4	3
145	всегда и	1	3
146	должно быть	3	3
147	в их	4	3
148	что я	1	3
149	точку зрения	1	3
150	и почти	1	3
151	вплоть до	1	3
152	в основе	2	3
153	в разных	1	3
154	а лишь	1	3
155	ничто не	1	3
156	только с	1	3
157	могут быть	2	3
158	и всех	1	3
159	его с	2	3
160	и о	1	3
161	сознания и	1	3
162	жизнь и	1	3
163	и та	1	3
164	что и	4	3
165	один из	4	3
166	к свету	1	3
167	только в	6	3
168	даже и	2	3
169	точек зрения	1	3
170	и из	1	3
171	света и	2	3
172	и потому	10	3
173	что же	1	3
174	в его	9	3
175	он чувствовал	1	3
176	и все	10	3
177	или нет	1	3
178	бы в	2	3
179	еще более	1	3
180	конце концов	2	3
181	отношении к	2	3
182	жизни и	2	3
183	чтобы не	2	2
184	и состоит	1	2
185	вопрос о	2	2
186	– одно	1	2
187	почти все	1	2
188	время как	2	2
189	оно есть	1	2
190	исторической эпохи	1	2
191	есть для	1	2
192	то мы	1	2
193	друг к	1	2
194	и всякий	1	2
195	себе и	2	2
196	относится к	2	2
197	с этим	3	2
198	что как	1	2
199	человеческого сознания	2	2
200	светом и	1	2
201	бы и	3	2
202	не был	7	2
203	все эти	2	2
204	говорят о	1	2
205	не как	4	2
206	пушкина –	1	2
207	на земле	2	2
208	на этом	3	2
209	в каждом	1	2
210	боролось с	1	2
211	что мир	1	2
212	в мире	10	2
213	к другу	1	2
214	это было	1	2
215	мы имеем	1	2
216	с этой	4	2
217	как и	5	2
218	одна и	1	2
219	до сих	2	2
220	не больше	1	2
221	в своей	15	2
222	то он	1	2
223	можно найти	1	2
224	всяком случае	1	2
225	себе а	1	2
226	во всем	1	2
227	в которых	4	2
228	и от	2	2
229	ко всему	1	2
230	говорим что	1	2
231	не знает	4	2
232	если и	1	2
233	не менее	1	2
234	мысли в	1	2
235	к ним	1	2
236	что их	1	2
237	в идее	2	2
238	себе самом	1	2
239	же он	1	2
240	и эта	1	2
241	нет ни	1	2
242	отличается от	2	2
243	и явление	1	2
244	от которой	1	2
245	и это	12	2
246	на нем	1	2
247	мог бы	4	2
248	по сравнению	2	2
249	в эпоху	1	2
250	но к	1	2
251	для того	2	2
252	о своих	2	2
253	в него	3	2
254	того что	7	2
255	же можно	2	2
256	чем он	1	2
257	и быть	1	2
258	мы увидим	3	2
259	образа в	1	2
260	же и	1	2
261	уже не	4	2
262	и у	2	2
263	то и	1	2
264	для него	11	2
265	и их	3	2
266	никто не	2	2
267	т п	1	2
268	как у	1	2
269	что человек	3	2
270	с той	1	2
271	стать на	1	2
272	есть подлинная	1	2
273	с ней	2	2
274	о чем	2	2
275	он и	2	2
276	в частности	1	2
277	как в	2	2
278	сравнению с	1	2
279	еще не	1	2
280	сих пор	2	2
281	и для	2	2
282	я всегда	2	2
283	то не	1	2
284	тем более	1	2
285	ни к	1	2
286	я в	1	2
287	характерна для	1	2
288	свет и	2	2
289	нужно для	1	2
290	к этому	2	2
291	которая не	1	2
292	я и	1	1
293	от самой	1	1
294	не остается	2	1
295	и без	1	1
296	есть очень	1	1
297	выражения в	1	1
298	из самых	8	1
299	к другому	1	1
300	и до	1	1
301	нем –	1	1
302	и нужно	2	1
303	и этот	4	1
304	сказать с	1	1
305	всей ее	1	1
306	а как	2	1
307	ни того	2	1
308	характер его	1	1
309	мы не	1	1
310	мироощущение и	1	1
311	мир не	2	1
312	еще увидим	2	1
313	этот был	1	1
314	имеет смысла	1	1
315	вот я	1	1
316	его вполне	1	1
317	что иное	1	1
318	себе что	1	1
319	не иметь	2	1
320	иное как	1	1
321	себя а	1	1
322	природу в	2	1
323	во всех	1	1
324	в ее	3	1
325	механизм и	1	1
326	каком-то особенном	1	1
327	сам его	1	1
328	и никто	1	1
329	в сторону	1	1
330	нет и	5	1
331	в той	2	1
332	его на	1	1
333	небывалое в	1	1
334	кто не	1	1
335	когда он	3	1
336	сознания в	1	1
337	и наконец	1	1
338	к идее	1	1
339	его к	1	1
340	и к	2	1
341	в каком-то	1	1
342	ли какое	1	1
343	и свою	1	1
344	есть самое	1	1
345	к чему	2	1
346	и переходит	2	1
347	с какой-то	1	1
348	в которой	6	1
349	того ни	1	1
350	бы не	2	1
351	так совершенно	1	1
352	так в	1	1
353	покой не	1	1
354	что ничего	1	1
355	с их	2	1
356	различные моменты	1	1
357	чем его	4	1
358	в мышлении	1	1
359	земле и	1	1
360	проникает в	2	1
361	вы так	1	1
362	если он	5	1
363	– пафос	1	1
364	вообще не	2	1
365	весь свой	1	1
366	с чем	1	1
367	было с	2	1
368	после этого	1	1
369	бы установить	1	1
370	и почему	1	1
371	и эти	1	1
372	нее и	1	1
373	в понимании	1	1
374	к одному	1	1
375	не к	4	1
376	в силу	1	1
377	остается лишь	2	1
378	и по	4	1
379	людей и	2	1
380	него и	2	1
381	же не	1	1
382	в состоянии	1	1
383	указывали на	1	1
384	мы уже	1	1
385	механизм в	1	1
386	них не	1	1
387	то есть	3	1
388	теми которые	1	1
389	его в	3	1
390	ли он	1	1
391	свет есть	1	1
392	не умеет	1	1
393	дома и	1	1
394	от одного	1	1
395	всю его	1	1
396	весь мир	1	1
397	в жизни	3	1
398	кажется что	1	1
399	– разные	1	1
400	нет в	4	1
401	в этой	6	1
402	всю жизнь	4	1
403	очень важное	1	1
404	основывается на	1	1
405	оно имеет	1	1
406	с такой	1	1
407	потому и	1	1
408	веры а	1	1
409	закона и	1	1
410	одно дело	1	1
411	не поймут	1	1
412	в такой	1	1
413	место в	2	1
414	них нет	2	1
415	добра и	5	1
416	оказывается что	2	1
417	– один	3	1
418	– только	1	1
419	мир и	1	1
420	все –	2	1
421	есть его	1	1
422	и ничего	1	1
423	но он	9	1
424	реальная действительность	1	1
425	зрения и	1	1
426	не скрывается	1	1
427	это особенно	2	1
428	и вся	1	1
429	ему как	1	1
430	же сам	1	1
431	стоит в	1	1
432	есть прежде	1	1
433	то чего	1	1
434	есть религия	2	1
435	и именно	1	1
436	когда они	1	1
437	его есть	2	1
438	того чтобы	2	1
439	чем не	1	1
440	не стремится	1	1
441	бога как	1	1
442	человека от	2	1
443	жизни не	1	1
444	мировой процесс	1	1
445	природы в	3	1
446	показывает как	2	1
447	действительно в	1	1
448	и учение	1	1
449	по своей	2	1
450	пушкина но	1	1
451	лишь с	1	1
452	оказалось роковым	1	1
453	мире и	1	1
454	и его	9	1
455	не нужен	1	1
456	наука или	1	1
457	исторического процесса	1	1
458	как будто	2	1
459	не потому	1	1
460	может показаться	1	1
461	у меня	1	1
462	всему этому	1	1
463	есть совершенно	1	1
464	и оно	1	1
465	это-то и	1	1
466	эпохам в	1	1
467	не та	1	1
468	не могут	5	1
469	и часто	1	1
470	когда мы	2	1
471	вл соловьев	1	1
472	мы все	1	1
473	дело –	1	1
474	всего что	2	1
475	и тьмы	2	1
476	оно не	1	1
477	на это	1	1
478	него как	2	1
479	должен быть	2	1
480	нужно сказать	1	1
481	указывать на	1	1
482	земли он	1	1
483	– значит	2	1
484	переходит из	1	1
485	уже с	1	1
486	и этим	1	1
487	культуры и	1	1
488	то время	2	1
489	не подходит	1	1
490	верит в	1	1
491	на том	3	1
492	веру в	4	1
493	и когда	2	1
494	природе своей	1	1
495	и сам	1	1
496	в образе	1	1
497	по природе	1	1
498	есть также	2	1
499	и каждый	1	1
500	верить в	1	1
501	еще в	2	1
502	и этой	1	1
503	с чего	2	1
504	он а	1	1
505	нет уже	1	1
506	до последних	1	1
507	каждый раз	1	1
508	и там	4	1
509	еще ничего	1	1
510	узнать в	1	1
511	при котором	1	1
512	не стоит	1	1
513	в руководстве	1	1
514	все его	3	1
515	ли она	2	1
516	любви к	7	1
517	свет он	1	1
518	заключается в	1	1
519	все в	6	1
520	доходит до	1	1
521	между тем	1	1
522	переходит в	15	1
523	говорить об	1	1
524	и всякая	1	1
525	природы и	1	1
526	и только	1	1
527	все время	1	1
528	и заключается	1	1
529	а именно	1	1
530	эту веру	1	1
531	не так	3	1
532	сразу же	1	1
533	в новой	1	1
534	на природу	2	1
535	– сама	1	1
536	это очень	3	1
537	бы ни	1	1
538	реальность не	1	1
539	себя в	3	1
540	есть откровение	1	1
541	это ни	1	1
542	уже в	4	1
543	ним не	1	1
544	в душе	1	1
545	бытия но	2	1
546	потому в	1	1
547	он производит	1	1
548	менее всего	7	1
549	мир в	3	1
550	был бы	10	1
551	земли и	1	1
552	себе в	1	1
553	дважды два	5	1
554	это верно	1	1
555	на поверхности	5	1
556	для них	3	1
557	ее не	1	1
558	у него	17	1
559	и показывает	1	1
560	не видел	1	1
561	от того	1	1
562	вот оказывается	1	1
563	и вместе	4	1
564	бы это	1	1
565	уже совершенно	1	1
566	во власти	2	1
567	не были	1	1
568	быть поставлено	1	1
569	– к	3	1
570	и можно	1	1
571	будет ли	1	1
572	только один	2	1
573	мы еще	2	1
574	человек может	2	1
575	и др	1	1
576	связано с	2	1
577	и образом	1	1
578	а на	1	1
579	его природе	1	1
580	может ли	1	1
581	сторон в	2	1
582	и самый	2	1
583	есть лишь	9	1
584	его как	2	1
585	как ни	1	1
586	и я	5	1
587	когда она	1	1
588	от мира	2	1
589	знает только	1	1
590	жизнь в	1	1
591	есть во	1	1
592	если не	1	1
593	должно привести	2	1
594	вместе с	6	1
595	тогда только	2	1
596	в духе	1	1
597	ничего нет	1	1
598	в европе	1	1
599	даже до	1	1
600	та самая	1	1
601	наряду с	1	1
602	находятся в	1	1
603	это его	1	1
604	для понимания	1	1
605	что мы	1	1
606	болезнь и	1	1
607	природу и	2	1
608	увидим как	1	1
609	от нас	1	1
610	плоти и	3	1
611	о мире	2	1
612	всего в	2	1
613	лишь его	1	1
614	только одна	1	1
615	же есть	1	1
616	он видел	1	1
617	уже на	1	1
618	она может	2	1
619	быть названа	1	1
620	мира и	5	1
621	поэтому для	1	1
622	внешнее –	1	1
623	человек и	6	1
624	бы даже	1	1
625	но также	1	1
626	она уже	1	1
627	для нас	3	1
628	один только	1	1
629	к этой	2	1
630	не должен	1	1
631	как явление	1	1
632	которое есть	1	1
633	есть уже	4	1
634	хотя в	1	1
635	что вообще	1	1
636	к ее	1	1
637	жизни в	2	1
638	лишь по	1	1
639	от своего	1	1
640	не быть	1	1
641	и зла	5	1
642	свет –	2	1
643	к его	1	1
644	жизни а	1	1
645	не что	1	1
646	и жизнь	2	1
647	есть то	1	1
648	уже нельзя	1	1
649	о себе	3	1
650	в искусстве	1	1
651	бога он	1	1
652	небо и	4	1
653	они не	1	1
654	себе без	1	1
655	быть до	1	1
656	все что	2	1
