N	2gram	Bakhtin_Pr_5	Analitik
1	не только	10	22
2	и в	35	18
3	как и	18	14
4	так и	8	14
5	в этом	14	14
6	и его	14	13
7	но и	14	13
8	том что	3	12
9	в качестве	1	12
10	и не	27	12
11	при этом	2	11
12	то есть	16	10
13	а в	7	10
14	как бы	31	10
15	что в	6	9
16	может быть	14	9
17	а не	4	9
18	в том	5	9
19	с его	7	8
20	своего рода	2	8
21	не случайно	2	8
22	и даже	5	8
23	в первой	1	8
24	по отношению	6	7
25	как раз	4	7
26	в его	21	7
27	с другой	4	7
28	но не	6	7
29	отношению к	7	7
30	и самого	1	6
31	еще не	7	6
32	в этой	1	6
33	он не	13	6
34	в их	1	6
35	не в	10	6
36	к тому	6	6
37	для него	14	6
38	о том	2	6
39	в начале	3	6
40	того же	1	5
41	той же	2	5
42	как нам	1	5
43	в самом	6	5
44	лишь в	7	5
45	в слове	6	5
46	однако в	2	5
47	в мире	4	5
48	или иной	4	5
49	в сущности	14	5
50	что и	3	5
51	между тем	4	5
52	уже не	3	5
53	в конце	5	5
54	никогда не	4	5
55	и т.п	6	5
56	в свою	1	5
57	прежде всего	12	5
58	я в	4	5
59	не является	1	5
60	в результате	1	5
61	другой стороны	3	5
62	и на	6	4
63	столь же	2	4
64	что он	24	4
65	отнюдь не	1	4
66	в своем	2	4
67	и как	2	4
68	что по	1	4
69	и к	12	4
70	таким образом	7	4
71	приводит к	2	4
72	в итоге	1	4
73	по себе	4	4
74	в одном	6	4
75	не менее	2	4
76	свою очередь	1	4
77	в пределах	11	4
78	и сам	7	4
79	можно сказать	1	4
80	крайней мере	1	4
81	себя в	2	4
82	во втором	1	4
83	далеко не	1	4
84	по крайней	1	4
85	о чем	1	4
86	в данном	1	4
87	все же	8	4
88	перед нами	1	4
89	героя и	10	4
90	я и	2	3
91	здесь и	1	3
92	по его	1	3
93	мы не	1	3
94	всех без	1	3
95	говорить о	3	3
96	в целом	3	3
97	уже в	3	3
98	здесь не	1	3
99	но как	4	3
100	ответ на	1	3
101	что они	6	3
102	как в	5	3
103	с этим	3	3
104	что касается	1	3
105	роль в	1	3
106	тому же	3	3
107	роли в	1	3
108	литературных произведений	1	3
109	подобно тому	2	3
110	без исключения	2	3
111	то же	15	3
112	в каждом	6	3
113	его в	4	3
114	и того	2	3
115	одного и	1	3
116	точки зрения	7	3
117	и без	4	3
118	все это	14	3
119	в то	11	3
120	только не	1	3
121	ничего не	3	3
122	же время	10	3
123	той или	4	3
124	с ее	3	3
125	говорит и	1	3
126	в ее	3	3
127	данном случае	1	3
128	в произведении	2	3
129	так в	2	3
130	жизнь и	2	3
131	мысль о	1	3
132	путь к	1	3
133	было бы	3	3
134	во всем	4	3
135	этом отношении	1	3
136	в особенности	1	3
137	еще и	1	3
138	что не	4	3
139	он и	5	3
140	вступает в	2	3
141	пока еще	2	3
142	к этому	1	3
143	отношения к	1	2
144	например в	2	2
145	самом деле	10	2
146	в первом	2	2
147	по преимуществу	1	2
148	уже по	1	2
149	есть не	1	2
150	героя нашего	1	2
151	и он	2	2
152	в ней	2	2
153	во всех	3	2
154	ними в	1	2
155	со всеми	3	2
156	в общем	3	2
157	отличие от	2	2
158	это и	3	2
159	сама по	1	2
160	к третьему	2	2
161	на первой	1	2
162	как к	5	2
