N	3gram	Losev_Dial_4	KulturaY
1	с точки зрения	9	16
2	для того чтобы	5	11
3	тем не менее	2	9
4	в том что	9	8
5	и т д	15	8
6	в зависимости от	1	7
7	той или иной	1	5
8	в этом случае	1	4
9	в том случае	1	4
10	в данном случае	1	4
11	и в этом	3	4
12	в связи с	1	4
13	после того как	1	4
14	только тогда когда	4	4
15	и в области	1	3
16	сам по себе	2	3
17	можно говорить о	1	3
18	и тем не	1	3
19	то обстоятельство что	1	3
20	не только в	1	3
21	с другой стороны	1	3
22	т е как	1	3
23	не может быть	6	3
24	о том что	1	3
25	ничего не дает	1	2
26	не говоря уже	3	2
27	это и значит	1	2
28	говоря уже о	3	2
29	в отличие от	1	2
30	совершенно ясно что	1	2
31	т е на	1	2
32	от того что	2	2
33	не в том	4	2
34	лишь в том	1	2
35	также и о	1	2
36	а не просто	1	2
37	то или иное	3	2
38	сама по себе	5	2
39	я мог бы	1	1
40	ни о каких	1	1
41	говорить как о	1	1
42	что она не	1	1
43	один или несколько	1	1
44	это так то	1	1
45	в чем же	2	1
46	ровно ничего не	6	1
47	прежде всего некое	1	1
48	прежде всего в	1	1
49	и той же	3	1
50	т е она	2	1
51	должны сказать что	1	1
52	есть прежде всего	3	1
53	в этом смысле	4	1
54	т д и	3	1
55	в силу того	1	1
56	то тем самым	1	1
57	что она есть	4	1
58	одних и тех	2	1
59	не знает как	1	1
60	и не может	1	1
61	и в то	2	1
62	то что мы	2	1
63	ни в коем	2	1
64	я говорю о	2	1
65	т д но	1	1
66	можно только тогда	1	1
67	из того что	1	1
68	в собственном смысле	2	1
69	точки зрения чисто	1	1
70	она есть не	1	1
71	с тем что	1	1
72	по крайней мере	7	1
73	имеет в виду	1	1
74	что если бы	1	1
75	не только не	1	1
76	с этой точки	2	1
77	и тех же	2	1
78	свой смысл и	1	1
79	в коем случае	2	1
80	ту или иную	2	1
81	принимая во внимание	1	1
82	хотя бы и	2	1
83	только в силу	1	1
84	а то обстоятельство	1	1
85	был бы не	1	1
86	мы видели уже	1	1
87	к этому понятию	1	1
88	все эти отдельные	1	1
89	себе ничего не	1	1
90	и при этом	1	1
91	ясно что в	1	1
92	по природе своей	1	1
93	если это так	1	1
94	по себе ничего	1	1
95	однако ясно что	1	1
96	т е в	2	1
97	а не как	1	1
98	в каком смысле	1	1
99	на каком основании	1	1
100	не имеет ничего	2	1
101	этой точки зрения	2	1
102	если мы будем	1	1
103	о типах и	1	1
104	то же время	6	1
105	д и т	2	1
106	из которых каждый	1	1
107	все те же	1	1
108	вовсе не в	2	1
109	чтобы тем самым	1	1
110	но также и	1	1
111	но для этого	1	1
112	и вместе с	1	1
113	в свою очередь	2	1
114	само по себе	4	1
115	мы должны сказать	1	1
116	и так как	1	1
117	и прежде всего	1	1
118	еще ничего не	2	1
119	но все же	1	1
120	заключается вовсе не	1	1
121	а вместе с	1	1
122	в то же	6	1
123	одной и той	3	1
124	друг от друга	1	1
125	т е о	3	1
126	тех или иных	1	1
127	имеется в виду	3	1
128	это не есть	4	1
129	не стану приводить	1	1
130	конечно входить в	1	1
131	а именно в	1	1
132	уже о том	2	1
133	только для того	1	1
134	еще не значит	1	1
135	далеко еще не	1	1
