N	3gram	Tiupa_Disk_2	VerxiiNi
1	с одной стороны	4	7
2	с точки зрения	2	6
3	во всяком случае	1	6
4	в том числе	1	5
5	по крайней мере	1	5
6	а с другой	1	5
7	о том что	3	4
8	том числе и	1	4
9	тем не менее	1	3
10	в том что	6	3
11	друг на друга	1	2
12	в этом отношении	4	2
13	заключает в себе	2	2
14	то ни было	1	2
15	бы то ни	1	2
16	то же время	5	2
17	с самого начала	1	2
18	той или иной	3	2
19	можно сказать что	1	2
20	в то же	4	2
21	и того же	2	1
22	и все же	3	1
23	о мире как	1	1
24	состоит в том	2	1
25	одном и том	1	1
26	по отношению к	4	1
27	в самом деле	1	1
28	одного и того	2	1
29	в соответствии с	2	1
30	из двух или	1	1
31	и в то	1	1
32	до известной степени	1	1
33	в первую очередь	2	1
34	но для этого	1	1
35	при этом не	1	1
36	на каждом шагу	1	1
37	жизни то есть	1	1
38	в этот период	1	1
39	случае мы имеем	1	1
40	между человеком и	1	1
41	которые представляли собой	1	1
42	в данном случае	6	1
43	и том же	1	1
44	но при этом	2	1
45	в отличие от	12	1
46	одно из двух	1	1
47	или по крайней	1	1
48	потому что в	1	1
49	с ней и	1	1
50	не в том	1	1
51	а не как	1	1
52	к лицу с	1	1
53	не только от	1	1
54	данном случае мы	1	1
55	с другой стороны	1	1
56	речь идет о	1	1
57	лицом к лицу	1	1
58	не совпадает с	1	1
59	только то что	1	1
60	к богу и	1	1
61	не может быть	3	1
62	в общих чертах	1	1
63	так и в	3	1
64	в одном из	1	1
65	отличается не только	1	1
66	добра и зла	1	1
67	он как бы	1	1
68	но и от	1	1
69	как и ее	1	1
70	в себе не	1	1
