N	4gram	Nazirov_Tv_1	Problema
1	и тем не менее	1	3
2	не что иное как	1	2
3	на самом же деле	1	2
4	то же самое время	1	2
5	в то же самое	1	2
6	дело в том что	3	1
7	мы имеем в виду	1	1
8	в романах достоевского в	1	1
9	каких бы то ни	1	1
10	и в то же	1	1
11	не значит что он	1	1
12	говорить о том что	1	1
13	а вместе с тем	1	1
14	прошлого настоящего и будущего	1	1
15	приходит к мысли о	1	1
16	мало чем отличается от	1	1
17	в войне и мире	1	1
18	бы то ни было	1	1
19	хотя на самом деле	1	1
20	это не значит что	1	1
21	заключается в том что	1	1
22	резко отличается и от	1	1
23	в преступлении и наказании	3	1
