N	2gram	Propp_Isto_7	StatiiOP
1	и в	24	29
2	том что	10	27
3	в том	7	27
4	в этом	12	21
5	не только	21	19
6	но и	11	19
7	что в	13	19
8	о том	9	17
9	в его	1	13
10	что он	21	13
11	между прочим	3	12
12	в которой	2	11
13	то что	7	11
14	все это	8	11
15	таким образом	7	10
16	к тому	1	10
17	т е	16	10
18	и т	17	9
19	в своем	1	9
20	он не	6	9
21	потому что	9	9
22	так и	5	9
23	и не	4	9
24	как на	1	9
25	но в	5	8
26	и пр	1	8
27	я не	1	7
28	в ней	1	7
29	в самом	2	7
30	так например	2	7
31	но все	4	7
32	в своей	1	7
33	в котором	2	7
34	не столько	3	7
35	тому что	2	7
36	того как	3	7
37	для того	1	7
38	с тем	1	7
39	вместе с	7	7
40	одним из	1	6
41	вопрос о	3	6
42	и на	2	6
43	все же	9	6
44	т д	16	6
45	вовсе не	4	6
46	и его	3	6
47	об этом	6	6
48	и что	10	6
49	до сих	2	6
50	было бы	2	5
51	точки зрения	4	5
52	в русской	5	5
53	того что	6	5
54	в качестве	3	5
55	своего рода	4	5
56	прежде всего	2	5
57	а не	8	5
58	о чем	1	5
59	как бы	4	5
60	сих пор	3	5
61	кроме того	3	4
62	хотя и	3	4
63	и к	1	4
64	не приходится	1	4
65	в нем	6	4
66	что у	4	4
67	в другом	1	4
68	и с	1	4
69	должен был	2	4
70	не в	9	4
71	еще до	1	4
72	дело в	1	4
73	ничего не	5	4
74	и о	2	4
75	после того	4	4
76	раньше чем	3	4
77	но с	1	4
78	связи с	3	4
79	при помощи	3	4
80	до того	1	4
81	с другой	9	4
82	именно в	1	4
83	в частности	1	4
84	еще более	1	4
85	а как	1	4
86	к этому	2	4
87	например в	3	3
88	же как	4	3
89	самом деле	1	3
90	в их	4	3
91	по его	2	3
92	его не	2	3
93	хотя бы	1	3
94	и он	3	3
95	царем и	1	3
96	но не	6	3
97	которые не	2	3
98	как в	12	3
99	с этим	2	3
100	о царе	1	3
101	что это	6	3
102	в известном	1	3
103	вообще не	2	3
104	в начале	1	3
105	из них	2	3
106	ни в	2	3
107	не мог	1	3
108	в эту	1	3
109	в этих	13	3
110	но он	2	3
111	по себе	1	3
112	не менее	5	3
113	что эта	1	3
114	одной из	4	3
115	никогда не	4	3
116	нельзя не	1	3
117	на себя	2	3
118	и по	3	3
119	тем что	6	3
120	оно не	1	3
121	в образе	3	3
122	на нее	1	3
123	и здесь	12	3
124	на вопрос	4	3
125	в пользу	1	3
126	должно было	2	3
127	но это	3	3
128	вот что	1	3
129	так что	3	3
130	кажется что	3	3
131	т п	1	3
132	обращает на	1	3
133	кто был	1	3
134	связан с	1	3
135	и даже	3	3
136	а с	1	3
137	так же	6	3
138	xix века	1	3
139	другой стороны	8	3
140	не сумел	1	3
141	как известно	1	2
