N	3gram	Voloshinov_2	Vladivir
1	о том что	3	7
2	в том что	6	7
3	дело в том	1	4
4	то же время	8	4
5	на то что	2	4
6	в то же	8	4
7	более или менее	2	3
8	с другой стороны	1	3
9	не может быть	10	3
10	как мы уже	3	3
11	как мы увидим	1	2
12	не только в	1	2
13	во всяком случае	2	2
14	мы уже сказали	1	2
15	можно сказать что	1	2
16	этому нужно прибавить	1	2
17	к этому нужно	1	2
18	тем не менее	1	2
19	для того чтобы	6	2
20	том что он	2	2
21	к тому же	2	2
22	это же самое	1	1
23	но и все	1	1
24	что иное как	1	1
25	а не к	2	1
26	а следовательно и	1	1
27	из всего этого	1	1
28	не говоря уже	1	1
29	в самом деле	5	1
30	и в особенности	1	1
31	свидетельствует о том	1	1
32	нам кажется что	1	1
33	самом же деле	3	1
34	и не может	3	1
35	говоря уже о	1	1
36	бы то ни	4	1
37	на самом же	3	1
38	ко всякого рода	1	1
39	одно и то	3	1
40	все то же	1	1
41	уже о том	1	1
42	или как мы	1	1
43	но в то	5	1
44	то ни было	4	1
45	с одной стороны	3	1
46	смысле этого слова	4	1
47	в связи с	7	1
48	он относится к	1	1
49	и то же	3	1
50	в обычном смысле	1	1
51	в одной плоскости	1	1
52	а с другой	1	1
53	так или иначе	1	1
54	что он как	1	1
55	мы уже знаем	2	1
56	до настоящего времени	2	1
57	заключать в себе	1	1
58	и в том	1	1
59	не могло существовать	1	1
60	так и в	1	1
61	свою связь с	1	1
62	но как раз	1	1
63	даже и в	1	1
64	в свою очередь	5	1
65	но он не	1	1
66	выходят за пределы	2	1
67	у него с	1	1
68	с тем что	1	1
69	но отнюдь не	1	1
70	то что его	1	1
71	же деле это	1	1
72	искусства и религии	1	1
73	к тому что	3	1
74	не что иное	1	1
75	чувствует себя в	1	1
76	лицом к лицу	1	1
77	поэтому не приходится	1	1
78	в себе не	1	1
79	в жизни и	1	1
80	в этом отношении	1	1
81	только с помощью	1	1
