N	2gram	Tiupa_Anal_2	Hudozhes
1	и в	16	28
2	в рассказе	1	21
3	том что	12	19
4	в ее	1	18
5	и не	12	18
6	своего рода	12	16
7	в том	12	15
8	а не	10	14
9	в этом	18	13
10	не в	4	13
11	о том	7	12
12	перед нами	1	11
13	не только	16	11
14	при этом	10	11
15	как и	14	11
16	в его	2	11
17	уже не	4	10
18	не случайно	8	10
19	в себе	7	9
20	но и	12	9
21	так и	15	8
22	между тем	2	8
23	себя в	2	8
24	в жизни	1	8
25	может быть	6	8
26	о чем	2	8
27	я не	1	7
28	по отношению	4	7
29	тогда как	19	7
30	что она	2	7
31	состоит в	8	7
32	в мире	6	7
33	об этом	1	7
34	к тому	7	7
35	в частности	16	7
36	как это	6	7
37	и все	3	7
38	с ним	2	7
39	отношению к	4	7
40	я и	3	6
41	в котором	2	6
42	то же	4	6
43	в глазах	1	6
44	в своей	2	6
45	в то	2	6
46	тем что	3	6
47	казалось бы	3	6
48	для себя	1	6
49	если бы	3	6
50	сводится к	3	6
51	можно сказать	4	6
52	это не	1	6
53	а в	3	6
54	то что	7	6
55	с его	1	5
56	в этой	9	5
57	как в	4	5
58	художественной концепции	1	5
59	в самом	6	5
60	в своем	4	5
61	не менее	4	5
62	у него	4	5
63	никогда не	3	5
64	ничего не	9	5
65	в тексте	24	5
66	и его	4	5
67	она не	2	5
68	и сам	3	5
69	только на	3	5
70	одно из	2	5
71	для него	4	5
72	художественного целого	7	5
73	как бы	10	5
74	да и	1	5
75	с ее	2	5
76	вот и	1	5
77	что в	2	5
78	а между	1	4
79	и т	1	4
80	но не	4	4
81	в художественном	1	4
82	наш взгляд	1	4
83	подобно тому	3	4
84	на наш	1	4
85	человека в	1	4
86	он не	2	4
87	тем не	3	4
88	для нее	2	4
89	тому что	1	4
90	человеческого я	1	4
91	же время	2	4
92	и сама	1	4
93	внутренней жизни	1	4
94	как будто	3	4
95	и о	1	4
96	в конечном	3	4
97	вслед за	2	4
98	только в	4	4
99	в качестве	11	4
100	что и	3	4
101	как раз	4	4
102	говорит о	5	4
103	превращается в	2	4
104	то и	1	4
