N	2gram	Tiupa_Disk_1	RusskieA
1	и в	16	29
2	том что	19	22
3	в том	23	22
4	что в	4	22
5	как бы	5	18
6	состоит в	9	15
7	и другие	1	14
8	может быть	17	13
9	во время	1	12
10	там же	1	12
11	в этом	15	11
12	как и	16	11
13	не только	28	10
14	о том	8	9
15	а в	5	9
16	или на	3	8
17	но и	14	8
18	как в	10	7
19	данном случае	2	7
20	мы видели	1	7
21	представляют собой	1	7
22	или в	2	7
23	мы имеем	2	6
24	мы не	1	6
25	еще не	14	6
26	и на	5	6
27	при этом	13	6
28	таким образом	3	6
29	с тем	1	6
30	вместе с	1	6
31	в данном	5	6
32	этом случае	1	6
33	но не	11	5
34	следующим образом	1	5
35	но в	8	5
36	на земле	1	5
37	это не	3	5
38	не может	9	5
39	представление о	1	5
40	потому что	4	5
41	и что	2	5
42	будто бы	2	5
43	или же	1	5
44	то что	5	5
45	с ней	1	5
46	к этому	2	5
47	то же	7	4
48	вопрос о	1	4
49	на них	1	4
50	не все	1	4
51	уже не	4	4
52	в них	4	4
53	далеко не	10	4
54	в которых	4	4
55	не в	7	4
56	что сила	1	4
57	а также	8	4
58	к нему	1	4
59	то и	1	4
60	в виде	1	4
61	из них	3	4
62	именно в	3	4
63	а не	22	4
64	о чем	2	4
65	как это	1	4
66	и все	2	4
67	в таком	1	4
68	в году	2	3
69	в и	1	3
70	и о	4	3
71	в xix	1	3
72	в ее	3	3
73	что это	1	3
74	в этой	2	3
75	что она	1	3
76	подобно тому	2	3
77	и по	2	3
78	на этом	2	3
79	в народе	1	3
80	и других	1	3
81	с другими	1	3
82	живет в	1	3
83	не всегда	2	3
84	в этих	1	3
85	в котором	5	3
86	в отличие	5	3
87	будут рассмотрены	1	3
88	не имеет	1	3
89	их по	1	3
90	такие же	1	3
91	и другой	1	3
92	как мы	2	3
93	должно было	1	3
94	во всех	5	3
95	а именно	1	3
96	того что	3	3
97	что здесь	1	3
98	между тем	4	3
99	в качестве	34	3
100	или даже	2	3
101	за ним	1	3
102	теория не	1	3
103	друг друга	1	3
104	отличие от	5	3
105	связаны с	1	3
106	тем что	3	3
107	до конца	1	3
108	тому как	3	3
109	и от	1	3
110	было бы	1	3
111	одним из	2	2
112	и то	1	2
113	на самом	1	2
114	переход от	1	2
115	это и	1	2
116	но она	1	2
117	на себя	2	2
118	между собой	2	2
119	не был	1	2
120	с одной	9	2
121	ее к	1	2
122	очевидно что	1	2
123	тогда как	19	2
124	иногда и	1	2
125	с этим	3	2
126	все же	3	2
127	как уже	3	2
128	и как	6	2
129	не было	7	2
130	к числу	1	2
131	в которой	1	2
132	представляет собой	17	2
133	из этих	1	2
134	право на	1	2
135	не к	1	2
136	том чтобы	2	2
137	характер в	1	2
138	об этом	2	2
139	обе стороны	1	2
140	для них	1	2
141	в своей	5	2
142	в их	5	2
143	не столько	1	2
144	должны были	1	2
145	тем не	1	2
146	не менее	2	2
147	а иногда	1	2
148	как можно	1	2
149	что с	2	2
150	в то	3	2
151	дело не	2	2
152	принадлежат к	3	2
153	о них	1	2
154	никогда не	2	2
155	во всем	1	2
156	связи с	4	2
157	более позднее	1	2
158	что на	1	2
159	в момент	2	2
160	когда мы	1	2
161	говорит о	1	2
162	в виду	2	2
163	мнение что	1	2
164	не с	3	2
165	еще в	3	2
166	образом в	1	2
167	а к	1	2
168	с другим	1	2
169	с другой	10	2
170	у них	1	2
171	что и	3	2
172	в форме	2	2
173	представления о	2	2
174	в г	2	2
175	один из	3	2
176	в разные	2	2
177	и ее	2	2
178	есть в	2	2
179	представлений о	1	2
180	связано с	1	2
181	каждый из	1	2
182	заметить что	2	2
183	это пока	1	2
184	сюда же	1	2
185	здесь в	2	2
186	а с	5	2
187	прежде всего	11	2
188	одной стороны	9	2
189	из наиболее	2	2
190	научной литературе	1	2
191	во плоти	1	2
192	сказки о	3	2
193	могут быть	4	2
194	быть только	1	2
195	с этой	1	2
196	пока еще	6	2
197	под названием	1	2
198	жизни в	2	2
199	и при	1	2
200	в своих	3	2
201	это в	2	2
202	с природой	1	1
203	отношение к	4	1
204	и есть	2	1
205	года к	1	1
206	можно говорить	1	1
207	и до	1	1
208	смерть в	1	1
209	и должен	1	1
210	например в	2	1
211	тридевять земель	1	1
212	следует обратить	1	1
213	как способ	2	1
214	например то	1	1
215	собой как	1	1
216	несут в	1	1
217	в первый	1	1
218	этим связан	1	1
219	совпадает с	2	1
220	говорить о	1	1
221	их с	1	1
222	из того	1	1
223	мы и	1	1
224	что каждый	1	1
225	на нем	1	1
226	вещь в	1	1
227	без которой	1	1
228	что его	1	1
229	в различных	2	1
230	относятся и	1	1
231	распространенное представление	1	1
232	если в	1	1
233	он пишет	1	1
234	нет и	1	1
235	отличаются от	1	1
236	что они	1	1
237	отнюдь не	8	1
238	независимо от	1	1
239	стороны и	2	1
240	в своем	6	1
241	в различные	1	1
242	в противном	1	1
243	перед нами	3	1
244	тех случаях	1	1
245	этом же	1	1
246	хотя и	2	1
247	когда он	2	1
248	не являются	1	1
249	всего как	1	1
250	более или	2	1
251	состояло в	1	1
252	от этого	1	1
253	в самом	3	1
254	уже в	2	1
255	он в	1	1
256	или во	1	1
257	что так	1	1
258	рассказ о	1	1
259	что к	1	1
260	тому же	5	1
261	на то	1	1
262	не следует	2	1
263	в нем	9	1
264	ей в	2	1
265	так сказать	2	1
266	за тридевять	1	1
267	всех этих	1	1
268	различные формы	1	1
269	в первую	1	1
270	интерес представляет	1	1
271	только в	7	1
272	по аналогии	1	1
273	но все	1	1
274	могла бы	2	1
275	значение в	1	1
276	в другом	2	1
277	греко-римской античности	1	1
278	на все	1	1
279	этих форм	1	1
280	а как	1	1
281	того или	2	1
282	от одного	1	1
283	они по	1	1
284	чаще всего	1	1
285	не соответствует	1	1
286	однако здесь	1	1
287	в новое	1	1
288	здесь пока	1	1
289	он из	1	1
290	их как	1	1
291	ее состоит	1	1
292	в научной	1	1
293	или менее	2	1
294	или точнее	1	1
295	таким же	1	1
296	что бывает	1	1
297	не от	2	1
298	своего рода	8	1
299	в сказке	3	1
300	мир и	1	1
301	человеком и	1	1
302	но они	2	1
303	как от	1	1
304	однако в	3	1
305	из одного	1	1
306	стоит в	1	1
307	i в	1	1
308	виду что	1	1
309	в русской	1	1
310	дело в	1	1
311	в науке	2	1
312	и притом	1	1
313	на него	1	1
314	в основе	7	1
315	в полной	1	1
316	по своей	11	1
317	и его	2	1
318	так например	2	1
319	можно рассматривать	1	1
320	которое не	1	1
321	как будто	1	1
322	этом отношении	1	1
323	не является	4	1
324	и оно	1	1
325	во все	1	1
326	в сказках	2	1
327	и другим	1	1
328	и за	1	1
329	как некое	1	1
330	теории в	1	1
331	оно не	2	1
332	время они	1	1
333	обычно в	1	1
334	и это	1	1
335	совпадают с	1	1
336	не будет	1	1
337	свою очередь	3	1
338	и сами	1	1
339	здесь не	1	1
340	говорит и	2	1
341	не могу	1	1
342	но далеко	1	1
343	более поздней	1	1
344	в особенности	4	1
345	так на	1	1
346	в пределах	2	1
347	приводит к	2	1
348	и иные	2	1
349	так и	8	1
350	мог бы	1	1
351	особый интерес	1	1
352	своему происхождению	2	1
353	том как	1	1
354	основана на	1	1
355	если бы	1	1
356	собой и	1	1
357	и вообще	2	1
358	сводится к	5	1
359	то они	1	1
360	утверждает что	1	1
361	можно сказать	5	1
362	аналогии с	1	1
363	и во	2	1
364	нас в	1	1
365	места и	1	1
366	состоит не	1	1
367	теперь уже	1	1
368	и остаются	1	1
369	в его	7	1
370	в середине	1	1
371	как правило	4	1
372	это приводит	1	1
373	в литературе	2	1
374	уходит в	1	1
375	таким способом	1	1
376	быть и	1	1
377	с той	1	1
378	к различным	2	1
379	о двух	1	1
380	в основном	1	1
381	с ними	1	1
382	что он	4	1
383	пришел к	1	1
384	в какой	2	1
385	и является	1	1
386	в греко-римской	1	1
387	и действительно	1	1
388	эту связь	1	1
389	вопроса о	1	1
390	в большинстве	1	1
391	только на	1	1
392	ее а	1	1
393	вернуться к	1	1
394	сообщается в	1	1
395	здесь это	1	1
396	входящие в	1	1
397	при помощи	1	1
398	в данной	3	1
399	это обстоятельство	1	1
400	обратить внимание	2	1
401	для него	4	1
402	всяком случае	1	1
403	в одном	2	1
404	в конце	1	1
405	к ним	3	1
406	как его	2	1
407	как раз	1	1
408	следует признать	2	1
409	чем и	1	1
410	из своих	1	1
411	и даже	3	1
412	не сообщает	1	1
413	даже не	1	1
414	и чем	1	1
415	по своим	4	1
416	следует по-видимому	2	1
417	имеет место	3	1
418	и др	2	1
419	что означает	1	1
420	на русском	1	1
421	выступает в	1	1
422	всему что	1	1
423	этому времени	1	1
424	на которых	1	1
425	не на	1	1
426	зависит от	2	1
427	понимать как	1	1
428	а по	2	1
429	этом основании	1	1
430	в изучении	1	1
431	в одно	1	1
432	в исторической	1	1
433	имея в	3	1
434	в одной	3	1
