N	3gram	Losev_Prob_5	Russkaja
1	то же время	1	10
2	в то же	1	10
3	с точки зрения	8	9
4	в том что	8	7
5	на самом деле	1	6
6	во всяком случае	2	6
7	для того чтобы	2	6
8	до сих пор	2	5
9	на то что	2	4
10	бы то ни	2	4
11	не может быть	2	4
12	то ни стало	1	3
13	во что бы	1	3
14	вместе с тем	3	3
15	можно было бы	1	3
16	и то что	3	3
17	что бы то	1	3
18	в данном случае	2	3
19	и если в	1	3
20	в конце концов	6	3
21	той или иной	1	3
22	точно так же	3	2
23	в настоящее время	3	2
24	о том чтобы	1	2
25	в значительной мере	2	2
26	тот факт что	1	2
27	таким же образом	1	2
28	и в том	1	2
29	в самом себе	1	2
30	и вместе с	1	2
31	о том что	9	2
32	в большинстве случаев	1	2
33	сама по себе	1	2
34	даже тогда когда	1	1
35	состоит в том	1	1
36	зависит от того	1	1
37	дело в том	2	1
38	по отношению к	2	1
39	в самом деле	1	1
40	но даже и	2	1
41	в том числе	2	1
42	во всем мире	1	1
43	точки зрения в	1	1
44	важно то что	1	1
45	и за то	1	1
46	не освободится от	2	1
47	но для нас	1	1
48	творчества таким образом	1	1
49	и то и	1	1
50	с ним в	1	1
51	в этом отношении	1	1
52	том числе и	1	1
53	и дать ему	1	1
54	на точке зрения	1	1
55	с богом а	1	1
56	несмотря на то	1	1
57	или в силу	1	1
58	по крайней мере	4	1
59	то и другое	2	1
60	своей борьбе с	1	1
61	говорить не о	1	1
62	и в частности	3	1
63	но в то	1	1
64	то ни было	1	1
65	уверен в том	1	1
66	и должно было	1	1
67	и в этом	1	1
68	в союзе с	1	1
69	своей жизни в	1	1
70	и как бы	1	1
71	указывает на то	1	1
72	те или другие	1	1
73	в связи с	7	1
74	также и то	2	1
75	потому что они	2	1
76	в своей борьбе	1	1
77	и таким образом	1	1
78	и все же	1	1
79	мы прежде всего	1	1
80	духом любви и	2	1
81	от того что	1	1
82	тех или иных	2	1
83	это и есть	1	1
84	с самого начала	1	1
85	вопрос о том	1	1
86	в результате этого	1	1
87	но все же	2	1
88	тем не менее	5	1
89	человеческого разума и	1	1
90	того чтобы освободиться	1	1
91	на первый взгляд	1	1
92	к тому же	1	1
