N	2gram	Bakhtin_fo_2	Hudozhes
1	том что	4	16
2	и в	46	14
3	так и	7	13
4	не только	11	12
5	при этом	6	12
6	о том	4	12
7	в том	10	12
8	а не	4	12
9	и т	14	11
10	в себе	4	11
11	в этом	22	11
12	прежде всего	14	11
13	в рассказе	1	11
14	в своей	1	10
15	для него	3	10
16	то же	8	9
17	как и	8	9
18	что он	3	9
19	в качестве	3	9
20	у него	9	9
21	в этой	2	8
22	как в	4	8
23	то что	7	8
24	т п	11	8
25	же время	4	8
26	в его	8	8
27	между тем	1	8
28	в то	5	8
29	еще не	6	7
30	это не	2	7
31	не в	9	7
32	к тому	3	7
33	уже не	3	7
34	именно в	2	7
35	не может	2	7
36	как бы	10	7
37	а в	3	7
38	художественного мышления	1	6
39	человека в	6	6
40	было бы	2	6
41	никогда не	6	6
42	жизни в	4	6
43	что в	5	6
44	самом деле	1	5
45	с его	1	5
46	но в	10	5
47	об этом	1	5
48	ни в	1	5
49	точки зрения	10	5
50	и его	12	5
51	потому что	8	5
52	к себе	4	5
53	и он	4	5
54	только в	11	5
55	может быть	7	5
56	но и	9	5
57	в частности	5	5
58	в аспекте	2	5
59	интерес к	1	5
60	в этих	3	5
61	одновременно и	1	5
62	жизни и	8	5
63	мы уже	9	4
64	и о	2	4
65	в ней	1	4
66	в своем	5	4
67	и к	2	4
68	то в	2	4
69	в самом	1	4
70	та же	3	4
71	он не	5	4
72	картины мира	2	4
73	и с	6	4
74	несмотря на	1	4
75	тому что	1	4
76	с ним	4	4
77	она не	2	4
78	по своей	1	4
79	связи с	8	4
80	в духе	2	4
81	и это	2	4
82	картина мира	2	4
83	можно сказать	2	4
84	того что	3	4
85	один из	2	4
86	себя в	1	4
87	из них	8	4
88	в конце	2	4
89	не было	3	4
90	и все	6	4
91	человеческой жизни	4	4
92	бытия и	1	4
93	и от	2	4
94	по преимуществу	1	3
95	с точки	8	3
96	не имеют	1	3
97	на тех	1	3
98	говорить о	2	3
99	в мире	4	3
100	и на	7	3
101	видения жизни	1	3
102	в ее	1	3
103	отнюдь не	4	3
104	идет о	1	3
105	все же	6	3
106	но он	2	3
107	в нем	5	3
108	т д	3	3
109	и по	3	3
110	на этом	2	3
111	лишь в	2	3
112	его в	6	3
113	с этим	5	3
114	и смерти	1	3
115	ничем не	1	3
116	такой же	1	3
117	и море	1	3
118	все эти	5	3
119	себе самому	3	3
120	притча о	1	3
121	о природе	1	3
122	тем что	3	3
123	этом отношении	2	3
124	для себя	1	3
125	как мы	6	3
126	того чтобы	8	3
127	в пределах	5	3
128	еще в	1	3
129	том как	3	3
130	если бы	1	3
131	а также	3	3
132	романа в	2	3
133	же в	4	3
134	в литературе	2	3
135	но не	5	3
136	как его	2	3
137	и даже	3	3
138	то и	1	3
139	картину мира	7	3
140	в связи	8	3
141	по своему	2	3
142	и для	9	3
143	но одновременно	1	3
144	в таком	1	3
145	говоря о	1	2
146	например в	1	2
147	начинается с	1	2
148	на самом	1	2
149	оно было	2	2
150	в их	3	2
151	для своего	1	2
152	мы не	1	2
153	вопрос о	1	2
154	вместо того	1	2
155	жизни как	2	2
156	героев в	1	2
157	но как	1	2
158	для других	3	2
159	если в	2	2
160	себе и	1	2
161	в одной	2	2
162	хотя и	3	2
163	лежит на	1	2
164	жизни так	1	2
165	так в	1	2
166	как он	2	2
167	так сказать	7	2
168	на его	1	2
169	ключ к	1	2
170	они в	1	2
171	однако в	1	2
172	в другом	3	2
173	особенно в	2	2
174	по себе	2	2
175	все равно	1	2
176	должно быть	5	2
177	автора и	2	2
178	индивидуальной жизни	1	2
179	не столько	1	2
180	сих пор	2	2
181	художественного мира	1	2
182	все это	6	2
183	как все	1	2
184	они не	1	2
185	бы на	1	2
186	не имеет	1	2
187	одна из	1	2
188	слова как	1	2
189	на него	1	2
190	что на	3	2
191	с ее	1	2
192	здесь не	2	2
193	на основе	3	2
194	в землю	1	2
195	характер и	1	2
196	первой из	1	2
197	в себя	2	2
198	и каждый	1	2
199	в речи	1	2
200	и поэтому	1	2
201	внимание на	1	2
202	никак не	1	2
203	и что	1	2
204	его жизни	4	2
205	до сих	2	2
206	там же	1	2
207	в значительной	1	2
208	в форме	3	2
209	и об	1	2
210	как она	1	2
211	в него	1	2
212	и потому	2	2
213	и так	2	2
214	поэтому и	1	2
215	так что	4	2
216	участие в	1	2
217	в бытовой	1	2
218	влияние на	2	2
219	себя и	3	2
220	что не	1	2
221	до конца	2	2
222	человек в	2	2
223	или с	1	2
224	отсюда и	2	2
225	установкой на	1	2
226	в изображении	1	2
227	в тот	1	2
228	да и	1	2
229	дело здесь	1	2
230	в это	3	2
231	и не	9	2
232	с этой	4	2
233	своей жизни	2	2
234	только для	2	2
235	видно что	1	2
236	в результате	1	2
237	своих героев	1	2
238	его жизнь	1	2
239	и дело	1	2
240	в системе	1	2
241	в море	3	2
242	всего мира	1	2
243	не знает	2	2
244	этот момент	1	2
245	говорили о	1	1
246	смысле слова	2	1
247	можно говорить	1	1
248	относится и	1	1
249	человека и	4	1
250	и то	1	1
251	смеха и	2	1
252	в воду	1	1
253	и др	5	1
254	тех же	1	1
255	словами и	1	1
256	это и	1	1
257	характерное для	2	1
258	и до	2	1
259	он всегда	1	1
260	видеть в	1	1
261	под утро	1	1
262	также и	4	1
263	общества и	1	1
264	что уже	1	1
265	своими корнями	2	1
266	есть нечто	1	1
267	в сущности	2	1
268	принадлежит к	2	1
269	до совершенства	1	1
270	ему в	3	1
271	же что	1	1
272	в каждой	1	1
273	это время	1	1
274	теперь они	1	1
275	разумеется не	1	1
276	эта жанровая	1	1
277	в широком	1	1
278	время в	1	1
279	взгляде на	1	1
280	в чем	1	1
