N	2gram	Tiupa_Anal_1	slovoVRo
1	в романе	1	46
2	и в	18	39
3	может быть	29	37
4	и т	3	35
5	и его	5	33
6	т п	3	33
7	то есть	11	26
8	не только	15	24
9	и не	21	22
10	но и	17	21
11	не может	22	20
12	в нем	3	19
13	в этом	13	16
14	так и	4	15
15	а не	17	14
16	человек и	1	14
17	отличие от	6	13
18	как в	1	13
19	в процессе	2	13
20	в пределах	2	13
21	слова в	1	13
22	во всех	1	12
23	в отличие	6	12
24	вовсе не	2	10
25	к своему	1	9
26	и с	2	9
27	не в	14	9
28	со своим	1	9
29	языка и	1	9
30	таким образом	3	8
31	оно не	1	8
32	себя в	6	8
33	прежде всего	6	8
34	точки зрения	6	8
35	еще не	3	7
36	с его	3	7
37	в него	1	7
38	языком и	1	7
39	при этом	12	7
40	в этих	1	7
41	для него	2	7
42	с ним	4	7
43	никогда не	2	7
44	могут быть	4	7
45	как мы	2	7
46	в его	13	7
47	языка как	1	7
48	и даже	1	7
49	и потому	2	7
50	как бы	5	7
51	в сущности	6	6
52	но не	10	6
53	все же	4	6
54	и к	3	6
55	но в	8	6
56	все эти	2	6
57	чужих слов	1	6
58	в них	1	6
59	как и	13	6
60	чужого языка	1	6
61	человек в	3	6
62	жизни и	1	6
63	например в	1	5
64	это не	6	5
65	том что	12	5
66	по себе	4	5
67	не могут	3	5
68	но все	1	5
69	той или	6	5
70	мира и	1	5
71	с другой	4	5
72	романа в	2	5
73	один из	2	5
74	в том	27	5
75	с одной	3	5
76	уже не	4	5
77	языка а	1	5
78	одной стороны	3	5
79	или иной	6	5
80	остается в	1	5
81	и для	1	5
82	только в	6	5
83	для нас	1	5
84	от него	1	5
85	и все	3	5
86	и наконец	1	5
87	отношения к	2	4
88	в зависимости	1	4
89	и на	5	4
90	по отношению	6	4
91	отношение к	2	4
92	всех этих	1	4
93	то же	9	4
94	слова не	1	4
95	его в	1	4
96	входит в	1	4
97	с другими	4	4
98	и иных	1	4
99	ни в	4	4
100	в отношении	1	4
101	остается вне	1	4
102	не менее	1	4
103	в то	9	4
104	одна из	1	4
105	в основе	6	4
106	же время	6	4
107	во всем	1	4
108	зависимости от	1	4
109	что оно	1	4
110	здесь не	2	4
111	для этого	2	4
112	наконец в	1	4
113	дело с	4	4
114	для всех	1	4
115	языка но	1	4
116	так как	2	4
117	и др	1	4
118	себя и	4	4
119	на фоне	2	4
120	в той	8	4
121	своего языка	1	4
122	как предмет	4	4
123	а в	9	4
124	в эпосе	1	4
125	отношению к	5	4
126	в таком	3	4
127	как это	1	3
128	должна быть	1	3
129	собственном смысле	1	3
130	той же	2	3
131	язык как	1	3
132	человека и	1	3
133	в чем	1	3
134	в собственном	3	3
135	перед нами	1	3
136	и как	5	3
137	не приходится	1	3
138	на этом	2	3
139	материала и	1	3
140	не с	4	3
141	лишь в	5	3
142	еще раз	1	3
143	с точки	4	3
144	не столько	2	3
145	точку зрения	1	3
146	национального языка	2	3
147	и остается	1	3
148	его от	1	3
149	связи с	1	3
150	этом отношении	2	3
151	разрыв между	1	3
152	в ней	1	3
153	в состав	3	3
154	а также	3	3
155	к нему	3	3
156	между тем	5	3
157	что и	3	3
158	слов и	1	3
159	быть и	1	3
160	или даже	1	3
161	у него	1	3
162	в особенности	1	3
163	здесь в	1	3
164	в свою	1	3
165	может иметь	2	3
166	смысла и	3	3
167	и интерпретации	1	3
168	установкой на	2	3
169	как к	2	3
170	и от	1	3
171	но это	1	3
172	как для	1	3
173	что в	5	3
174	из себя	1	3
175	истории литературы	4	3
176	хотя бы	3	3
177	речи и	1	3
178	героя в	2	3
179	во всяком	1	3
180	одним из	3	2
181	также и	2	2
182	к иной	1	2
183	в чужой	1	2
184	мы уже	1	2
185	мы не	1	2
186	х годов	2	2
187	имеет дело	1	2
188	мифологическое мышление	2	2
189	это возможно	1	2
190	в противовес	2	2
191	но как	1	2
192	не все	2	2
193	в новом	2	2
194	иметь дело	1	2
195	за пределы	2	2
196	связи и	1	2
197	хотя и	1	2
198	как уже	2	2
199	более или	1	2
200	в нашем	3	2
201	романа но	1	2
202	в себе	11	2
203	роль в	2	2
204	как он	3	2
205	с языком	1	2
206	а вовсе	1	2
207	но прежде	1	2
208	на его	2	2
209	он не	3	2
210	в виде	1	2
211	борьбу с	1	2
212	и более	4	2
213	из него	1	2
214	зрения и	1	2
215	далеко не	6	2
216	независимо от	1	2
217	автора и	3	2
218	смысл и	3	2
219	или менее	1	2
220	и при	1	2
221	и художественно	1	2
222	в их	5	2
223	на каждом	2	2
224	свой смысл	1	2
225	которые в	2	2
226	но он	1	2
227	однако в	3	2
228	даже в	3	2
229	в историческом	1	2
230	на котором	1	2
231	тогда когда	2	2
232	того чтобы	3	2
233	смысл его	3	2
234	в одном	1	2
235	слова как	1	2
236	лишь при	4	2
237	входят в	1	2
238	в области	4	2
239	отличается от	2	2
240	различных форм	1	2
241	слова о	1	2
242	должен быть	6	2
243	оно может	3	2
244	говорит и	2	2
245	свою очередь	1	2
246	на нем	1	2
247	в себя	6	2
248	мы наблюдаем	1	2
249	и исторически	1	2
250	в рамки	1	2
251	как с	1	2
252	в другом	4	2
253	те же	1	2
254	здесь как	1	2
255	особенно в	2	2
256	о нем	3	2
257	на него	1	2
258	о том	5	2
259	и т.п	5	2
260	но мы	1	2
261	влияние на	1	2
262	в различных	1	2
263	может не	1	2
264	как предмета	1	2
265	нуждается в	8	2
266	ним и	2	2
267	единого и	1	2
268	что он	3	2
269	мы увидим	1	2
270	всяком случае	1	2
271	действительность но	1	2
272	его и	2	2
273	для того	4	2
274	то что	6	2
275	не было	1	2
276	до сих	1	2
277	именно в	4	2
278	а именно	3	2
279	действующих лиц	1	2
280	более того	3	2
281	его как	1	2
282	не всегда	4	2
283	в связи	1	2
284	вместе с	4	2
285	и особенно	1	2
286	требует от	1	2
287	в данном	2	2
288	если оно	1	2
289	сих пор	1	2
290	вокруг него	1	2
291	от нас	1	2
292	говорящего и	1	2
293	включает в	1	2
294	она может	3	2
295	или в	1	2
296	в результате	1	2
297	все они	1	2
298	жизни в	1	2
299	на роль	2	2
300	только с	1	2
301	может и	1	2
302	не знает	1	2
303	к его	1	2
304	просто не	1	2
305	все что	1	2
306	они не	1	2
307	подошли к	1	1
308	себя как	1	1
309	смысле слова	1	1
310	как известно	3	1
311	речь идет	1	1
312	того же	4	1
313	не остается	2	1
314	он может	2	1
315	науки о	2	1
316	сознания внутренне	1	1
317	и должны	1	1
318	и есть	3	1
319	между двумя	3	1
320	явления и	1	1
321	по преимуществу	1	1
322	и до	2	1
323	все те	1	1
324	иметь место	2	1
325	о нас	1	1
326	а как	2	1
327	есть не	8	1
328	на тех	1	1
329	и значение	1	1
330	от художественного	1	1
331	и о	2	1
332	быть вещью	1	1
333	место в	3	1
