N	2gram	Vygotskiy__5	PoTuStor
1	может быть	9	17
2	и в	16	16
3	в этом	25	9
4	таким образом	19	9
5	и только	1	9
6	мы можем	6	9
7	прежде всего	3	9
8	и с	3	8
9	точки зрения	18	8
10	и его	3	8
11	не может	18	8
12	совершенно не	2	8
13	с его	1	7
14	не только	16	7
15	сказать что	13	7
16	самом деле	3	6
17	при этом	4	6
18	с точки	9	6
19	и это	1	6
20	для него	5	6
21	и к	2	6
22	еще не	4	5
23	в чем	3	5
24	отношение к	11	5
25	все эти	4	5
26	сознание и	2	5
27	только для	2	5
28	ни в	1	5
29	нуждается в	1	5
30	как бы	5	5
31	на самом	1	4
32	и ее	1	4
33	и на	6	4
34	и наконец	1	4
35	но в	6	4
36	в этой	6	4
37	в нем	7	4
38	и может	3	4
39	его в	2	4
40	мысли и	5	4
41	все это	2	4
42	самого начала	5	4
43	как мы	10	4
44	с ее	1	4
45	с самого	5	4
46	так и	7	4
47	но мы	5	4
48	можно сказать	5	4
49	в его	11	4
50	а потому	3	4
51	с ними	1	4
52	только в	10	4
53	для всех	1	4
54	и их	4	4
55	так как	16	4
56	и даже	2	4
57	но и	6	4
58	и не	12	4
59	и все	1	4
60	хотя бы	5	4
61	все что	2	4
62	отношения к	2	3
63	во всех	2	3
64	в общем	1	3
65	и есть	7	3
66	и как	3	3
67	учение о	2	3
68	с их	4	3
69	их в	2	3
70	на этом	3	3
71	этом смысле	1	3
72	том что	15	3
73	никаких оснований	1	3
74	сих пор	3	3
75	в одном	3	3
76	и притом	1	3
77	в основе	8	3
78	до сих	3	3
79	те же	2	3
80	по сравнению	5	3
81	в том	18	3
82	только на	2	3
83	мы знаем	3	3
84	всяком случае	1	3
85	даже не	1	3
86	в области	12	3
87	ребенка и	4	3
88	вместе с	4	3
89	и потому	2	3
90	как это	8	3
91	сравнению с	5	3
92	могут быть	4	3
93	в основном	1	3
94	что в	16	3
95	в этих	3	3
96	а в	3	3
97	то что	26	3
98	между ними	1	3
99	жизни и	2	3
100	во всяком	2	3
101	ту же	2	2
102	же как	7	2
103	нам кажется	2	2
104	этой теории	5	2
105	в самом	4	2
106	мы уже	1	2
107	мы не	3	2
108	и о	1	2
109	из сказанного	2	2
110	говорить о	3	2
111	что можно	1	2
112	того же	7	2
113	между собой	13	2
114	но как	3	2
115	за пределы	4	2
116	с этим	3	2
117	в этот	2	2
118	что это	1	2
119	вообще не	4	2
120	он не	8	2
121	момента в	1	2
122	и по	4	2
123	то же	8	2
124	по своему	3	2
125	связанные с	6	2
126	связанных с	1	2
127	на протяжении	2	2
128	было бы	10	2
129	в жизни	2	2
130	в них	2	2
131	как и	8	2
132	потому и	3	2
133	на первый	1	2
134	в своей	2	2
135	знаем что	1	2
136	в детской	1	2
137	не менее	3	2
138	не нуждается	1	2
139	никогда не	5	2
140	сводится к	1	2
141	понятия и	2	2
142	что на	1	2
143	в каком	1	2
144	не могут	4	2
145	что оно	6	2
146	на основе	2	2
147	и этим	1	2
148	только то	1	2
149	в пределах	4	2
150	как с	3	2
151	по аналогии	1	2
152	для этого	1	2
153	с ним	5	2
154	находится в	2	2
155	о том	8	2
156	рождения и	1	2
157	аналогии с	1	2
158	для нас	1	2
159	путь к	1	2
160	что и	3	2
161	может иметь	2	2
162	один из	1	2
163	сделать это	2	2
164	мы видим	4	2
165	что он	25	2
166	со всеми	2	2
167	есть в	1	2
168	не имеющие	1	2
169	не можем	1	2
170	если мы	7	2
171	в начале	1	2
172	и других	1	2
173	к ним	2	2
174	у него	6	2
175	и т.п	1	2
176	оно не	1	2
177	себя и	2	2
178	что не	1	2
179	не на	3	2
180	в развитии	28	2
181	что мы	4	2
182	с помощью	10	2
183	в частности	3	2
184	так же	15	2
185	в область	2	2
186	с этой	4	2
187	в свое	2	2
188	в систему	1	2
189	но это	3	2
190	и таким	1	2
191	это последнее	1	2
192	к другим	1	2
193	и для	1	2
194	не существует	1	2
195	сознания и	2	2
196	не удается	1	2
197	но зато	1	2
198	нет никаких	1	2
199	не есть	4	2
200	все остальные	1	2
201	не знает	5	2
202	ее в	3	2
203	к этому	3	2
204	они не	3	2
205	говоря о	1	1
206	совершенно новой	1	1
207	в движение	1	1
208	и то	4	1
209	он может	3	1
210	шаг за	1	1
211	это и	3	1
212	как вытесненное	1	1
213	за скобки	2	1
214	старой психологии	1	1
215	что эти	2	1
216	не имеют	2	1
217	высшей степени	2	1
218	полагает что	1	1
219	к нашей	1	1
220	мы имеем	1	1
221	что между	4	1
222	что если	4	1
223	теперь мы	1	1
224	ассоциативных связей	1	1
225	вопрос о	12	1
226	совершенно так	1	1
227	и дать	1	1
228	всего сказанного	1	1
229	план в	1	1
230	почти исключительно	1	1
231	я не	2	1
232	как я	3	1
233	из того	11	1
234	же что	1	1
235	зависимости от	2	1
236	в ней	2	1
237	он был	1	1
238	первый план	1	1
239	иное как	1	1
240	столь же	2	1
241	его отношение	2	1
242	бы то	1	1
243	что его	1	1
244	рабочая гипотеза	1	1
245	чем это	1	1
246	но не	10	1
247	новейшей буржуазной	1	1
248	с самой	1	1
249	значение и	1	1
250	с совершенно	1	1
251	этого с	1	1
252	старая психология	3	1
253	процессов но	1	1
254	интересует только	1	1
255	что они	5	1
256	для объяснения	4	1
257	нашего сознания	1	1
258	в центре	2	1
259	общего с	2	1
260	как нам	1	1
261	все же	3	1
262	образом с	2	1
263	абстракции с	1	1
264	последующую жизнь	1	1
265	когда он	2	1
266	из сознания	1	1
267	не являются	1	1
268	этой цели	1	1
269	точку зрения	1	1
270	ступени развития	2	1
271	привести к	1	1
272	сказать о	1	1
273	в нашем	1	1
274	на некоторых	1	1
275	как он	6	1
276	самым существенным	1	1
277	имеем в	1	1
278	на его	2	1
279	теории и	2	1
280	что она	2	1
281	что было	2	1
282	главным образом	1	1
283	по самому	1	1
284	освобождение от	1	1
285	и предметному	1	1
286	единство в	1	1
287	именно то	1	1
288	и социальной	1	1
289	образом и	1	1
290	отношений между	2	1
291	в корне	2	1
292	но вместе	1	1
293	свое время	2	1
294	в классе	1	1
295	и единство	2	1
296	ребенок может	1	1
297	представляются несущественными	1	1
298	из него	1	1
299	подобно тому	4	1
300	мы говорили	2	1
301	у ребенка	9	1
302	от нее	1	1
303	для всей	1	1
304	как они	3	1
305	а то	1	1
306	конечно в	1	1
307	внутренних психических	1	1
308	той же	4	1
309	развития к	2	1
310	первый и	2	1
311	на все	5	1
312	всех областях	1	1
313	лишь в	1	1
314	как видим	1	1
315	входит в	1	1
316	это было	1	1
317	может стать	1	1
318	свою противоположность	1	1
319	речи для	1	1
320	которая была	1	1
321	он является	1	1
322	связями между	1	1
323	с тем	3	1
324	несмотря на	1	1
325	представляет себе	3	1
326	когда возникает	2	1
327	нечто третье	1	1
328	и того	3	1
329	их на	1	1
330	одного и	3	1
331	но если	6	1
332	и мышления	1	1
333	в следующем	1	1
334	и благодаря	1	1
335	со своего	1	1
336	к предмету	2	1
337	зрения обоих	1	1
338	как совокупность	2	1
339	что я	2	1
340	значение для	2	1
341	психического развития	4	1
342	которые в	1	1
343	каждое из	1	1
344	который всегда	1	1
345	друг другу	2	1
346	однако в	1	1
347	на всю	2	1
348	же мы	2	1
349	вернемся к	1	1
350	с теми	1	1
351	в смысле	3	1
352	что представляет	2	1
353	тогда когда	5	1
354	только из	1	1
355	в сущности	13	1
356	в самых	4	1
357	что иное	1	1
358	того чтобы	17	1
359	только не	3	1
360	вытекает из	3	1
361	не имеет	4	1
362	если ему	1	1
363	это мы	2	1
364	ее все	1	1
365	в отношениях	1	1
366	ничего не	5	1
367	этих двух	3	1
368	его сторона	1	1
369	всего на	1	1
370	они являются	1	1
371	только когда	1	1
372	того в	1	1
373	всего психического	1	1
374	исследования мы	1	1
375	во всем	2	1
376	к этим	1	1
377	связи с	3	1
378	ничто не	2	1
379	в сознании	1	1
380	в виду	2	1
381	ребенка не	3	1
382	уже и	1	1
383	и делает	1	1
384	только одним	2	1
385	мы и	5	1
386	один шаг	2	1
387	с другом	7	1
388	от того	3	1
389	или только	1	1
390	деятельности и	1	1
391	т.п и	1	1
392	в духе	1	1
393	мы узнаем	1	1
394	ребенка к	4	1
395	третье что	1	1
396	отличается от	1	1
397	же самое	4	1
398	должны быть	2	1
399	к тому	6	1
400	той или	1	1
401	для его	2	1
402	и связанная	1	1
403	оперирует реальными	1	1
404	что при	1	1
405	она не	1	1
406	как известно	4	1
407	ничего общего	3	1
408	в применении	1	1
409	он прежде	1	1
410	из всего	1	1
411	своего развития	6	1
412	без всякого	1	1
413	на другой	1	1
414	только при	1	1
415	даже самое	1	1
416	в себя	3	1
417	приводит к	7	1
418	и что	12	1
419	отношения эти	1	1
420	в другом	6	1
421	можно было	5	1
422	мере уже	1	1
423	мог бы	1	1
424	виде мы	1	1
425	еще в	3	1
426	к тем	1	1
427	его мысли	3	1
428	если бы	8	1
429	новых и	1	1
430	мы вправе	1	1
431	совершенно аналогичные	2	1
432	связанная с	2	1
433	развития в	6	1
434	и здесь	2	1
435	два момента	2	1
436	и т.д	4	1
437	но к	1	1
438	на вопрос	5	1
439	говорит об	1	1
440	их совершенно	1	1
441	этот момент	1	1
442	не более	1	1
443	нельзя сказать	1	1
444	из одних	1	1
445	в свете	4	1
446	все время	1	1
447	имеет места	1	1
448	в которую	1	1
449	для ребенка	3	1
450	к нему	3	1
451	он что	1	1
452	но так	1	1
453	мы сталкиваемся	1	1
454	что только	2	1
455	это вытекает	1	1
456	тот же	5	1
457	на другие	1	1
458	дело с	1	1
459	мы увидим	1	1
460	каждый момент	1	1
461	к их	2	1
462	может оказаться	1	1
463	это же	1	1
464	теперь в	1	1
465	с одной	3	1
466	в качестве	4	1
467	себя в	1	1
468	оказывается в	1	1
469	вскрыть эти	1	1
470	выводам что	1	1
471	уже в	1	1
472	и они	1	1
473	то и	2	1
474	оно в	1	1
475	сделать и	2	1
476	а это	1	1
477	повторять и	1	1
478	не дает	2	1
479	плана в	1	1
480	его и	3	1
481	в известной	3	1
482	сложные отношения	5	1
483	жизни таким	1	1
484	в конце	1	1
485	вовсе не	2	1
486	с этими	1	1
487	как его	1	1
488	не говорит	2	1
489	как раз	1	1
490	этом отношении	5	1
491	они становятся	1	1
492	быть совершенно	2	1
493	перейти к	3	1
494	для того	14	1
495	она начинает	1	1
496	логического предела	1	1
497	без всякой	1	1
498	со стороны	1	1
499	или иной	1	1
500	в высшей	2	1
501	с другой	4	1
502	в немногих	1	1
503	навыков и	1	1
504	и тех	1	1
505	здесь в	1	1
506	и прежде	1	1
507	в свою	4	1
508	а с	2	1
509	на которые	3	1
510	думается нам	1	1
511	что для	2	1
512	говорит о	3	1
513	у нас	2	1
514	основной вопрос	1	1
515	одной стороны	3	1
516	как часть	1	1
517	на этот	4	1
518	и самый	1	1
519	зависит от	4	1
520	а не	10	1
521	с которым	1	1
522	чем на	1	1
523	становится ясным	1	1
524	в связи	1	1
525	не утверждал	1	1
526	в момент	2	1
527	бы оно	1	1
528	связь с	1	1
529	т.е до	1	1
530	бы никаких	1	1
531	влияния на	1	1
532	предположить что	2	1
533	в данном	1	1
534	применении к	1	1
535	тому как	4	1
536	и основной	2	1
537	что же	1	1
538	а потом	1	1
539	даже с	1	1
540	не сознавая	1	1
541	друг с	7	1
542	в состоянии	4	1
543	этого учения	1	1
544	том смысле	1	1
545	этого метода	1	1
546	и действия	1	1
547	этом и	1	1
548	развития именно	1	1
549	в более	2	1
550	задолго до	3	1
551	известной степени	1	1
552	фрейда и	1	1
553	при таком	1	1
554	и другими	2	1
555	мы только	1	1
556	которая в	2	1
557	особого рода	1	1
558	это часто	1	1
559	немногих словах	1	1
560	еще более	5	1
561	мы должны	8	1
562	позволяет нам	1	1
563	только что	5	1
564	же в	2	1
565	хотя в	1	1
566	нам сделать	1	1
567	по поводу	2	1
568	в психологии	1	1
569	он владеет	1	1
570	с ней	1	1
571	а во	1	1
572	и попытались	1	1
573	не что	1	1
574	за шагом	1	1
575	для внутреннего	1	1
576	в своих	2	1
577	этой точки	4	1
578	это в	1	1
579	как на	3	1
