N	2gram	Bakhtin_Fr_5	Istorich
1	и в	45	26
2	так же	8	18
3	то что	2	16
4	не только	14	15
5	может быть	2	14
6	что в	12	14
7	же как	4	13
8	но и	10	12
9	связь с	3	12
10	и пр	1	11
11	так и	6	10
12	таким образом	8	10
13	и его	13	10
14	что он	6	10
15	все же	2	9
16	его в	5	9
17	что и	7	9
18	так как	6	9
19	и не	15	9
20	то же	11	8
21	мы знаем	1	8
22	а в	4	8
23	в этом	14	7
24	он не	6	7
25	об этом	4	7
26	как и	10	7
27	во время	12	7
28	их в	1	7
29	нас к	1	7
30	как в	3	7
31	в качестве	2	7
32	превращается в	2	7
33	совершенно так	2	6
34	еще не	1	6
35	что они	1	6
36	как он	3	6
37	мы видели	7	6
38	мы можем	2	6
39	в дальнейшем	1	6
40	к нему	2	6
41	мы видим	5	6
42	потому что	7	6
43	а не	4	6
44	не может	5	6
45	вместе с	3	6
46	когда он	2	6
47	это и	5	5
48	мы уже	4	5
49	то это	1	5
50	но не	4	5
51	эта связь	4	5
52	и как	5	5
53	но в	14	5
54	и только	2	5
55	и по	1	5
56	но все	1	5
57	в другом	3	5
58	и с	10	5
59	это не	3	5
60	не в	7	5
61	ничего не	4	5
62	и у	5	5
63	как мы	8	5
64	и здесь	4	5
65	и что	2	5
66	в его	13	5
67	с ними	1	5
68	в одном	3	5
69	у него	4	5
70	тем что	1	5
71	до сих	3	5
72	и др	8	5
73	сих пор	3	5
74	к этому	2	5
75	в доме	4	4
76	в числе	1	4
77	в которых	3	4
78	не просто	1	4
79	его на	1	4
80	в этот	2	4
81	он в	2	4
82	но он	3	4
83	в своей	3	4
84	но эта	2	4
85	что этот	1	4
86	даже в	2	4
87	того как	1	4
88	же он	1	4
89	указывает на	1	4
90	здесь не	6	4
91	так в	2	4
92	о том	4	4
93	и даже	4	4
94	вовсе не	8	4
95	этот мотив	1	4
96	в человеческом	1	4
97	например в	5	3
98	из трех	1	3
99	что иное	1	3
100	из этих	3	3
101	видели что	1	3
102	только тогда	1	3
103	относится к	2	3
104	в одной	3	3
105	перед нами	4	3
106	все эти	5	3
107	одном случае	1	3
108	на то	1	3
109	и если	2	3
110	на его	1	3
111	что она	3	3
112	связанные с	3	3
113	при этом	2	3
114	он должен	2	3
115	что у	1	3
116	с представлением	2	3
