N	3gram	Bakhtin_sl_2	DiskursI
1	в отличие от	12	12
2	в том что	4	6
3	то же время	4	5
4	как и в	1	5
5	по отношению к	4	4
6	в этом отношении	3	4
7	в то же	4	4
8	с одной стороны	5	4
9	так и в	3	3
10	не может быть	15	3
11	о том что	1	3
12	той или иной	5	3
13	и может быть	1	2
14	одной стороны и	3	2
15	в этом случае	6	2
16	с точки зрения	3	2
17	и не может	1	2
18	своего и чужого	2	2
19	однако при этом	1	2
20	но прежде всего	2	1
21	том что в	1	1
22	не стремится к	1	1
23	в чем не	2	1
24	в той или	3	1
25	зоне контакта с	1	1
26	время от времени	1	1
27	от современной действительности	1	1
28	в зоне контакта	1	1
29	же время и	1	1
30	того или иного	1	1
31	и там где	3	1
32	можно утверждать что	1	1
33	с другой стороны	1	1
34	и в то	1	1
35	до известной степени	1	1
36	слово в отличие	1	1
37	на каждом шагу	2	1
38	они же в	1	1
39	она во всяком	1	1
40	и могут быть	1	1
41	в значительной степени	6	1
42	в применении к	1	1
43	а также и	2	1
44	и в пределах	1	1
45	в себе как	1	1
46	в окружающем его	1	1
47	не могут быть	2	1
48	во всяком случае	2	1
49	чужой речи и	1	1
50	ни в чем	2	1
51	с той или	1	1
52	между тем как	1	1
53	в этом жанре	1	1
54	при этом и	1	1
55	прежде всего он	1	1
56	с самого начала	1	1
57	в пределах одной	1	1
58	к чужому слову	2	1
59	но в этом	1	1
60	не менее в	1	1
61	включает в себя	2	1
62	один из важнейших	2	1
63	но здесь это	1	1
64	в большинстве случаев	5	1
65	никак не могут	1	1
66	в том числе	1	1
67	тем не менее	1	1
68	отличие от слова	1	1
69	все то что	1	1
70	том числе и	1	1
71	в пределах одного	7	1
72	речь идет о	1	1
