N	2gram	Losev_Prob_5	RusskieA
1	и в	30	36
2	не только	18	22
3	том что	17	19
4	что в	5	19
5	в и	1	17
6	в том	12	17
7	но и	13	16
8	так как	6	15
9	и другие	3	13
10	xix в	4	13
11	в этом	17	12
12	в других	3	11
13	и т	1	10
14	в xix	1	10
15	и на	6	10
16	в этот	1	10
17	это не	2	10
18	как и	7	10
19	как мы	2	10
20	вместе с	7	10
21	потому что	13	10
22	т д	1	9
23	об этом	4	9
24	а в	6	9
25	состоит в	1	8
26	и по	1	8
27	с тем	5	8
28	у нас	7	8
29	о том	12	8
30	один из	2	8
31	мы увидим	1	8
32	из них	2	8
33	может быть	7	8
34	как это	1	8
35	что они	3	7
36	так и	7	7
37	между тем	2	7
38	что и	6	7
39	и других	1	7
40	мы не	2	6
41	в виде	10	6
42	так например	1	6
43	таким образом	13	6
44	при этом	4	6
45	видно что	1	6
46	в день	1	6
47	не имеет	1	6
48	уже не	6	6
49	в них	2	6
50	и не	12	6
51	все это	1	6
52	для нас	10	6
53	будто бы	5	6
54	то что	18	6
55	как в	2	5
56	все же	9	5
57	при изучении	1	5
58	того как	5	5
59	как будто	3	5
60	с ними	1	5
61	и у	5	5
62	одно из	1	5
63	как бы	6	5
64	н а	1	5
65	г в	1	4
66	мы имеем	2	4
67	еще не	3	4
68	что по	1	4
69	после этого	1	4
70	входит в	1	4
71	их на	1	4
72	в г	1	4
73	из этих	1	4
74	в их	1	4
75	что этот	5	4
76	тому что	1	4
77	вплоть до	1	4
78	связи с	7	4
79	изображается как	1	4
80	к тому	2	4
81	его с	1	4
82	еще в	5	4
83	и что	6	4
84	сообщает что	1	4
85	и их	5	4
86	тем что	2	4
87	а с	4	4
88	и др	1	4
89	и а	1	4
90	в тех	1	4
91	того что	3	4
92	по существу	2	4
93	но это	1	4
94	в связи	7	4
95	не может	5	4
96	только в	9	4
97	к этому	2	4
98	то на	1	3
99	увидим ниже	1	3
100	их и	1	3
101	представление о	2	3
102	как бог	1	3
103	своего рода	1	3
104	если в	1	3
105	которые не	1	3
106	в своем	11	3
107	что это	1	3
108	и те	1	3
109	то же	2	3
110	но все	4	3
111	для них	3	3
112	далеко не	4	3
113	несмотря на	6	3
114	точки зрения	10	3
115	таким же	1	3
116	с точки	8	3
117	тем не	5	3
118	на небо	8	3
119	их в	1	3
120	не менее	5	3
121	ничего не	2	3
122	и другой	2	3
123	говорится что	2	3
124	других местах	1	3
125	то есть	21	3
126	настоящее время	3	3
127	или на	1	3
128	а также	3	3
129	от них	2	3
130	в середине	2	3
131	всякого рода	2	3
132	по этому	2	3
133	в качестве	4	3
134	только на	1	3
135	в одном	3	3
136	к ним	1	3
137	в области	2	3
138	и из	1	3
139	о чем	1	3
140	накануне нового	1	3
141	так же	5	3
142	в это	2	3
143	и некоторые	1	3
144	в настоящее	3	3
145	в целях	2	3
146	и к	4	3
147	в свою	2	3
148	но тем	2	2
149	за все	2	2
150	к другому	1	2
151	еще до	2	2
152	что иное	3	2
153	на себя	1	2
154	они были	1	2
155	это время	2	2
156	в ней	3	2
157	он был	2	2
158	иное как	3	2
159	на самом	1	2
160	но не	7	2
161	значение и	2	2
162	не просто	5	2
163	отнюдь не	4	2
164	однако как	2	2
165	что именно	2	2
166	с этим	1	2
167	мы можем	5	2
168	хотя и	8	2
169	и как	6	2
170	его к	1	2
171	но в	9	2
172	все эти	2	2
173	в нашем	1	2
174	в дальнейшем	7	2
175	и до	2	2
176	что она	1	2
177	в нем	6	2
178	всех этих	1	2
179	чем у	1	2
180	в силу	5	2
181	в году	5	2
182	же не	4	2
183	главным образом	1	2
184	и с	5	2
185	на этой	1	2
186	xx в	1	2
187	говорится о	4	2
188	такой же	1	2
189	как символ	9	2
190	далее в	1	2
191	и более	2	2
192	в древней	1	2
193	нас к	1	2
194	она не	1	2
195	или другие	1	2
196	у него	11	2
197	именно с	1	2
198	до того	1	2
199	но даже	4	2
200	а мы	1	2
201	не знали	1	2
202	и здесь	1	2
203	могут быть	1	2
204	ничего общего	1	2
205	в более	1	2
206	что у	5	2
207	в образе	1	2
208	что от	3	2
209	с ним	3	2
210	после того	3	2
211	должно было	1	2
212	этому поводу	2	2
213	в его	12	2
214	к ней	1	2
215	только у	1	2
216	этот вопрос	1	2
217	в какой	2	2
218	ii в	2	2
219	какой степени	1	2
220	так что	11	2
221	в большинстве	1	2
222	борьбы с	2	2
223	в последний	1	2
224	тут же	6	2
225	не было	1	2
226	не были	1	2
227	чем в	1	2
228	народного творчества	1	2
229	себя и	1	2
230	с ней	1	2
231	только по	1	2
232	до конца	1	2
233	не на	1	2
234	а не	5	2
235	большинстве случаев	1	2
236	в частности	4	2
237	и потому	1	2
238	судить по	1	2
239	считал что	1	2
240	там где	1	2
241	только для	2	2
242	между прочим	1	2
243	и для	6	2
244	или в	4	2
245	когда он	2	2
246	мы должны	1	2
247	не что	3	2
248	в своих	1	2
249	нас не	3	2
250	не думает	1	1
251	также и	12	1
252	таком случае	2	1
253	самом деле	2	1
254	только потому	1	1
255	тех же	1	1
256	характерное для	2	1
257	каждого кто	1	1
258	и ее	1	1
259	теория эта	1	1
260	и за	2	1
261	по его	2	1
262	поэзии и	1	1
263	мы уже	1	1
264	из всех	2	1
265	самые разнообразные	1	1
266	что если	1	1
267	которую мы	1	1
268	есть весь	1	1
269	вопрос о	1	1
270	на место	1	1
271	из своих	1	1
272	вторая часть	2	1
273	никаких богов	1	1
274	не вполне	1	1
275	ему в	1	1
276	и самой	1	1
277	не знают	1	1
278	жизни это	1	1
279	того же	4	1
280	и он	4	1
281	и был	2	1
282	не был	1	1
283	в чем	2	1
284	с его	1	1
285	не без	1	1
286	что означает	1	1
287	степени он	1	1
288	на основе	1	1
289	а только	1	1
290	в до	3	1
291	же она	1	1
292	с трудом	1	1
293	не все	2	1
294	по отношению	2	1
295	он пишет	2	1
296	в м	2	1
297	его на	2	1
298	это был	1	1
299	что касается	3	1
300	однако не	1	1
301	перед нами	1	1
302	и наконец	1	1
303	тем же	3	1
304	от этого	3	1
305	поэтому и	2	1
306	из мифа	1	1
307	в которой	5	1
308	говорят о	1	1
309	из жизни	1	1
310	за это	5	1
311	то и	2	1
312	и разорение	1	1
313	в себе	4	1
314	тому же	1	1
315	думается что	1	1
316	данным из	1	1
317	на то	2	1
318	что было	1	1
319	о начале	1	1
320	он не	3	1
321	у древних	1	1
322	он должен	1	1
323	не к	2	1
324	не как	1	1
325	в начале	3	1
326	здесь говорится	2	1
327	старины и	1	1
328	на свободу	1	1
329	работ в	1	1
330	с первым	1	1
331	в народе	1	1
332	здесь мы	1	1
333	интересами и	1	1
334	значение в	1	1
335	о котором	3	1
336	те же	1	1
337	очень древний	1	1
338	его в	6	1
339	всех народов	1	1
340	некоторые основные	1	1
341	должен был	1	1
342	весь мир	1	1
343	и тем	3	1
344	по всему	2	1
345	на свои	1	1
346	ни в	4	1
347	жизни человека	1	1
348	к своим	1	1
349	в этой	10	1
350	как видно	1	1
351	не всегда	3	1
352	он и	5	1
353	из глины	14	1
354	бога о	1	1
355	золотые ты	1	1
356	прочим так	1	1
357	и при	1	1
358	никак не	8	1
359	и бессмертие	1	1
360	и без	2	1
361	во времена	2	1
362	i у	1	1
363	не столько	1	1
364	что я	1	1
365	как акт	2	1
366	интересно не	1	1
367	такую же	2	1
368	не могли	1	1
369	общего не	1	1
370	и под	1	1
371	любви и	4	1
372	был уже	2	1
373	от своих	3	1
374	дня и	1	1
375	эта картина	1	1
376	простить их	1	1
377	в он	1	1
378	иной раз	2	1
379	в то	4	1
380	не о	1	1
381	нейтральную позицию	1	1
382	хотелось бы	1	1
383	известно также	1	1
384	и прочие	2	1
385	тогда когда	4	1
386	дело в	2	1
387	место с	1	1
388	что их	1	1
389	было не	1	1
390	i ii	1	1
391	работы но	1	1
392	все свои	1	1
393	с земли	1	1
394	на землю	7	1
395	могли на	1	1
396	iv в	4	1
397	прежде чем	2	1
398	и его	6	1
399	и сама	2	1
400	весь этот	1	1
401	доказать что	2	1
402	этом отношении	1	1
403	не потому	1	1
404	по ней	1	1
405	ни о	1	1
406	в городе	1	1
407	в духе	3	1
408	и всех	1	1
409	что наш	1	1
410	момента не	1	1
411	прошлого в	1	1
412	что некоторые	1	1
413	можно судить	1	1
414	для себя	5	1
415	и это	1	1
416	они должны	1	1
417	здесь изображается	2	1
418	и о	5	1
419	в виду	3	1
420	на другой	1	1
421	данном случае	2	1
422	которые как	1	1
423	были у	1	1
424	то время	3	1
425	всей своей	2	1
426	для нового	1	1
427	и сам	4	1
428	на кавказе	12	1
429	можно было	2	1
430	здесь он	1	1
431	видно из	1	1
432	мы приведем	1	1
433	и каждый	1	1
434	и этого	1	1
435	имеется в	1	1
436	разного рода	4	1
437	которого они	1	1
438	жизнь и	3	1
439	сходно с	1	1
440	основана на	1	1
441	и вообще	9	1
442	древней мифологии	1	1
443	свидетельствует о	2	1
444	внимание на	3	1
445	в риме	1	1
446	в глаза	2	1
447	ли не	2	1
448	даже у	1	1
449	и просто	2	1
450	можно сказать	6	1
451	и который	3	1
452	нас в	4	1
453	и цели	1	1
454	все на	1	1
455	к нему	3	1
456	же очень	1	1
457	говорить об	1	1
458	и ф	1	1
459	во втором	2	1
460	стоит и	1	1
461	борьбе с	2	1
462	от одного	1	1
463	в форме	1	1
464	является по	2	1
465	поступать так	2	1
466	что бы	1	1
467	и следовательно	1	1
468	было бы	4	1
469	не так	4	1
470	бросается в	2	1
471	что здесь	2	1
472	как из	1	1
473	землю и	2	1
474	что очень	1	1
475	обе эти	1	1
476	совсем не	3	1
477	тот же	3	1
478	что он	7	1
479	которых они	1	1
480	пишет не	1	1
481	даже если	1	1
482	очень много	1	1
483	и так	1	1
484	год с	1	1
485	до нас	7	1
486	который в	9	1
487	что нам	1	1
488	бы ни	1	1
489	жизни как	1	1
490	том чтобы	1	1
491	вот что	1	1
492	сведений о	1	1
493	античности и	1	1
494	есть в	2	1
495	вызывает у	1	1
496	уже в	2	1
497	в нашей	2	1
498	же в	3	1
499	только тогда	3	1
500	каким образом	1	1
501	у греков	1	1
502	но совершенно	1	1
503	основные мотивы	1	1
504	только одно	1	1
505	него нет	1	1
506	совсем другое	1	1
507	земли и	2	1
508	заключить что	1	1
509	при рождении	1	1
510	всяком случае	2	1
511	нуждается в	1	1
512	упоминания о	2	1
513	и просят	1	1
514	составных частей	1	1
515	заметить что	1	1
516	не могут	2	1
517	от того	1	1
518	хотел бы	1	1
519	в очень	1	1
520	к самым	1	1
521	что пишет	1	1
522	не единственное	1	1
523	как у	1	1
524	еще и	4	1
525	по всей	1	1
526	в год	1	1
527	что не	2	1
528	что для	1	1
529	говорит о	7	1
530	них же	1	1
531	другому и	1	1
532	света и	1	1
533	и самый	1	1
534	однако и	1	1
535	ниже в	1	1
536	жизнь в	3	1
537	над землей	1	1
538	подобного рода	7	1
539	в счастье	1	1
