N	3gram	Ircho_Kome_3	formyVre
1	и т п	3	11
2	с точки зрения	3	8
3	в связи с	3	7
4	для того чтобы	6	7
5	в том же	1	4
6	то же время	4	4
7	в то же	4	4
8	друг с другом	1	4
9	имеем в виду	1	3
10	в том числе	1	3
11	о том как	3	3
12	и в то	1	3
13	мы еще вернемся	1	3
14	и в этом	1	3
15	в том что	9	3
16	и т д	1	3
17	равно как и	1	2
18	то же самое	3	2
19	в этом случае	2	2
20	на первый план	1	2
21	до сих пор	9	2
22	том числе и	1	2
23	каждом из них	1	2
24	в этом отношении	2	2
25	мы имеем в	1	2
26	не похож на	1	2
27	друг от друга	1	2
28	сих пор еще	1	1
29	в виду что	1	1
30	об этом свидетельствует	1	1
31	и для самого	1	1
32	и чаще всего	1	1
33	под тем же	1	1
34	по существу не	1	1
35	в конце концов	2	1
36	так как все	1	1
37	что он не	2	1
38	в отличие от	1	1
39	наряду с этим	2	1
40	могут быть лишь	1	1
41	к этому вопросу	1	1
42	в частности на	1	1
43	с этой точки	1	1
44	вместе с тем	3	1
45	только для того	2	1
46	так как он	1	1
47	здесь мы видим	1	1
48	же что и	1	1
49	к себе и	1	1
50	того чтобы не	1	1
51	уже за пределами	1	1
52	то время как	2	1
53	из того же	2	1
54	таким образом и	1	1
55	с одной стороны	3	1
56	и все его	1	1
57	но при этом	1	1
58	обстоит дело с	2	1
59	по сравнению с	2	1
60	с другой стороны	2	1
61	все это на	1	1
62	в частности о	1	1
63	этой точки зрения	1	1
64	в себе самом	1	1
65	под открытым небом	1	1
66	в то время	2	1
67	в это же	1	1
68	в свою очередь	6	1
69	о том что	4	1
70	с самого начала	4	1
71	в этих условиях	1	1
72	но все же	2	1
73	а мне больше	1	1
74	можно сказать что	1	1
75	он так же	1	1
76	к тому что	1	1
77	как бы в	1	1
78	мы вернемся к	1	1
79	или вовсе не	1	1
80	вовсе не является	1	1
81	человека и его	1	1
82	что и в	2	1
83	на одном из	1	1
84	в отношении других	1	1
