N	3gram	Voloshinov_1	Istorich
1	не может быть	7	7
2	тем не менее	3	6
3	более или менее	1	5
4	с другой стороны	2	5
5	до сих пор	3	5
6	мы увидим что	1	5
7	с одной стороны	2	4
8	в том что	4	4
9	дело в том	4	3
10	по отношению к	11	3
11	то же самое	2	3
12	то время как	1	3
13	в то время	1	3
14	о том что	1	3
15	но все же	1	3
16	можно было бы	1	3
17	что мы имеем	1	2
18	в зависимости от	2	2
19	бы то ни	3	2
20	но и в	1	2
21	так же как	1	2
22	сих пор мы	1	2
23	таким образом мы	1	2
24	то ни было	3	2
25	все же не	1	2
26	один и тот	1	2
27	с самого начала	1	2
28	для нас не	1	2
29	и тот же	1	2
30	с уверенностью сказать	1	1
31	мы имеем дело	1	1
32	какой бы то	1	1
33	уже не может	1	1
34	мы никогда не	2	1
35	нам удалось показать	1	1
36	равно как и	1	1
37	подобно тому как	1	1
38	в этом смысле	1	1
39	одной стороны и	2	1
40	как это делает	1	1
41	же как и	1	1
42	в нем и	1	1
43	но все это	1	1
44	для нас же	2	1
45	сами по себе	1	1
46	сказать что и	1	1
47	так как если	4	1
48	на самом же	1	1
49	только то что	1	1
50	в какой степени	2	1
51	в противном случае	1	1
52	только одна сторона	1	1
53	может быть только	1	1
54	он не должен	1	1
55	в значительной степени	1	1
56	но в то	1	1
57	значение и его	1	1
58	и в каком	1	1
59	это не так	2	1
60	так как будто	1	1
61	не всегда имеет	1	1
62	в этом направлении	1	1
63	можно с уверенностью	1	1
64	и она не	1	1
65	мы не найдем	1	1
66	самом же деле	1	1
67	по себе не	1	1
68	другой стороны как	1	1
69	уверенностью сказать что	1	1
70	как одно из	1	1
71	не сливаются в	1	1
72	мы обратимся к	1	1
73	если бы не	1	1
74	в каком отношении	2	1
75	тех или иных	1	1
76	и в нем	1	1
77	и в этом	1	1
78	к тому же	1	1
79	но тем не	2	1
80	в этом отношении	1	1
81	до известной степени	2	1
