N	2gram	Tiupa_Anal_2	Vvedenie
1	и т	1	42
2	т е	2	35
3	и в	16	32
4	в том	12	31
5	в этом	18	30
6	том что	12	26
7	может быть	6	26
8	не только	16	22
9	таким образом	2	19
10	также и	1	18
11	то что	7	16
12	потому что	1	15
13	так как	1	15
14	не может	4	14
15	в самом	6	13
16	в нем	1	13
17	о том	7	13
18	со стороны	3	13
19	в их	3	12
20	в общем	2	12
21	представляет собой	8	12
22	в его	2	12
23	того что	2	12
24	только в	4	12
25	и не	12	12
26	как на	1	12
27	как мы	3	11
28	в ее	1	11
29	в данном	8	11
30	языка и	2	10
31	что в	2	10
32	то же	4	9
33	и как	1	9
34	но в	6	9
35	по себе	2	9
36	как об	1	9
37	между тем	2	9
38	этом смысле	2	9
39	этого рода	2	9
40	это не	1	8
41	не в	4	8
42	тем не	3	8
43	не менее	4	8
44	с другой	6	8
45	именно в	3	8
46	самом деле	1	7
47	но не	4	7
48	было бы	3	7
49	точки зрения	4	7
50	уже и	2	7
51	в применении	1	7
52	можно было	3	7
53	дело с	1	7
54	прежде всего	3	7
55	из этих	1	6
56	как он	1	6
57	его в	2	6
58	как и	14	6
59	представить себе	1	6
60	вовсе не	2	6
61	в то	2	6
62	в качестве	11	6
63	же время	2	6
64	тем что	3	6
65	один из	2	6
66	этот вопрос	1	6
67	и его	4	6
68	и даже	9	6
69	но и	12	6
70	применении к	1	6
71	все это	4	6
72	хотя бы	1	6
73	мере в	1	5
74	а как	2	5
75	в целом	8	5
76	иное как	1	5
77	с их	2	5
78	так например	2	5
79	об этом	1	5
80	и тем	4	5
81	данном случае	5	5
82	в них	1	5
83	но если	1	5
84	сказать что	2	5
85	могут быть	10	5
86	быть в	1	5
87	так что	3	5
88	уже в	1	5
89	не есть	2	5
90	представляют собой	2	5
91	на этот	2	5
92	а не	10	5
93	как бы	10	5
94	другой стороны	2	5
95	в какой	1	5
96	вместе с	2	5
97	и то	3	4
98	как это	6	4
99	в первом	1	4
100	той же	2	4
101	мы имеем	3	4
102	что иное	1	4
103	по отношению	4	4
104	независимо от	1	4
105	как уже	3	4
106	уже не	4	4
107	так или	1	4
108	в себе	7	4
109	но ведь	1	4
110	и заключается	1	4
111	в своей	2	4
112	в котором	2	4
113	по крайней	3	4
114	как о	3	4
115	не имеет	2	4
116	в разных	1	4
117	в тексте	24	4
118	только с	1	4
119	в каждом	1	4
120	это только	2	4
121	на вопрос	1	4
122	и т.д	3	4
123	времени и	1	4
124	внимание на	2	4
125	и что	1	4
126	крайней мере	3	4
127	как она	1	4
128	еще не	2	4
129	и ее	1	4
130	с одной	5	4
131	одно из	2	4
132	как раз	4	4
133	этом отношении	3	4
134	одной стороны	4	4
135	или иначе	1	4
136	еще и	1	4
137	о чем	2	4
138	с этой	1	4
139	этом случае	4	4
140	и для	2	4
141	особого рода	2	4
142	только что	1	4
143	а в	3	4
144	не что	1	4
145	отношению к	4	4
146	как история	1	3
147	в сущности	4	3
148	говорить о	6	3
149	не вполне	1	3
150	в виду	1	3
151	и на	6	3
152	в чем	1	3
153	своего рода	12	3
154	совсем не	1	3
155	ответ на	3	3
156	сама по	1	3
157	в центре	3	3
158	стороны и	1	3
159	однако не	1	3
160	хотя и	4	3
161	и к	5	3
162	бы и	1	3
163	все эти	1	3
164	в этой	9	3
165	в известном	1	3
166	что она	2	3
167	при этом	10	3
168	если бы	3	3
169	не как	1	3
170	вообще не	2	3
171	свое время	1	3
172	на этом	4	3
173	на этой	2	3
174	заключается в	1	3
175	в свое	1	3
176	нисколько не	1	3
177	со всей	1	3
178	в этих	2	3
179	от себя	1	3
180	однако в	1	3
181	тогда когда	1	3
182	текста и	2	3
183	дело не	2	3
184	связи с	1	3
185	как будто	3	3
186	языка в	1	3
187	что может	1	3
188	во второй	4	3
189	можно сказать	4	3
190	а также	7	3
191	времени в	4	3
192	в конечном	3	3
193	что с	2	3
194	к нему	1	3
195	известном смысле	1	3
196	одной из	3	3
197	что даже	1	3
198	в начале	1	3
199	из них	3	3
200	в одном	2	3
201	в конце	4	3
202	что и	3	3
203	может служить	1	3
204	в текстах	1	3
205	говорит о	5	3
206	зависит от	1	3
207	так же	2	3
208	такого рода	2	3
209	что же	1	3
210	да и	1	3
211	материал для	1	3
212	в своем	4	3
213	к тому	7	3
214	об отношении	1	3
