N	3gram	Bakhtin_Pr_3	Tragedij
1	униженных и оскорбленных	1	16
2	в униженных и	1	6
3	то же время	5	5
4	в то же	5	5
5	так и в	2	3
6	в записках из	1	2
7	преступлении и наказании	2	2
8	в отличие от	1	2
9	и в дальнейшем	2	2
10	в преступлении и	2	2
11	но в то	1	2
12	о том что	2	2
13	в том что	3	2
14	как мертвецы в	1	1
15	как и его	1	1
16	а между тем	2	1
17	в обоих случаях	1	1
18	в бесах с	1	1
19	но это уже	1	1
20	стихах и прозе	1	1
21	самостоятельное значение и	1	1
22	это очень важный	1	1
23	в двойнике и	1	1
24	и не может	1	1
25	позиции в мире	1	1
26	в той же	1	1
27	с авантюрным сюжетом	1	1
28	и то что	1	1
29	и прозе достоевский	1	1
30	и оскорбленных нелли	1	1
31	один из авторов	1	1
32	ну а я	1	1
33	в известной мере	2	1
34	подчеркнуть что образ	1	1
35	записках из подполья	1	1
36	которую вы так	1	1
37	в применении к	1	1
38	во всяком случае	1	1
39	в конце концов	1	1
40	добрую природу человека	1	1
41	смысле этого слова	1	1
42	и если б	3	1
43	но при этом	1	1
44	по сравнению с	4	1
45	тем не менее	2	1
46	а я знаю	1	1
47	петра верховенского с	1	1
48	в xix веке	1	1
49	в связи с	1	1
50	не может быть	1	1
51	в рассказе бобок	1	1
52	если б я	2	1
53	как и все	1	1
54	с самого начала	3	1
55	как своего рода	1	1
56	я не хочу	1	1
57	отметить что в	1	1
58	после того как	1	1
59	ни за что	1	1
60	в братьях карамазовых	2	1
61	в исповеди ставрогина	1	1
62	в стихах и	1	1
63	значение для понимания	1	1
64	в какой-то мере	4	1
65	как и в	3	1
