N	3gram	Losev_Dial_2	slovoVRo
1	и т п	2	23
2	то же время	4	12
3	в то же	3	12
4	в той или	2	9
5	той или иной	1	9
6	с точки зрения	8	8
7	не может не	3	5
8	и в то	1	5
9	во всяком случае	2	5
10	и т д	15	5
11	с одной стороны	1	4
12	с другой стороны	4	4
13	большей или меньшей	1	4
14	в зависимости от	2	3
15	в данном случае	2	3
16	в каждом моменте	1	3
17	более или менее	2	3
18	как оно и	1	3
19	в широком смысле	2	2
20	мы уже сказали	1	2
21	в том и	1	2
22	до сих пор	2	2
23	и не может	1	2
24	может быть только	2	2
25	одно и то	4	2
26	то время как	3	2
27	в другом случае	1	2
28	не только в	2	2
29	в то время	3	2
30	и то же	4	2
31	и в этом	1	2
32	не могут быть	2	2
33	том и в	1	2
34	того или иного	1	2
35	как бы ни	2	2
36	не только на	1	2
37	как мы уже	1	2
38	к тому что	1	2
39	и в том	1	2
40	друг с другом	1	2
41	и следовательно в	1	2
42	и в другом	1	2
43	все его формы	1	1
44	в виду не	1	1
45	со всеми его	1	1
46	это было бы	1	1
47	но это не	2	1
48	одному из них	1	1
49	в нем и	2	1
50	то или иное	4	1
51	его форму и	1	1
52	бы то ни	1	1
53	но и в	1	1
54	с ним в	1	1
55	на самом же	1	1
56	в этом отношении	1	1
57	во всех своих	1	1
58	не может избежать	1	1
59	кроме того и	1	1
60	со всех сторон	1	1
61	по крайней мере	9	1
62	ни в какой	2	1
63	может быть и	3	1
64	и в частности	2	1
65	они вообще не	1	1
66	в поэзии и	1	1
67	и с точки	1	1
68	на своем месте	1	1
69	и все его	1	1
70	на задний план	1	1
71	время как поэзия	1	1
72	так или иначе	2	1
73	это не значит	2	1
74	не должно быть	2	1
75	в разной степени	1	1
76	не может быть	3	1
77	в свое время	1	1
78	тем не менее	2	1
79	о том что	4	1
80	и что же?	1	1
81	равно как и	1	1
82	же и в	1	1
83	тем и другим	1	1
84	себя в своей	1	1
85	с самого начала	2	1
86	и прежде всего	2	1
87	можно сказать что	3	1
88	становления и в	1	1
89	широком смысле но	1	1
90	это не только	1	1
91	самом же деле	1	1
92	в том что	6	1
93	ли он в	1	1
