N	3gram	Losev_Prob_3	slovoVRo
1	в то же	4	12
2	в той или	2	9
3	той или иной	8	9
4	с точки зрения	2	8
5	во всяком случае	6	5
6	и т д	13	5
7	как мы сказали	1	4
8	прямо и непосредственно	1	4
9	с одной стороны	1	4
10	с другой стороны	5	4
11	себя в нем	1	3
12	точки зрения на	1	3
13	в данном случае	7	3
14	до конца и	1	3
15	более или менее	1	3
16	таким образом в	1	3
17	так и в	1	3
18	точка зрения на	1	2
19	а вовсе не	2	2
20	но оно не	1	2
21	в том и	1	2
22	в этом случае	5	2
23	до сих пор	2	2
24	одно и то	3	2
25	то время как	4	2
26	в первом случае	1	2
27	не только в	2	2
28	в то время	4	2
29	и то же	4	2
30	и в этом	6	2
31	в евгении онегине	1	2
32	того или иного	3	2
33	как бы ни	1	2
34	к тому что	1	2
35	можно было бы	3	2
36	во всякой художественной	1	1
37	не в самом	1	1
38	форме то есть	1	1
39	но как мы	1	1
40	в виду не	1	1
41	между собой в	1	1
42	все дело в	1	1
43	дело в том	3	1
44	автора и от	1	1
45	это было бы	1	1
46	и нет ничего	1	1
47	но это не	1	1
48	в некотором отношении	2	1
49	у тургенева и	1	1
50	и не в	1	1
51	именно к тому	1	1
52	то или иное	2	1
53	в отличие от	2	1
54	бы то ни	4	1
55	но и в	2	1
56	свое произведение не	1	1
57	на самом же	4	1
58	к тому или	1	1
59	от предмета изображения	1	1
60	хотя может быть	1	1
61	т д можно	1	1
62	с этой точки	1	1
63	по крайней мере	5	1
64	может быть и	3	1
65	в процессе живого	1	1
66	и в частности	2	1
67	может быть не	1	1
68	один и единственный	1	1
69	то ни было	3	1
70	и все его	1	1
71	том что всякий	1	1
72	так что они	1	1
73	и не было	1	1
74	во всех этих	1	1
75	так или иначе	1	1
76	это не значит	1	1
77	несет на себе	2	1
78	только в предмете	1	1
79	в самой этой	1	1
80	не может быть	5	1
81	здесь перед нами	2	1
82	тем не менее	10	1
83	что они не	1	1
84	и во всяком	1	1
85	о том что	3	1
86	не был бы	1	1
87	так что мы	2	1
88	узком смысле слова	1	1
89	но с другой	2	1
90	равно как и	1	1
91	а также между	1	1
92	может быть то	1	1
93	же и в	1	1
94	особой точки зрения	1	1
95	мы и можем	1	1
96	если бы мы	1	1
97	то есть в	3	1
98	этой точки зрения	2	1
99	не только не	1	1
100	от автора и	1	1
101	можно сказать что	2	1
102	у нас в	2	1
103	на то или	1	1
104	мы все же	1	1
105	и перестает быть	1	1
106	тех или иных	4	1
107	самом же деле	4	1
108	для того чтобы	1	1
109	в том что	9	1
110	то и в	1	1
111	друг друга и	1	1
112	как и в	1	1
113	произведение в целом	1	1
114	именно потому что	3	1
115	как мы видели	2	1
