N	2gram	Vygotskiy__6	Psycholo
1	то что	28	44
2	и в	28	33
3	в этом	27	28
4	и что	6	25
5	как бы	11	25
6	все время	3	24
7	потому что	22	24
8	для того	8	23
9	том что	19	22
10	того чтобы	10	22
11	может быть	13	22
12	что в	17	21
13	в том	28	21
14	о том	1	20
15	что он	18	20
16	сейчас же	1	16
17	только что	2	15
18	как это	3	14
19	что это	1	13
20	таким образом	18	13
21	так же	15	13
22	и не	11	13
23	все это	2	13
24	сказать что	13	13
25	самом деле	2	12
26	в самом	8	12
27	было бы	9	12
28	к тому	10	12
29	и все	5	12
30	если мы	2	12
31	так как	10	12
32	он не	7	11
33	что все	5	11
34	на то	4	10
35	что она	1	10
36	если бы	7	10
37	в его	3	10
38	как она	1	10
39	не может	19	10
40	то же	7	9
41	в этой	5	9
42	по себе	3	9
43	как раз	6	9
44	в конце	2	8
45	для этого	2	8
46	вместе с	7	8
47	в каком	1	8
48	показать что	5	7
49	в своем	7	7
50	раз в	3	7
51	не только	16	7
52	в нем	7	7
53	так что	6	7
54	и только	3	7
55	до конца	3	7
56	же точно	3	7
57	когда он	2	7
58	для нас	2	7
59	на самом	1	6
60	в сущности	7	6
61	что они	2	6
62	перед нами	1	6
63	все эти	2	6
64	в себе	4	6
65	во время	1	6
66	точки зрения	13	6
67	всякий раз	3	6
68	но он	2	6
69	что эта	2	6
70	тому что	11	6
71	когда мы	6	6
72	же самое	6	6
73	никак не	1	6
74	это не	5	6
75	мы видим	7	6
76	у него	2	6
77	а не	3	6
78	что мы	11	6
79	мы должны	3	6
80	как на	3	6
81	это и	3	5
82	мы уже	2	5
83	мы не	6	5
84	в целом	3	5
85	и на	5	5
86	с этим	4	5
87	все же	2	5
88	целый ряд	4	5
89	и как	6	5
90	как он	1	5
91	и может	1	5
92	ясно что	4	5
93	как и	6	5
94	самого начала	7	5
95	никогда не	8	5
96	что самое	1	5
97	и его	3	5
98	и это	1	5
99	с самого	7	5
100	казалось бы	2	5
101	с ним	2	5
102	заключается в	7	5
103	вовсе не	1	5
104	мы можем	9	5
105	из этого	2	5
106	той же	4	4
107	в которой	7	4
108	я не	4	4
109	не то	1	4
110	говорит о	1	4
111	это было	1	4
112	с тем	5	4
113	в своей	2	4
114	знаем что	4	4
115	заставляет его	1	4
116	с точки	10	4
117	одна из	1	4
118	а в	2	4
119	с другом	5	4
120	у нас	2	4
121	как мы	10	4
122	и о	1	4
123	что у	2	4
124	можно было	7	4
125	жизнь и	1	4
126	об этом	1	4
127	мы вправе	1	4
128	исследования и	3	4
129	утверждает что	1	4
130	не просто	1	4
131	того что	24	4
132	в двух	1	4
133	этот вопрос	3	4
134	только в	18	4
135	и других	7	4
136	но совершенно	2	4
137	из них	2	4
138	от этих	1	4
139	в частности	4	4
140	друг с	5	4
141	с этой	2	4
142	первый раз	1	4
