N	3gram	Bakhtin_sl_2	Analitik
1	не может быть	15	16
2	в том что	4	9
3	в то же	4	8
4	в отличие от	12	6
5	то же время	4	6
6	той или иной	5	6
7	по отношению к	4	5
8	большей или меньшей	1	4
9	с точки зрения	3	4
10	и не может	1	4
11	и не в	1	4
12	о том что	1	3
13	в той или	3	3
14	а не в	1	3
15	в том числе	1	3
16	того или иного	1	3
17	и т п	33	3
18	для того чтобы	2	3
19	с одной стороны	5	3
20	в нашем случае	1	3
21	могли бы быть	1	2
22	сами по себе	1	2
23	но и в	1	2
24	в этом отношении	3	2
25	вместе с ним	1	2
26	но в то	3	2
27	не могут быть	2	2
28	с другой стороны	1	2
29	в широком смысле	1	2
30	тех или иных	1	2
31	том что он	1	2
32	но прежде всего	2	1
33	это возможно в	1	1
34	имеет дело с	1	1
35	и в сущности	2	1
36	а вовсе не	2	1
37	более или менее	2	1
38	также и в	1	1
39	дело не только	1	1
40	можно утверждать что	1	1
41	до сих пор	2	1
42	может быть диалогического	1	1
43	в зависимости от	4	1
44	может иметь место	1	1
45	лишь одним из	1	1
46	а не с	1	1
47	лишь одна из	1	1
48	между тем как	1	1
49	в собственном смысле	3	1
50	том числе и	1	1
51	смысл и значение	1	1
52	в напряженном и	1	1
53	не только в	2	1
54	и не могут	1	1
55	в свою очередь	2	1
56	и в пределах	1	1
57	говорить не приходится	1	1
58	с ним и	1	1
59	она может быть	1	1
60	во всяком случае	2	1
61	включает в себя	2	1
62	далеко не все	1	1
63	в той же	1	1
64	целом с точки	1	1
65	от автора и	1	1
66	и остается в	1	1
67	даже не столько	1	1
68	иметь место в	1	1
69	у него свое	1	1
70	в себе все	1	1
71	в связи с	2	1
72	такое отношение к	1	1
73	всего может быть	1	1
74	всех этих актов	1	1
75	себя в них	3	1
76	в процессе его	1	1
77	с той или	1	1
78	как и в	1	1
79	конечно далеко не	1	1
