N	3gram	Losev_Vesc_1	Problema
1	вещи есть ее	2	19
2	тем не менее	3	18
3	и т д	19	10
4	то же самое	1	9
5	и тем не	1	8
6	для того чтобы	2	8
7	в данном случае	2	8
8	на то что	2	8
9	как раз и	1	7
10	сам по себе	3	7
11	содержит в себе	4	7
12	вовсе не есть	6	6
13	то что мы	2	6
14	не есть ни	3	5
15	о том что	4	5
16	в том что	4	5
17	т д и	5	4
18	только то что	2	4
19	же самое время	1	4
20	в конце концов	2	4
21	взятая сама по	1	4
22	в то же	1	4
23	сама по себе	3	4
24	дело в том	2	3
25	более или менее	1	3
26	тем или другим	1	3
27	с точки зрения	3	3
28	до сих пор	1	3
29	сами по себе	3	3
30	и не есть	2	3
31	во всяком случае	2	3
32	вовсе еще не	1	3
33	д и т	5	3
34	не только не	2	3
35	можно сказать что	3	3
36	с другой стороны	2	3
37	в себе не	1	3
38	о том как	1	2
39	и того же	1	2
40	что иное как	7	2
41	есть также и	1	2
42	не просто смысл	1	2
43	мы говорим что	3	2
44	свой собственный смысл	1	2
45	но не просто	1	2
46	но это только	1	2
47	в самом деле	4	2
48	так или иначе	4	2
49	свидетельствует о том	3	2
50	ли сказать что	3	2
51	что она есть	2	2
52	можно ли сказать	3	2
53	по крайней мере	4	2
54	они вовсе не	1	2
55	есть не что	5	2
56	также и то	1	2
57	себе не содержит	1	2
58	то и другое	4	2
59	и то что	3	2
60	даже и не	1	2
61	вещи и ее	1	2
62	отнюдь не есть	1	2
63	если мы хотим	1	2
64	так же как	1	2
65	сих пор мы	1	2
66	однако и здесь	1	2
67	тех или иных	1	2
68	только не мешает	1	2
69	и не просто	3	2
70	в одно целое	1	2
71	смысл но не	1	2
72	когда мы говорим	1	2
73	не может быть	6	2
74	и даже вообще	1	2
75	по себе отнюдь	1	2
76	является не просто	1	2
77	и как бы	1	2
78	есть еще и	2	2
79	не потому что	4	2
80	несет с собой	1	2
81	вещи и не	2	2
82	с тем что	1	2
83	и в самом	1	2
84	это есть именно	1	2
85	одного и того	1	2
86	не что иное	7	2
87	можно было бы	1	2
88	только потому что	1	2
89	подобно тому как	4	2
90	есть именно вещь	1	1
91	таким образом что	1	1
92	представьте себе что	1	1
93	это такой смысл	1	1
94	а не к	1	1
95	есть нечто совершенно	1	1
96	о смысле вещи	1	1
97	с большим трудом	1	1
98	только и возможно	1	1
99	если мы попробуем	1	1
100	и это будет	1	1
101	вместе с тем	1	1
102	в данный момент	1	1
103	в чем же	3	1
104	на этот предмет	1	1
105	мы имеем дело	2	1
106	и пр но	1	1
