N	3gram	Propp_Isto_6	VeschiIm
1	и т д	8	20
2	не может быть	3	18
3	это значит что	1	17
4	что иное как	1	8
5	не что иное	1	8
6	т е в	2	7
7	в том что	5	6
8	на то что	1	6
9	одно и то	1	5
10	и то же	1	5
11	есть не что	1	5
12	тем не менее	1	5
13	и то что	1	4
14	не только в	4	4
15	от того что	1	4
16	более или менее	1	3
17	подобно тому как	1	3
18	можно ли сказать	1	3
19	ли сказать что	1	3
20	можно было бы	2	3
21	то и другое	1	3
22	вместе с тем	3	3
23	все же не	1	3
24	только то что	2	3
25	можно сказать что	1	2
26	то это значит	1	2
27	этой точки зрения	1	2
28	уже не может	1	2
29	но то что	1	2
30	о том как	3	2
31	мы находим в	1	2
32	то что не	1	2
33	значит что она	1	2
34	с этой точки	1	2
35	в данном случае	3	2
36	что в ней	1	2
37	то или другое	1	2
38	так или иначе	1	2
39	но тут же	1	1
40	и один из	1	1
41	в ней нет	2	1
42	только потому что	1	1
43	того что в	1	1
44	в себе не	1	1
45	том что он	1	1
46	того или другого	1	1
47	в этом случае	6	1
48	одной стороны и	1	1
49	на первый план	2	1
50	до сих пор	4	1
51	и не может	1	1
52	сих пор мы	2	1
53	в зависимости от	1	1
54	кроме того что	1	1
55	на этой стадии	1	1
56	и тем не	1	1
57	не может считаться	1	1
58	и с другой	1	1
59	потому что он	2	1
60	то время как	3	1
61	так же как	1	1
62	не потому что	1	1
63	что есть еще	1	1
64	таким образом и	2	1
65	с одной стороны	7	1
66	смысле этого слова	1	1
67	по существу и	1	1
68	что когда я	1	1
69	думают что если	1	1
70	это не значит	1	1
71	т д все	1	1
72	с другой стороны	8	1
73	речь идет о	1	1
74	во всяком случае	2	1
75	ее но и	1	1
76	том смысле что	1	1
77	в то время	3	1
78	существу и по	1	1
79	и вместе с	1	1
80	о том что	4	1
81	же не хватает	1	1
82	ней должен быть	1	1
83	т д если	1	1
84	но все же	2	1
85	с этой стороны	1	1
86	для того чтобы	1	1
87	в том смысле	1	1
88	не значит что	1	1
89	один из видов	1	1
90	так как по	1	1
91	не только то	1	1
92	друг с другом	1	1
93	это может быть	1	1
94	где нет ни	1	1
95	но и то	1	1
96	т д в	1	1
97	что и в	2	1
98	несмотря на все	1	1
99	перед нами как	2	1
