N	3gram	Vygotskiy__5	StatiiOP
1	в том что	14	11
2	и т п	3	6
3	не может быть	2	5
4	то обстоятельство что	1	5
5	в этом смысле	1	4
6	по крайней мере	1	4
7	с точки зрения	2	4
8	в этом отношении	3	4
9	то время как	1	4
10	с другой стороны	5	4
11	о том что	6	4
12	в то время	1	4
13	состоит в том	2	3
14	с тем что	3	3
15	в конце концов	2	3
16	не только в	2	3
17	на то что	16	3
18	во время чумы	1	2
19	потому что он	2	2
20	до сих пор	5	2
21	и не в	1	2
22	в том чтобы	2	2
23	что он был	1	2
24	тем что он	1	2
25	с одной стороны	12	2
26	и в этом	1	2
27	в этой трагедии	2	2
28	из которых складывается	1	2
29	что в этой	1	2
30	заключается в том	6	2
31	пир во время	1	2
32	с самого начала	3	2
33	что это есть	2	2
34	по этому поводу	4	2
35	мы имеем в	1	2
36	в течение всей	1	2
37	к тому что	6	2
38	а с другой	4	2
39	в том смысле	1	2
40	в драме и	1	2
41	и т д	3	2
42	можно сказать что	2	1
43	это не может	1	1
44	потому что в	2	1
45	иметь в виду	3	1
46	и той же	2	1
47	но так как	1	1
48	в том виде	1	1
49	более или менее	1	1
50	на самом деле	2	1
51	в самом деле	5	1
52	он может быть	1	1
53	так что когда	1	1
54	во многих случаях	1	1
55	с которым мы	1	1
56	в одной из	1	1
57	то же самое	3	1
58	принять во внимание	2	1
59	то что эти	1	1
60	что действующие лица	1	1
61	том что он	1	1
62	именно то что	4	1
63	сам по себе	3	1
64	вместе с тем	3	1
65	том что именно	1	1
66	но в сущности	1	1
67	в собственном смысле	1	1
68	и в речи	1	1
69	связи которая существует	2	1
70	можно было бы	3	1
71	понятно если принять	1	1
72	потому что для	1	1
73	в частности на	1	1
74	то что в	2	1
75	в лучшем случае	3	1
76	в значительной мере	1	1
77	с этой точки	1	1
78	он должен был	2	1
79	когда пушкин говорит	1	1
80	и в частности	1	1
81	тем что мы	1	1
82	в применении к	1	1
83	о том в	1	1
84	к ней и	1	1
85	том смысле в	1	1
86	и если в	1	1
87	и когда пушкин	2	1
88	и что он	1	1
89	если принять во	1	1
90	если бы в	1	1
91	внимание именно на	1	1
92	время чумы и	1	1
93	то что он	3	1
94	как и вообще	1	1
95	трагедии нет и	1	1
96	он говорит что	2	1
97	приводит к тому	1	1
98	мы имеем здесь	1	1
99	я имею в	1	1
100	этой точки зрения	1	1
101	мы имели дело	1	1
102	каждом отдельном случае	1	1
103	трагедии в ней	1	1
104	что рядом с	1	1
105	который говорил что	1	1
106	имею в виду	1	1
107	в этом письме	1	1
108	но не из	1	1
109	одной стороны он	1	1
110	то что ему	1	1
111	в свою очередь	1	1
112	что у него	1	1
113	и в самом	2	1
114	не только не	4	1
115	в каждой из	1	1
116	той или иной	2	1
117	речь идет о	1	1
118	его жизни но	1	1
119	и в результате	2	1
120	что в подлиннике	1	1
121	совершенно очевидно что	2	1
122	вопрос о том	2	1
123	но и ни	1	1
124	в каждом отдельном	1	1
125	одной и той	2	1
126	у нас не	1	1
127	для того чтобы	19	1
128	и прямо противоположное	1	1
129	благодаря тому что	1	1
130	в русской литературе	1	1
131	и в другом	1	1
