N	2gram	Potebnia_M_3	Problema
1	и в	30	30
2	в своей	2	22
3	то есть	34	21
4	не только	21	18
5	то что	18	18
6	в этом	10	17
7	том что	18	17
8	и даже	2	14
9	людей и	2	13
10	таким образом	14	13
11	но и	19	13
12	потому что	46	13
13	о том	2	12
14	в его	4	12
15	в том	32	12
16	и не	15	12
17	так что	7	11
18	в своем	5	11
19	у него	2	11
20	в этой	2	10
21	в виде	2	10
22	для нас	20	10
23	точки зрения	2	10
24	все же	2	9
25	но в	1	9
26	как символ	1	9
27	и вообще	3	9
28	который в	1	9
29	только в	21	9
30	и все	3	9
31	сказать что	5	9
32	хотя и	1	8
33	с точки	1	8
34	никак не	3	8
35	вовсе не	7	8
36	но не	7	7
37	как и	10	7
38	не в	15	7
39	связи с	2	7
40	здесь не	1	7
41	так и	11	7
42	что он	6	7
43	может быть	28	7
44	в результате	1	7
45	вместе с	12	7
46	и на	3	6
47	тут же	2	6
48	и как	5	6
49	в нем	9	6
50	при помощи	1	6
51	его в	3	6
52	несмотря на	2	6
53	и его	4	6
54	можно сказать	3	6
55	и что	10	6
56	что и	13	6
57	мы читаем	1	6
58	уже не	6	6
59	так как	13	6
60	с другой	7	6
61	прежде всего	3	6
62	как бы	3	6
63	а в	12	6
64	другой стороны	4	6
65	и то	8	5
66	для себя	3	5
67	в которой	3	5
68	тем не	3	5
69	в силу	3	5
70	и с	2	5
71	с тем	7	5
72	нисколько не	1	5
73	миф о	1	5
74	но он	1	5
75	что этот	1	5
76	не менее	5	5
77	и притом	2	5
78	того как	4	5
79	и о	2	5
80	что у	1	5
81	художественное творчество	1	5
82	мы можем	3	5
83	а не	15	5
84	не может	6	5
85	так же	3	5
86	в самом	8	5
87	что в	17	5
88	человека и	5	4
89	того же	1	4
90	едва ли	1	4
91	и он	1	4
92	в себе	16	4
93	при этом	3	4
94	людей из	1	4
95	но все	2	4
96	об этом	2	4
97	было бы	9	4
98	ни в	2	4
99	по крайней	5	4
100	в то	10	4
101	как о	2	4
102	тогда когда	9	4
103	ясно что	1	4
104	нас в	1	4
105	крайней мере	5	4
106	или в	3	4
107	далеко не	4	4
108	еще и	1	4
109	а с	2	4
110	если не	4	4
111	в смысле	4	4
112	как именно	1	4
113	жизни в	1	4
114	гораздо более	1	4
115	тем же	4	3
116	на первом	1	3
117	от своих	4	3
118	время как	1	3
119	в виду	1	3
120	в ней	8	3
121	еще не	5	3
122	он сам	1	3
123	в ее	2	3
124	совсем не	1	3
125	находит в	2	3
126	только тогда	9	3
127	что они	2	3
128	что касается	1	3
129	от этого	2	3
130	бы не	4	3
131	с одной	7	3
132	он не	4	3
133	такого же	1	3
134	знает что	1	3
135	не всегда	2	3
136	нас не	1	3
137	однако в	1	3
138	и другое	1	3
139	но только	2	3
140	и после	2	3
141	есть только	5	3
142	указывает на	6	3
143	он видит	1	3
144	и которая	1	3
145	то время	4	3
146	жизнь и	1	3
147	с ним	6	3
148	после того	1	3
149	и который	1	3
150	все в	2	3
151	к нему	3	3
152	же в	2	3
153	того что	18	3
154	тот же	1	3
155	и тем	5	3
156	в начале	3	3
157	в одном	2	3
158	в других	2	3
159	для того	4	3
160	именно в	3	3
161	одной стороны	3	3
162	а потом	1	3
163	быть только	4	3
164	о котором	1	3
165	точно так	12	3
166	и наиболее	1	2
167	таком случае	2	2
168	самом деле	2	2
169	но тем	2	2
170	и до	2	2
171	то же	23	2
172	по его	1	2
173	мы не	9	2
174	с d	3	2
175	равно как	1	2
176	в таком	3	2
177	все эти	1	2
178	в чем	3	2
179	не то	3	2
180	не входит	1	2
181	не все	4	2
182	по отношению	5	2
183	отношение к	2	2
184	на то	2	2
185	в одной	1	2
186	как в	10	2
187	что именно	4	2
188	когда он	1	2
189	однако на	1	2
190	и каждое	2	2
191	духа в	1	2
192	бы с	1	2
193	другого как	1	2
194	тоже не	1	2
195	на его	2	2
196	всем своем	1	2
197	не к	4	2
198	прежде чем	2	2
199	его на	1	2
200	его не	1	2
201	которого не	1	2
202	это не	1	2
203	форму и	1	2
204	в них	5	2
205	с такой	1	2
206	и тогда	3	2
207	раз и	1	2
208	и без	7	2
209	во времена	2	2
210	в котором	4	2
211	себе а	4	2
212	и более	1	2
213	был уже	1	2
214	в таких	1	2
215	человека но	1	2
216	и сама	1	2
217	на него	3	2
218	того чтобы	3	2
219	находит для	1	2
220	ничего не	1	2
221	больше чем	1	2
