N	2gram	Propp_Isto_5	Problemy
1	и в	25	35
2	как бы	2	31
3	и не	11	27
4	что он	22	24
5	в его	12	21
6	но в	1	19
7	как и	7	18
8	к себе	1	18
9	не может	6	18
10	в нем	7	16
11	то же	4	15
12	и все	3	15
13	в этом	10	14
14	и его	9	14
15	для него	1	14
16	может быть	17	14
17	но и	13	14
18	все это	4	14
19	он не	4	13
20	к нему	3	13
21	и с	3	12
22	прежде всего	6	12
23	и к	1	12
24	в пределах	4	11
25	в то	3	11
26	самом деле	2	10
27	не только	13	10
28	не в	6	10
29	же время	1	10
30	героя и	3	10
31	то что	7	10
32	а я	1	10
33	на самом	1	9
34	мы уже	4	8
35	я не	1	8
36	все же	10	8
37	самого начала	1	8
38	как мы	5	8
39	с самого	1	8
40	и для	2	8
41	потому что	7	8
42	еще не	8	7
43	на них	2	7
44	себе и	1	7
45	и наконец	1	7
46	там где	6	7
47	таким образом	9	7
48	и сам	2	7
49	в виде	9	7
50	вовсе не	2	7
51	так же	5	7
52	точки зрения	2	7
53	с ним	4	7
54	а в	3	7
55	отношению к	2	7
56	и на	8	6
57	он сам	1	6
58	но не	5	6
59	по отношению	2	6
60	отношение к	1	6
61	что они	1	6
62	в самом	1	6
63	что у	4	6
64	к тому	1	6
65	он с	1	6
66	в одном	1	6
67	и что	8	6
68	только в	7	6
69	слова в	1	6
70	но это	7	6
71	от него	1	6
72	не знает	1	6
73	что в	8	6
74	как в	6	5
75	в себе	1	5
76	пределах одного	1	5
77	от себя	2	5
78	в конце	1	5
79	даже в	2	5
80	во время	7	5
81	на него	8	5
82	уже говорили	1	5
83	его с	1	5
84	и это	4	5
85	в том	6	5
86	так что	2	5
87	и даже	1	5
88	к своему	1	5
89	как к	1	5
90	героя в	9	5
91	он в	1	4
92	же и	1	4
93	над собой	1	4
94	сливается с	1	4
95	та же	1	4
96	что это	5	4
97	но на	1	4
98	и вот	1	4
99	друг с	2	4
100	но все	5	4
101	из своего	1	4
102	его в	9	4
103	в своей	2	4
104	но он	2	4
105	по себе	2	4
106	меня не	1	4
107	никогда не	3	4
108	во всем	2	4
109	как будто	1	4
110	его за	1	4
111	где он	1	4
112	еще в	2	4
113	все его	2	4
114	говорит он	1	4
115	наконец в	1	4
116	которым он	1	4
117	и так	1	4
118	и у	1	4
119	только на	1	4
120	всяком случае	1	4
121	так как	11	4
122	у него	2	4
123	тем что	10	4
124	или иной	1	4
125	с другой	9	4
126	он это	1	4
127	с другом	2	4
128	что не	1	4
129	в стиле	1	4
130	а не	2	4
131	с которым	2	4
132	но как	1	4
133	по своему	1	4
134	это он	1	4
135	бы в	1	4
136	тот же	1	4
137	во всяком	1	4
138	себя как	1	3
139	за собой	1	3
140	он знает	1	3
141	и свой	1	3
142	в виду	1	3
143	во всех	2	3
144	совсем не	1	3
145	в одной	1	3
146	с этим	5	3
147	когда он	2	3
148	его к	3	3
149	в целом	3	3
150	все эти	8	3
151	него и	5	3
152	знает что	1	3
153	было бы	1	3
154	нет в	1	3
155	этого не	1	3
156	с тем	8	3
157	такой же	2	3
158	в котором	1	3
159	не как	4	3
160	и слез	1	3
161	героя из	1	3
162	ничего не	2	3
163	или как	2	3
164	им и	2	3
165	в ее	4	3
166	и говорит	1	3
167	с человеком	1	3
168	там в	1	3
169	под влиянием	2	3
170	сводится к	1	3
171	что и	6	3
172	это не	6	3
173	в форме	3	3
174	в него	5	3
175	того что	2	3
176	но так	2	3
177	принимает форму	1	3
178	он уже	1	3
179	уже не	11	3
180	уже в	2	3
181	из них	2	3
182	его и	2	3
183	а с	1	3
184	мы остановимся	1	3
185	которой он	2	3
186	и от	1	3
187	мы должны	4	3
188	только что	1	3
189	том что	8	3
190	сказать что	2	3
191	другой стороны	8	3
192	например в	5	2
193	и отчасти	1	2
194	сам по	1	2
195	из его	1	2
196	проникает в	1	2
197	а как	2	2
198	она в	1	2
199	героя но	2	2
200	время как	1	2
201	в ней	5	2
202	и происходит	1	2
203	в которых	3	2
204	быть в	1	2
205	что его	3	2
206	в голове	2	2
207	герой не	3	2
208	уже как	1	2
209	отличие от	1	2
210	по которому	3	2
211	в своем	1	2
212	мы можем	2	2
213	и как	3	2
214	увидим что	1	2
215	них он	1	2
216	в которой	4	2
217	еще один	2	2
218	вас и	1	2
219	при этом	1	2
220	всех этих	1	2
221	и тотчас	1	2
222	их в	3	2
223	и по	2	2
224	на этом	3	2
225	а затем	7	2
226	что все	4	2
227	той же	1	2
228	это было	2	2
229	с другими	4	2
230	героя на	1	2
231	но уже	3	2
232	и вы	1	2
233	вот пример	1	2
234	же я	1	2
235	в этих	6	2
236	места в	1	2
237	с точки	1	2
238	в отличие	1	2
239	войти в	1	2
240	на всю	1	2
241	как можно	2	2
242	между двумя	1	2
243	вопрос о	2	2
244	что с	1	2
245	не менее	4	2
246	этими двумя	1	2
247	о них	1	2
248	к другим	1	2
249	подобно тому	1	2
250	этих двух	1	2
251	к ней	1	2
252	мире и	1	2
253	обращает на	1	2
254	ли это	1	2
255	очень часто	1	2
256	приведенных нами	1	2
257	а что	1	2
258	и он	6	2
259	здесь еще	3	2
260	без всякого	1	2
261	так в	2	2
262	приводит к	1	2
263	в дальнейшем	4	2
264	с собой	1	2
265	на нее	2	2
266	здесь он	2	2
267	особенно в	2	2
268	мог бы	1	2
269	для этого	1	2
270	и вообще	3	2
271	о нем	3	2
272	о том	7	2
273	на вопрос	1	2
274	на которой	2	2
275	одной из	1	2
276	мы увидим	5	2
277	то в	2	2
278	в эти	1	2
279	себя в	6	2
280	со своим	1	2
281	конечно не	1	2
282	в жизни	1	2
283	героя мы	1	2
284	за ним	4	2
285	мы знаем	8	2
286	него нет	1	2
287	это место	1	2
288	друг друга	3	2
289	уже и	2	2
290	тогда в	1	2
291	связан с	2	2
292	что на	1	2
293	здесь в	1	2
294	такое же	2	2
295	говорит о	2	2
296	одна и	1	2
297	мы видели	7	2
298	вместе с	22	2
299	себя за	1	2
300	не знал	2	2
301	тому как	1	2
302	из этого	1	2
303	с этой	2	2
304	но для	2	2
305	пока еще	1	2
306	это уже	2	2
307	или в	6	2
308	что оно	1	2
309	хотя бы	1	2
310	из братьев	1	2
311	меня в	2	2
312	себе но	1	2
313	но эти	3	2
314	ни на	1	2
315	ту же	2	1
316	одним из	2	1
317	функции в	1	1
318	мы здесь	4	1
319	в сердце	1	1
320	всего этот	1	1
321	он может	2	1
322	силы и	1	1
323	но тем	1	1
324	и меня	1	1
325	здесь и	1	1
326	непосредственной близости	1	1
327	в их	1	1
328	есть не	1	1
329	мы не	5	1
330	что уже	1	1
331	когда герой	4	1
332	они были	1	1
333	но даже	1	1
334	ему в	3	1
335	то это	3	1
336	и заставляет	1	1
337	зависимости от	1	1
338	того же	2	1
339	свою очередь	1	1
340	его почти	1	1
341	другим в	1	1
342	а еще	2	1
343	служит для	1	1
344	на своих	2	1
345	мысль что	1	1
346	его так	1	1
347	в изображении	1	1
348	да он	1	1
349	то он	1	1
350	тех же	2	1
351	в качестве	7	1
352	него с	1	1
353	что так	1	1
354	иногда они	2	1
355	нельзя дать	1	1
356	отнюдь не	1	1
357	чем же	1	1
358	словом в	1	1
359	и пр	3	1
360	что касается	1	1
361	перед нами	2	1
362	начал перед	1	1
363	говорит что	1	1
364	впечатление что	1	1
365	сами себя	1	1
366	мы это	1	1
367	вопрос почему	1	1
368	и основной	1	1
369	или во	1	1
370	есть как	1	1
371	в этой	3	1
372	он думает	1	1
373	нами в	1	1
374	много примеров	1	1
375	роль в	2	1
376	во многих	1	1
377	его но	1	1
378	начинают меняться	1	1
379	он ни	1	1
380	еще раньше	1	1
381	чтобы они	1	1
382	он должен	1	1
383	на тот	1	1
384	и если	1	1
385	из него	2	1
386	так например	2	1
387	они на	1	1
388	в нее	6	1
389	человека в	3	1
390	здесь мы	5	1
391	что этот	2	1
392	и характер	1	1
393	об этом	2	1
394	в глубине	1	1
395	мотив а	1	1
396	с целью	1	1
397	когда уже	2	1
398	входит в	5	1
399	пока он	1	1
400	и мы	2	1
401	и мучает	1	1
402	есть несколько	1	1
403	стоит на	1	1
404	по всему	1	1
405	с водой	1	1
406	она и	1	1
407	гл iv	2	1
408	его все	1	1
409	этим и	1	1
410	для чего	1	1
411	фигурирует в	2	1
412	здесь можно	2	1
413	перейдем к	2	1
414	как таковой	1	1
415	он бросает	2	1
416	перед собой	1	1
417	и видит	1	1
418	которую он	1	1
419	том как	2	1
420	почти нет	1	1
421	что такое	1	1
422	таким же	2	1
423	и ее	1	1
424	можно найти	2	1
425	этого места	1	1
426	о герое	2	1
427	еще нет	1	1
428	приведем лишь	1	1
429	они уже	1	1
430	свой смысл	1	1
431	делает вид	3	1
432	говорит с	1	1
433	тем не	4	1
434	и эти	1	1
435	что никакой	1	1
436	без всяких	2	1
437	и более	1	1
438	приводят к	1	1
439	мир он	1	1
440	но они	1	1
441	и оставляет	1	1
442	в таких	3	1
443	она не	2	1
444	почти никогда	1	1
445	которых он	1	1
446	считает что	1	1
447	на котором	1	1
448	правда в	1	1
449	одна из	2	1
450	я буду	1	1
451	уже очень	1	1
452	в процессе	1	1
453	в основе	1	1
454	к изучению	1	1
455	материала в	1	1
456	героем в	1	1
457	того чтобы	3	1
458	и всегда	1	1
459	открыто и	1	1
460	сам герой	1	1
461	глазах и	1	1
462	два героя	1	1
463	развивается в	1	1
464	не говорит	1	1
465	связи с	8	1
466	чтобы спасти	1	1
467	здесь же	1	1
468	из истории	1	1
469	и при	2	1
470	перед ним	1	1
471	издевается над	1	1
472	как для	1	1
473	которые его	2	1
474	они и	1	1
475	для того	3	1
476	оно не	1	1
477	время он	1	1
478	приведем еще	1	1
479	из нее	2	1
480	приходит к	1	1
481	не совсем	6	1
482	на нем	1	1
483	в некоторых	4	1
484	здесь не	1	1
485	данном случае	2	1
486	в особенности	3	1
487	в себя	3	1
488	но мы	3	1
489	то время	1	1
490	на свой	1	1
491	рассудка и	1	1
492	людей он	1	1
493	обращаясь к	1	1
494	что может	1	1
495	здесь как	2	1
496	мы приведем	2	1
497	во многом	1	1
498	не чужда	2	1
499	найти в	1	1
500	заставляет ее	1	1
501	герою а	1	1
502	если бы	2	1
503	находится в	2	1
504	говорят что	1	1
505	можно бы	3	1
506	приближается к	2	1
507	же необходимо	1	1
508	характер этого	1	1
509	никак не	1	1
510	или на	2	1
511	образом в	2	1
512	после того	3	1
513	их на	2	1
514	должно было	2	1
515	нет у	1	1
516	в приведенных	1	1
517	это может	1	1
518	это из	1	1
519	голосом в	1	1
520	и требует	3	1
521	от них	2	1
522	во втором	1	1
523	но очень	1	1
524	на одном	2	1
525	ним и	2	1
526	что человек	1	1
527	во всей	1	1
528	не видел	1	1
529	и только	1	1
530	средство а	1	1
531	в ту	1	1
532	и она	3	1
533	происходит в	1	1
534	известно что	1	1
535	уходит в	1	1
536	что здесь	3	1
537	нас интересует	1	1
538	в формах	2	1
539	один из	2	1
540	но с	1	1
541	видели что	2	1
542	и часто	1	1
543	и действительно	5	1
544	еще и	1	1
545	падает на	1	1
546	спать не	1	1
547	с одной	7	1
548	не то	1	1
549	же он	1	1
550	то и	1	1
551	героя с	1	1
552	чтобы он	2	1
553	есть уже	1	1
554	этот момент	1	1
555	а то	1	1
556	или даже	1	1
557	в ином	3	1
558	и других	2	1
559	или просто	1	1
560	превращаются в	2	1
561	ответ на	1	1
562	характерно что	1	1
563	там на	1	1
564	себе в	1	1
565	руки и	1	1
566	ведь это	1	1
567	другую сторону	1	1
