N	3gram	Ircho_Kome_2	Psycholo
1	для того чтобы	4	19
2	в том что	5	14
3	с одной стороны	2	12
4	о том что	4	6
5	к тому что	2	6
6	в самом деле	1	5
7	до сих пор	2	5
8	с другой стороны	1	5
9	по сравнению с	1	4
10	не в состоянии	1	3
11	никак не может	1	3
12	вместе с тем	4	3
13	то что он	2	3
14	с самого начала	1	3
15	и т п	2	3
16	можно было бы	2	3
17	друг с другом	2	3
18	тех пор пока	1	2
19	сводится к тому	1	2
20	потому что в	1	2
21	с точки зрения	1	2
22	на первый план	1	2
23	в отличие от	2	2
24	то что в	1	2
25	нечто такое что	1	2
26	не только в	1	2
27	с такой силой	1	2
28	такой силой как	1	2
29	само по себе	1	2
30	не может быть	1	2
31	и в самом	1	2
32	той или иной	1	2
33	до тех пор	3	2
34	друг от друга	1	2
35	только потому что	2	1
36	другой стороны он	1	1
37	по этому вопросу	1	1
38	чуть ли не	2	1
39	по отношению к	3	1
40	более или менее	1	1
41	одной из этих	1	1
42	в этом смысле	2	1
43	именно об этом	1	1
44	вытекает из того	1	1
45	шаг вперед по	1	1
46	в одной из	2	1
47	столь же ясно	1	1
48	что он не	1	1
49	и в свою	1	1
50	мы находим в	1	1
51	том что именно	1	1
52	что в нем	1	1
53	чем больше внимания	1	1
54	мы можем представить	1	1
55	вперед по сравнению	1	1
56	и вовсе не	1	1
57	в том случае	1	1
58	семейной жизни и	1	1
59	то время как	2	1
60	действующих лиц и	1	1
61	что он был	1	1
62	в основе его	1	1
63	можем представить себе	1	1
64	одно существенное различие	1	1
65	из действующих лиц	1	1
66	на задний план	1	1
67	как будто бы	1	1
68	благодаря тому что	1	1
69	имеем дело с	1	1
70	едва ли не	5	1
71	что у него	2	1
72	то окажется что	1	1
73	и в том	1	1
74	того или иного	1	1
75	в частности в	2	1
76	то что не	1	1
77	сих пор не	1	1
78	то обстоятельство что	1	1
79	в то время	3	1
80	сих пор в	1	1
81	в свою очередь	1	1
82	после того как	2	1
83	с первых же	1	1
84	но никак не	1	1
85	с собой в	1	1
86	речь идет о	2	1
87	ни о чем	1	1
88	в целом ряде	1	1
89	что это не	1	1
90	в трагедии и	1	1
91	в ответ на	2	1
92	мы имеем дело	1	1
93	вместо того чтобы	1	1
94	в полной мере	1	1
