N	2gram	Bakhtin_Fr_7	Problema
1	то есть	20	39
2	то что	8	38
3	вовсе не	7	37
4	и не	7	37
5	и в	41	35
6	не есть	2	33
7	не только	5	24
8	сказать что	1	24
9	том что	4	19
10	у нас	1	18
11	даже и	1	18
12	о том	6	18
13	может быть	4	18
14	в этом	15	17
15	но и	9	16
16	такого рода	1	15
17	только в	6	14
18	потому что	5	13
19	не может	3	13
20	и что	1	13
21	во всяком	2	13
22	также и	2	12
23	того что	2	12
24	в том	11	12
25	не просто	2	11
26	не будет	1	11
27	значения и	1	11
28	и даже	1	11
29	так что	1	11
30	прежде всего	11	11
31	что в	9	11
32	в таком	1	11
33	и то	2	10
34	еще не	2	10
35	всяком случае	1	10
36	ничего не	4	10
37	и с	4	10
38	а не	2	10
39	в данном	2	10
40	тем более	1	10
41	едва ли	1	9
42	в этой	13	9
43	если мы	1	9
44	только на	2	9
45	значение и	1	8
46	все же	1	8
47	по себе	1	8
48	есть только	1	8
49	в виду	4	8
50	было бы	4	8
51	уже не	2	8
52	при помощи	1	8
53	есть нечто	1	7
54	совсем не	3	7
55	все эти	13	7
56	мы не	2	7
57	тем самым	3	7
58	не имеет	3	7
59	в конце	8	7
60	так и	10	7
61	в его	12	7
62	конце концов	4	7
63	так как	3	7
64	есть не	2	6
65	а только	2	6
66	но в	8	6
67	что все	2	6
68	же самое	1	6
69	другими словами	2	6
70	в виде	1	6
71	ни в	6	6
72	в области	2	6
73	о чем	1	6
74	но это	3	6
75	и для	5	6
76	в то	10	6
77	то же	13	5
78	по своему	2	5
79	с этим	2	5
80	в самом	1	5
81	в себе	11	5
82	этом смысле	1	5
83	но уже	1	5
84	как и	14	5
85	и без	1	5
86	представление о	1	5
87	связи с	1	5
88	указывает на	1	5
89	и это	5	5
90	как мы	11	5
91	данном случае	1	5
92	можно было	3	5
93	и на	4	5
94	же это	1	5
95	еще и	1	5
96	в частности	1	5
97	так же	5	5
98	кроме того	3	5
99	в связи	2	5
100	и все	14	5
101	есть то	2	5
102	самом деле	1	4
103	на самом	2	4
104	и есть	3	4
105	и самого	2	4
106	не был	1	4
107	но не	1	4
108	в своем	9	4
109	и как	2	4
110	более или	2	4
111	но именно	3	4
112	их в	2	4
113	таким образом	19	4
114	и тем	1	4
115	далеко не	2	4
116	которой он	2	4
117	на первый	1	4
118	или менее	2	4
119	в этих	2	4
120	или вообще	1	4
121	не будем	1	4
122	в отношении	3	4
123	есть прежде	1	4
124	но только	1	4
125	что на	1	4
126	в каком	1	4
127	не могут	1	4
128	и о	1	4
129	и здесь	4	4
130	тот же	2	4
131	что он	3	4
132	есть в	6	4
133	тем что	3	4
134	и самый	1	4
135	мы говорим	1	4
136	или по	1	4
137	в область	3	4
138	как бы	7	4
139	слова и	1	4
140	все это	10	4
141	в результате	2	4
142	а в	5	4
143	мы здесь	2	3
144	это и	1	3
145	в их	3	3
146	мы уже	12	3
147	что иное	1	3
148	это отношение	1	3
149	но даже	1	3
150	мы еще	1	3
151	первый план	1	3
152	в нашем	1	3
153	что они	1	3
154	в истории	1	3
155	нельзя было	1	3
156	хотя и	4	3
157	не было	3	3
158	не являются	1	3
159	и к	5	3
160	в каком-то	1	3
161	что слово	1	3
162	теории и	1	3
163	при этом	3	3
164	и по	3	3
165	его в	3	3
166	для них	1	3
167	с тем	1	3
168	в слове	1	3
169	несмотря на	3	3
170	нас не	2	3
171	никто не	10	3
172	оказывается что	3	3
173	должны были	1	3
174	но эта	1	3
175	иной раз	1	3
176	при всех	1	3
177	как о	3	3
178	одна из	4	3
179	в основе	1	3
180	только и	1	3
181	мы бы	1	3
182	не знаем	2	3
183	как только	1	3
184	не знает	3	3
185	оно не	2	3
186	она не	1	3
187	ничего общего	1	3
188	с самого	2	3
189	на том	2	3
190	мы в	2	3
191	он сам	1	3
192	иное как	1	3
193	каждый раз	1	3
194	есть элемент	1	3
195	в значительной	2	3
196	нас в	3	3
197	том или	1	3
198	в свете	3	3
199	и наконец	4	3
200	и пусть	1	3
201	один из	1	3
202	ли он	1	3
203	по этому	3	3
204	и всякий	1	3
205	уже в	5	3
206	или даже	1	3
207	и их	3	3
208	уже и	1	3
209	относятся к	1	3
210	только его	1	3
211	к тому	2	3
212	и от	8	3
213	о котором	2	3
214	бы в	2	3
215	от всего	1	3
216	здесь только	2	3
217	я могу	1	3
218	одновременно и	2	3
219	не что	1	3
220	в своих	1	3
221	все что	4	3
222	является для	1	2
223	сказали что	1	2
224	не имел	1	2
225	из самых	3	2
226	ведь и	1	2
227	той же	3	2
228	к положительному	1	2
229	что под	1	2
230	из которых	2	2
231	в ней	5	2
232	здесь не	1	2
233	во всех	3	2
234	себе и	1	2
235	друг от	1	2
236	учение о	2	2
237	в той	3	2
238	общего с	1	2
239	перед нами	2	2
240	нами в	1	2
241	роль в	2	2
242	не годится	1	2
243	имеем в	2	2
244	человек не	1	2
245	время и	1	2
246	он не	4	2
247	в корне	1	2
248	содержит в	1	2
249	в плане	5	2
250	его от	1	2
251	в нее	3	2
