N	3gram	Bakhtin_Pr_3	Komedia
1	в том что	1	9
2	и т п	6	5
3	с другой стороны	3	5
4	к тому же	2	5
5	в конце концов	3	4
6	то же время	12	4
7	в то же	12	4
8	и т д	2	4
9	по отношению к	5	3
10	в этом отношении	1	3
11	о том что	2	3
12	может быть даже	3	2
13	до сих пор	1	2
14	как и в	1	2
15	то ни было	4	2
16	каждый из них	2	2
17	бы то ни	4	2
18	во всяком случае	5	2
19	на протяжении всего	4	2
20	именно потому что	2	2
21	на то что	1	2
22	хотя и не	1	1
23	или хотя бы	1	1
24	что же касается	1	1
25	время от времени	2	1
26	но и не	1	1
27	и к тому	2	1
28	отношение к себе	3	1
29	большей или меньшей	1	1
30	подобно тому как	2	1
31	а между тем	3	1
32	в том же	1	1
33	вместе с тем	2	1
34	как будто бы	1	1
35	в чем не	2	1
36	а может быть	2	1
37	это вовсе не	1	1
38	что все это	2	1
39	он не мог	1	1
40	раз в жизни	1	1
41	со всех сторон	1	1
42	вы думаете что	3	1
43	и у других	1	1
44	героев правда в	1	1
45	в значительной степени	1	1
46	в данном случае	1	1
47	в высшей степени	3	1
48	на этот раз	1	1
49	смысле этого слова	2	1
50	в чем же	1	1
51	но при этом	1	1
52	в отличие от	2	1
53	в его произведениях	1	1
54	в нашу задачу	1	1
55	во всех отношениях	1	1
56	которого он в	2	1
57	и в том	1	1
58	потому что они	1	1
59	и ненависть к	1	1
60	ни в чем	2	1
61	что он не	1	1
62	быть даже и	1	1
63	из них он	1	1
64	с самого начала	8	1
65	ни в одном	1	1
66	и прежде всего	4	1
67	на него если	1	1
68	к нему с	1	1
69	может и не	1	1
70	в большинстве случаев	2	1
71	как мы уже	1	1
72	к тому что	1	1
73	в отношении к	7	1
74	тем не менее	2	1
75	как мы видели	2	1
76	сплошь да рядом	1	1
77	для того чтобы	1	1
78	и все это	3	1
79	и тот же	1	1
