N	3gram	Bakhtin_Pr_1	Istorich
1	и т д	1	22
2	не может быть	11	7
3	тем не менее	3	6
4	с другой стороны	4	5
5	до сих пор	1	5
6	в большинстве случаев	5	4
7	так например в	1	4
8	с одной стороны	3	4
9	на то что	1	4
10	в том что	3	4
11	дело в том	1	3
12	по отношению к	19	3
13	то же самое	2	3
14	то время как	1	3
15	в то время	1	3
16	в связи с	1	3
17	можно было бы	3	3
18	оно может быть	1	2
19	в таких случаях	1	2
20	бы то ни	3	2
21	но и в	2	2
22	то что в	1	2
23	на этот вопрос	1	2
24	могли бы быть	1	2
25	и тем не	1	2
26	если бы мы	1	2
27	то ни было	2	2
28	и должно быть	1	2
29	в отличие от	5	2
30	как мы увидим	3	2
31	мы будем называть	1	2
32	вопрос о том	1	2
33	где мы имеем	1	1
34	и потому в	1	1
35	только в пределах	1	1
36	а иногда и	1	1
37	мы имеем дело	2	1
38	иметь в виду	1	1
39	тесно связан с	1	1
40	да и не	1	1
41	могут быть выделены	1	1
42	равно как и	1	1
43	не говоря уже	1	1
44	подобно тому как	1	1
45	в этом смысле	3	1
46	не раз и	1	1
47	о том как	1	1
48	одной стороны и	1	1
49	в нем и	1	1
50	этих явлений в	1	1
51	сами по себе	1	1
52	т д мы	1	1
53	на самом же	1	1
54	и т п	13	1
55	в нем он	1	1
56	но никогда не	1	1
57	с природой и	1	1
58	в противном случае	3	1
59	говоря уже о	1	1
60	может быть только	3	1
61	и в области	2	1
62	может быть понят	1	1
63	и др или	1	1
64	и между ними	1	1
65	в значительной степени	1	1
66	не можем это	1	1
67	другой же стороны	2	1
68	не чем иным	1	1
69	в иных случаях	3	1
70	но в то	1	1
71	не только в	2	1
72	таким образом и	1	1
73	в меньшей степени	1	1
74	мы увидим это	1	1
75	она никогда не	1	1
76	как мы это	1	1
77	в том как	1	1
78	нем он должен	1	1
79	не в том	1	1
80	мы останавливаться не	1	1
81	не могут быть	2	1
82	ее нет в	1	1
83	в этом направлении	1	1
84	тем или иным	1	1
85	быть не может	1	1
86	в основе очень	1	1
87	самом же деле	1	1
88	основе очень многих	1	1
89	по себе не	1	1
90	ставит его в	1	1
91	ни одной из	1	1
92	есть не что	1	1
93	таким образом в	1	1
94	чем иным как	1	1
95	никогда не может	2	1
96	в тех же	1	1
97	в первом случае	1	1
98	того или иного	2	1
99	хотя бы в	1	1
100	останавливаться не будем	1	1
101	что иное как	1	1
102	как материала для	1	1
103	не более как	1	1
104	смысле этого слова	1	1
105	вследствие этого и	1	1
106	если бы не	1	1
107	может быть признано	1	1
108	к тому что	1	1
109	есть первый шаг	1	1
110	не что иное	1	1
111	не входят в	2	1
112	может быть объяснено	1	1
113	и в нем	3	1
114	и в этом	1	1
115	для того чтобы	2	1
116	с другой же	2	1
117	в этом отношении	2	1
118	мы еще не	1	1
119	до известной степени	1	1
