N	3gram	Propp_Isto_2	Analitik
1	о том что	2	6
2	в том что	5	6
3	по отношению к	3	4
4	с одной стороны	3	4
5	в этом случае	5	4
6	к тому же	2	4
7	подобно тому как	3	3
8	тем не менее	1	3
9	в обоих случаях	1	2
10	можно было бы	3	2
11	не только в	4	2
12	в отличие от	1	2
13	с другой стороны	2	2
14	т е к	1	2
15	не только не	1	2
16	на то что	2	2
17	не в состоянии	1	1
18	что иное как	2	1
19	при встрече с	1	1
20	в тех случаях	1	1
21	следует понимать как	1	1
22	таит в себе	1	1
23	но и в	2	1
24	в третий раз	2	1
25	во всех этих	2	1
26	что она не	1	1
27	со всех сторон	4	1
28	несмотря на то	1	1
29	в этой связи	1	1
30	в таких случаях	2	1
31	только с одним	2	1
32	и нисколько не	1	1
33	в сущности это	1	1
34	и то же	1	1
35	как один из	1	1
36	так или иначе	1	1
37	смерти на лице	1	1
38	в связи с	4	1
39	видит не только	1	1
40	из них не	1	1
41	очень близки к	1	1
42	которые следует понимать	1	1
43	есть не что	1	1
44	всех этих случаях	2	1
45	не может быть	2	1
46	не только на	1	1
47	не что иное	2	1
48	не столько с	1	1
49	в этих случаях	8	1
50	есть то самое	1	1
51	тех случаях когда	1	1
52	то что она	1	1
53	в силу своей	1	1
54	жизнью и смертью	1	1
55	друг с другом	1	1
56	дело не в	2	1
57	точно так же	6	1
58	могут быть поставлены	1	1
