N	4gram	Bakhtin_Pr_1	Tvorches
1	в то же время	7	7
2	и в то же	3	2
3	точка зрения извне как	1	1
4	заранее обессилена и лишена	1	1
5	не знал бы уже	1	1
6	обессилена и лишена завершающего	1	1
7	нечего сказать чего он	1	1
8	дело в том что	1	1
9	сказать чего он не	1	1
10	извне как бы заранее	1	1
11	его героиней была идея	1	1
12	в творчестве достоевского но	1	1
13	но в то же	2	1
14	бы он ни был	1	1
15	зрения извне как бы	1	1
16	бы заранее обессилена и	1	1
17	работе идеологический роман достоевского	1	1
18	как бы заранее обессилена	1	1
19	чего он не знал	1	1
20	записок из подполья нам	1	1
21	в романе достоевского нет	1	1
22	о герое записок из	1	1
23	определение романа достоевского как	2	1
24	в романах достоевского но	1	1
25	нам буквально нечего сказать	1	1
26	герое записок из подполья	1	1
27	буквально нечего сказать чего	1	1
28	он не знал бы	1	1
29	так же как и	1	1
30	из подполья нам буквально	1	1
31	и лишена завершающего слова	1	1
32	подполья нам буквально нечего	1	1
