N	2gram	Medvedev_F_1	Istorich
1	и в	24	22
2	в этом	15	17
3	и т	12	16
4	т е	34	16
5	т д	8	15
6	что в	4	15
7	не только	7	14
8	мы видели	2	13
9	но и	7	12
10	и не	20	12
11	в этих	1	11
12	может быть	14	11
13	и пр	17	11
14	или в	1	11
15	но в	5	10
16	таким образом	13	10
17	еще не	6	10
18	в нем	14	9
19	что и	2	9
20	в том	6	9
21	что он	3	9
22	вместе с	2	9
23	как мы	5	8
24	мы видим	1	8
25	что они	1	8
26	с этим	2	8
27	том что	1	8
28	но не	3	7
29	то что	8	7
30	и здесь	6	7
31	уже не	2	7
32	из них	1	7
33	так как	1	7
34	с другой	5	7
35	другой стороны	1	7
36	там где	1	7
37	к этому	1	7
38	то же	10	6
39	мы уже	1	6
40	это не	2	6
41	ничего не	2	6
42	связи с	3	6
43	так в	1	6
44	если бы	4	6
45	в них	3	6
46	друг друга	4	6
47	а не	10	6
48	а в	6	6
49	с ней	1	6
50	все же	3	5
51	он не	3	5
52	в этой	6	5
53	тем не	1	5
54	не менее	11	5
55	могут быть	1	5
56	к нему	1	5
57	в свете	1	5
58	того что	5	5
59	один из	3	5
60	так что	1	5
61	до сих	6	5
62	в частности	4	5
63	есть и	1	5
64	сих пор	6	5
65	мы здесь	1	4
66	и на	8	4
67	все эти	6	4
68	отношение к	3	4
69	не в	8	4
70	на этом	1	4
71	и с	8	4
72	можно найти	1	4
73	у нас	5	4
74	как это	6	4
75	но он	1	4
76	к ней	2	4
77	видим что	1	4
78	и его	10	4
79	что на	1	4
80	она не	6	4
81	в пределах	6	4
82	в другой	2	4
83	только в	2	4
84	его и	2	4
85	а именно	1	4
86	связано с	1	4
87	они не	3	4
88	в данном	1	4
89	для нас	1	4
90	в свою	8	4
91	не может	16	4
92	и другие	1	4
93	и ее	10	3
94	в чем	1	3
95	со стороны	5	3
96	целый ряд	3	3
97	и как	3	3
98	и к	4	3
99	в целом	6	3
100	из этих	1	3
101	на его	2	3
102	могло быть	1	3
103	его в	3	3
104	было бы	6	3
105	должен был	1	3
106	для них	1	3
107	далеко не	1	3
108	как и	11	3
109	состоит в	1	3
110	и эти	1	3
111	в русской	1	3
112	никогда не	4	3
113	потому что	1	3
114	однако это	1	3
115	он и	1	3
116	к тому	3	3
117	что некоторые	1	3
118	они и	1	3
119	здесь не	3	3
120	данном случае	1	3
121	что у	1	3
122	на нее	2	3
