N	3gram	Bakhtin_Pr_2	Myshleni
1	в том что	1	17
2	в отличие от	4	6
3	в собственном смысле	1	6
4	можно было бы	3	5
5	с одной стороны	1	5
6	в связи с	1	5
7	мы уже говорили	3	5
8	тем не менее	2	5
9	друг с другом	4	5
10	то время как	2	4
11	же как и	1	4
12	смысле этого слова	1	4
13	во всяком случае	1	4
14	в то время	2	4
15	о том что	1	3
16	сами по себе	1	3
17	с другой стороны	3	3
18	не мог бы	1	3
19	на то что	2	3
20	этой точки зрения	1	2
21	по отношению к	5	2
22	в этом смысле	2	2
23	как мы увидим	3	2
24	того и другого	2	2
25	уже говорили что	2	2
26	не может быть	4	2
27	собственном смысле слова	1	2
28	так и в	1	2
29	само по себе	1	2
30	той или иной	3	2
31	как мы уже	1	2
32	как и в	3	2
33	мы и в	1	1
34	связи с теми	1	1
35	более или менее	3	1
36	предмете и это	1	1
37	так или иначе	1	1
38	в том числе	1	1
39	даны в прямой	1	1
40	то же самое	1	1
41	о том как	1	1
42	с точки зрения	8	1
43	до сих пор	7	1
44	как и все	4	1
45	хотя бы и	1	1
46	сам по себе	5	1
47	является одним из	1	1
48	бы то ни	1	1
49	между тем как	1	1
50	так как если	1	1
51	том числе и	1	1
52	увидим дальше что	1	1
53	том или ином	1	1
54	с двух точек	1	1
55	как если бы	2	1
56	на него в	1	1
57	в котором все	1	1
58	что было бы	1	1
59	что он так	1	1
60	его лежит не	1	1
61	мы увидим дальше	1	1
62	со всеми его	1	1
63	а как бы	1	1
64	не в его	1	1
65	то ни было	1	1
66	мы не знаем	1	1
67	все же не	1	1
68	на этот раз	1	1
69	тот же самый	1	1
70	время как в	1	1
71	на которой он	1	1
72	в значительной степени	1	1
73	всеми остальными и	1	1
74	остается тем же	1	1
75	перед нами в	1	1
76	друг к другу	2	1
77	и в том	1	1
78	в него как	2	1
79	но тем не	1	1
80	над всеми остальными	1	1
81	в такой форме	1	1
82	человека и его	2	1
83	двух точек зрения	2	1
84	мы будем говорить	1	1
85	в известной степени	1	1
86	друг от друга	2	1
87	с ними все	1	1
88	связи между словами	1	1
89	сама по себе	4	1
90	если бы оно	1	1
91	в процессе его	1	1
92	мы увидим что	1	1
93	в конце концов	2	1
94	как мы говорили	1	1
95	но по своей	1	1
