N	3gram	Vinokur_St_1	Problemy
1	то же время	4	12
2	в то же	4	12
3	на самом деле	6	10
4	и т п	9	6
5	не может быть	5	6
6	по отношению к	3	5
7	и в то	1	5
8	во всяком случае	6	5
9	в этом смысле	1	4
10	с точки зрения	8	4
11	бы то ни	1	4
12	а между тем	1	3
13	в самом деле	5	3
14	по крайней мере	2	3
15	и не в	1	3
16	но в то	2	3
17	в конце концов	1	3
18	и в самом	3	3
19	с другой стороны	6	3
20	может быть даже	1	3
21	то все же	1	2
22	смысле этого слова	1	2
23	в той или	1	2
24	а вовсе не	1	2
25	в этом случае	2	2
26	и не может	1	2
27	хотя бы и	2	2
28	же время не	1	2
29	а может быть	1	2
30	что в нем	2	2
31	такой же степени	1	2
32	в которых я	1	2
33	что он в	1	2
34	и в этом	3	2
35	ведь и сам	1	2
36	на тему о	1	2
37	а не в	1	2
38	о том что	11	2
39	ни в чем	1	2
40	так и в	4	2
41	идет лишь о	1	2
42	той или иной	1	2
43	тем не менее	2	2
44	не знает и	1	2
45	и т д	21	2
46	должны были бы	1	1
47	знает и не	1	1
48	одних и тех	1	1
49	в которой он	1	1
50	с которыми мы	1	1
51	себя самого и	1	1
52	как и во	1	1
53	же степени как	1	1
54	в котором он	1	1
55	и в отношении	1	1
56	но даже и	1	1
57	и по отношению	1	1
58	в том и	1	1
59	в том же	1	1
60	т д и	2	1
61	сих пор еще	1	1
62	тем что это	1	1
63	что же касается	3	1
64	в одних и	1	1
65	потому что не	1	1
66	самом деле не	1	1
67	точки зрения его	1	1
68	до сих пор	7	1
69	и лишь в	1	1
70	и в других	1	1
71	как в отношении	1	1
72	что он не	1	1
73	в этом отношении	7	1
74	то что в	2	1
75	за то что	3	1
76	с которыми он	1	1
77	и тех же	1	1
78	говорит что он	1	1
79	это вовсе не	1	1
80	ни одного слова	1	1
81	но в плане	1	1
82	и нуждается в	1	1
83	т п но	1	1
84	а в другой	1	1
85	и то что	2	1
86	в своей статье	4	1
87	к тому что	1	1
88	то что оно	1	1
89	и в своих	1	1
90	в данном случае	6	1
91	хотя и с	1	1
92	на этот раз	2	1
93	всяком случае в	2	1
94	но как бы	1	1
95	быть и речи	1	1
96	как будто бы	1	1
97	и не было	1	1
98	что я в	1	1
99	того в чем	1	1
100	всяком случае не	1	1
101	точно и не	1	1
102	может быть и	2	1
103	то что он	1	1
104	каждого из них	2	1
105	для правильного понимания	1	1
106	и в том	2	1
107	самом деле оно	1	1
108	нет ни одного	1	1
109	и не хочет	1	1
110	что же это	1	1
111	быть даже и	1	1
112	деле вовсе не	2	1
113	как и в	2	1
114	и во всякой	1	1
115	ни о каком	1	1
116	но все эти	1	1
117	но все же	3	1
118	как бы ни	1	1
119	самом деле вовсе	1	1
120	бы они ни	1	1
121	они ни были	1	1
122	на то что	4	1
123	вопрос о том	2	1
124	здесь и там	1	1
125	ведь и в	1	1
126	в целом это	1	1
127	в узком смысле	1	1
128	я вовсе не	3	1
129	вовсе не является	1	1
130	для того чтобы	10	1
131	в том что	17	1
132	никогда и не	1	1
133	что и в	4	1
134	и только в	3	1
