N	3gram	Losev_Prob_4	FransuaR
1	в то же	2	10
2	до сих пор	1	8
3	в том что	8	6
4	и в то	1	5
5	как и в	1	4
6	в настоящее время	1	3
7	в том числе	1	3
8	в связи с	3	3
9	третьей и четвертой	1	3
10	в эпоху возрождения	1	2
11	более или менее	2	2
12	с точки зрения	11	2
13	бы то ни	1	2
14	том числе и	1	2
15	во всех областях	1	2
16	в данном случае	5	2
17	с одной стороны	1	2
18	дело в том	1	2
19	в то время	2	2
20	все эти образы	2	2
21	в нем и	1	2
22	о том что	3	2
23	не только не	4	2
24	с другой стороны	6	2
25	для того чтобы	2	2
26	что это не	1	1
27	более высокую ступень	2	1
28	а следовательно и	1	1
29	связь их с	1	1
30	еще далеко не	1	1
31	сказать что в	1	1
32	в чем же	1	1
33	прежде всего в	1	1
34	а также и	2	1
35	здесь перед нами	5	1
36	на самом деле	3	1
37	на ряде примеров	1	1
38	по своему значению	1	1
39	эти образы и	1	1
40	у гоголя и	1	1
41	вместе с тем	3	1
42	таким образом к	1	1
43	на самом же	2	1
44	говорит о себе	1	1
45	в той или	7	1
46	в значительной мере	2	1
47	и то что	1	1
48	и в других	2	1
49	и в частности	2	1
50	о том как	1	1
51	на эту тему	1	1
52	как мы сказали	1	1
53	если бы мы	1	1
54	сих пор мы	1	1
55	написал в году	1	1
56	то ни было	1	1
57	так и в	1	1
58	они вовсе не	1	1
59	в известном смысле	1	1
60	по сравнению с	1	1
61	и вместе с	1	1
62	не в том	1	1
63	в том или	2	1
64	смысле слова но	3	1
65	друг к другу	1	1
66	в вечном и	1	1
67	самом же деле	2	1
68	нет ни одного	1	1
69	только то что	1	1
70	в одном и	1	1
71	и как бы	1	1
72	той или другой	3	1
73	сказать и о	1	1
74	мы не будем	2	1
75	во всем этом	1	1
76	вовсе не как	1	1
77	с самого начала	1	1
78	к своему пределу	2	1
79	вопрос о том	1	1
80	и прежде всего	2	1
81	выходит за пределы	1	1
82	заключается в том	2	1
83	на более высокую	1	1
84	в этом смысле	3	1
85	конечно не в	1	1
86	весь этот мир	1	1
87	и не имеет	1	1
88	можно было бы	4	1
89	в предисловии к	1	1
90	и все они	2	1
91	как бы оно	1	1
92	но если бы	2	1
93	действительности и ни	1	1
94	в новое время	1	1
95	к тому же	2	1
96	таковы прежде всего	1	1
97	то же самое	6	1
98	той или иной	11	1
99	и только в	2	1
