1	то же время	4	7
2	в то же	4	7
3	в отличие от	1	5
4	в этом отношении	2	5
5	к тому же	4	5
6	по отношению к	3	4
7	не говоря уже	1	4
8	в том что	9	4
9	с одной стороны	3	4
10	о том что	4	4
11	говоря уже о	1	3
12	в том числе	1	3
13	с точки зрения	3	3
14	в соответствии с	1	3
15	и в частности	1	2
16	одной стороны и	1	2
17	то ни было	2	2
18	на то что	1	2
19	в том чтобы	1	2
20	с которой она	1	2
21	то же самое	3	2
22	том числе и	1	2
23	в самом деле	6	2
24	состоит в том	2	2
25	бы то ни	2	2
26	с другой стороны	2	2
27	подобно тому как	1	2
28	и в самом	3	2
29	так или иначе	2	2
30	это как раз	1	1
31	да что там	1	1
32	в самом начале	1	1
33	с ней в	1	1
34	к тому что	1	1
35	хотя и не	2	1
36	к человеку и	1	1
37	так и не	1	1
38	х годов в	1	1
39	по собственному усмотрению	1	1
40	на мой взгляд	1	1
41	не имеет силы	1	1
42	и т п	3	1
43	но при этом	1	1
44	только на то	1	1
45	тем не менее	3	1
46	в связи с	3	1
47	в отношении к	1	1
48	жизни вовсе не	1	1
49	едва ли не	1	1
50	еще раз в	1	1
51	с этой точки	1	1
52	вместе с тем	3	1
53	для того чтобы	6	1
54	а заодно и	1	1
55	более или менее	1	1
56	может быть только	1	1
57	между отцом и	2	1
58	как раз в	1	1
59	как бы в	1	1
60	особый интерес в	1	1
61	о том как	3	1
62	вопрос о том	1	1
63	в свою очередь	6	1
64	если говорить о	1	1
65	в первую очередь	1	1
66	в конечном счете	2	1
67	предела за которым	1	1
68	и не стал	1	1
69	он и не	2	1
70	ничего общего с	1	1
71	друг от друга	1	1
72	в этой связи	2	1
73	этой точки зрения	1	1
74	и к тому	1	1
75	приход к власти	1	1
