N	2gram	Bakhtin_Pr_1	Myslijsy
1	то есть	46	42
2	и в	38	39
3	может быть	26	27
4	в том	8	26
5	только в	13	25
6	не может	27	22
7	что в	7	22
8	не только	9	21
9	а не	5	21
10	в нем	15	20
11	но и	9	20
12	и не	42	18
13	языка и	1	17
14	что язык	1	16
15	том что	3	16
16	в этом	15	15
17	не в	7	15
18	если бы	3	14
19	по отношению	21	13
20	в себе	4	13
21	таким образом	10	13
22	так и	5	13
23	отношению к	19	13
24	было бы	8	12
25	в душе	1	11
26	есть только	2	11
27	и язык	1	11
28	как в	4	10
29	по себе	1	10
30	и что	2	10
31	то что	8	10
32	что не	4	10
33	не есть	6	10
34	но в	4	9
35	как и	7	9
36	могут быть	5	9
37	для нас	1	9
38	мысли и	1	9
39	тем что	2	9
40	но не	12	8
41	в слове	3	8
42	точки зрения	8	8
43	язык в	2	8
44	в одном	1	8
45	того что	2	8
46	вместе с	1	8
47	чувство и	1	8
48	язык как	1	7
49	в ней	4	7
50	в истории	2	7
51	это не	5	7
52	в этих	2	7
53	должны быть	4	7
54	с другой	7	7
55	должно быть	5	7
56	и т	14	6
57	то же	5	6
58	независимо от	13	6
59	все же	6	6
60	и как	8	6
61	бы не	2	6
62	при этом	5	6
63	от нее	1	6
64	не менее	4	6
65	тем не	3	6
66	языка в	3	6
67	что и	2	6
68	еще не	7	6
69	как бы	22	6
70	в первом	1	5
71	во всех	11	5
72	то в	1	5
73	не имеют	2	5
74	не следует	2	5
75	с тем	1	5
76	несмотря на	3	5
77	не имеет	9	5
78	и его	16	5
79	между тем	7	5
80	во втором	1	5
81	в его	43	5
82	для всех	1	5
83	языка как	2	5
84	вовсе не	2	5
85	друг друга	1	5
86	души и	2	5
87	так же	1	5
88	и потому	4	5
89	быть только	5	5
90	но это	3	5
91	и для	11	5
92	а в	6	5
93	другой стороны	4	5
94	в таком	3	5
95	вопрос о	1	4
96	бы ни	1	4
97	а только	2	4
98	все остальные	1	4
99	т д	1	4
100	в каждом	2	4
101	этом смысле	3	4
102	от языка	1	4
103	том смысле	1	4
104	т п	13	4
105	тем самым	4	4
106	однако в	1	4
107	бы быть	1	4
108	в то	4	4
109	никогда не	5	4
110	же время	3	4
111	во всем	2	4
112	не могут	2	4
113	к тому	1	4
114	свою очередь	1	4
115	каждый раз	1	4
116	бы в	1	4
117	слова для	1	4
118	то на	1	4
119	и других	2	4
120	для него	1	4
121	в более	4	4
122	не было	2	4
123	и даже	3	4
124	в действительности	1	4
125	прежде всего	13	4
126	притом не	1	4
127	там где	6	4
128	что мы	1	4
129	тому как	1	4
130	без языка	1	4
131	быть не	1	4
132	слова и	3	4
133	и дух	1	4
134	в смысле	1	4
135	от него	3	4
136	не более	2	4
137	в свою	2	4
138	языка то	1	4
139	в своих	2	4
140	а между	1	3
141	не иначе	1	3
142	противном случае	3	3
143	должна быть	4	3
144	что можно	1	3
145	столь же	2	3
146	тем как	5	3
147	более как	1	3
148	относится к	4	3
149	в своем	5	3
150	помнить что	3	3
151	в противном	3	3
152	хотя и	3	3
