N	3gram	Bakhtin_Pr_3	Hudozhes
1	по отношению к	5	10
2	в отличие от	2	7
3	то же время	12	6
4	в то же	12	6
5	с другой стороны	3	5
6	той или иной	2	5
7	в том что	1	5
8	так и не	1	4
9	и того же	1	3
10	всех без исключения	1	3
11	с точки зрения	4	3
12	одно и то	1	3
13	одного и того	1	3
14	и то же	1	3
15	тем не менее	2	3
16	можно сказать что	1	3
17	в этом смысле	4	3
18	в слове о	2	2
19	в той или	2	2
20	как бы не	1	2
21	в том и	1	2
22	и в то	5	2
23	отношению к герою	1	2
24	в значительной степени	1	2
25	не в самом	1	2
26	в свою очередь	1	2
27	для того чтобы	1	2
28	к тому что	1	2
29	и прежде всего	4	2
30	сама по себе	2	2
31	чего бы то	2	1
32	бы ни был	1	1
33	самим собою в	1	1
34	и другого в	1	1
35	прежде всего в	1	1
36	однако в отличие	1	1
37	подобно тому как	2	1
38	в этом случае	2	1
39	он мог бы	1	1
40	себе в этом	1	1
41	и для других	1	1
42	не было и	1	1
43	что он должен	1	1
44	что он не	1	1
45	не входит в	2	1
46	бы то ни	4	1
47	заключает в себе	1	1
48	с которыми он	1	1
49	но вы как	1	1
50	с самим собою	7	1
51	говорит что он	1	1
52	человека с человеком	2	1
53	он ни был	3	1
54	во всей своей	1	1
55	по крайней мере	3	1
56	может быть и	1	1
57	человека с его	1	1
58	из уст в	1	1
59	этом смысле можно	1	1
60	ибо и в	1	1
61	и со всеми	1	1
62	к другому что	1	1
63	то ни было	4	1
64	но и внутренне	1	1
65	отношении к нему	1	1
66	к своему герою	1	1
67	кто бы они	1	1
68	все без исключения	2	1
69	и по отношению	1	1
70	или иной форме	1	1
71	и как бы	1	1
72	и пусть пусть	1	1
73	как впрочем и	1	1
74	в другом и	1	1
75	как бы в	1	1
76	и в том	1	1
77	уст в уста	1	1
78	по ту сторону	2	1
79	обратим внимание на	1	1
80	отношению к самому	1	1
81	перед тем как	1	1
82	о том что	2	1
83	никогда не бывает	2	1
84	и в самом	3	1
85	и в слове	2	1
86	именно потому что	2	1
87	бы они ни	1	1
88	они ни были	1	1
89	может и не	1	1
90	жизнь в которой	1	1
91	к одному из	1	1
92	в отношении к	7	1
93	а в то	1	1
94	то что они	1	1
95	помимо его воли	1	1
96	не может быть	6	1
97	о мире и	2	1
98	всей своей полноте	1	1
99	как и в	1	1
100	оно стремится к	2	1
101	к тому же	2	1
102	по своему смыслу	2	1
103	входит в его	1	1
104	с самим собой	6	1
