N	2gram	Bakhtin_fo_2	Istorich
1	что он	3	24
2	и т	14	19
3	не только	11	18
4	т д	3	18
5	может быть	7	17
6	мы имеем	2	15
7	и в	46	15
8	никогда не	6	15
9	так как	6	14
10	но и	9	14
11	так же	2	13
12	что в	5	12
13	то что	7	12
14	а в	3	12
15	в этом	22	11
16	об этом	1	11
17	в этих	3	11
18	и не	9	11
19	то же	8	10
20	что они	4	10
21	его в	6	10
22	этих случаях	1	10
23	еще не	6	9
24	все же	6	9
25	в другом	3	9
26	с тем	2	9
27	и здесь	1	9
28	потому что	8	9
29	он не	5	8
30	связи с	8	8
31	один из	2	8
32	мы увидим	1	8
33	мы можем	1	8
34	мы видим	2	8
35	в нем	5	7
36	таким образом	3	7
37	том что	4	7
38	не в	9	7
39	смерти и	4	7
40	и пр	2	7
41	вместе с	9	7
42	сих пор	2	7
43	мы здесь	1	6
44	но в	10	6
45	и что	1	6
46	в его	8	6
47	что и	3	6
48	мы уже	9	6
49	так что	4	6
50	до сих	2	6
51	наряду с	2	6
52	как бы	10	6
53	видно что	1	6
54	в том	10	6
55	только в	11	6
56	и есть	2	5
57	как в	4	5
58	с этим	5	5
59	и наконец	6	5
60	имеем в	3	5
61	но все	1	5
62	было бы	2	5
63	в котором	4	5
64	в иной	2	5
65	на него	1	5
66	так и	7	5
67	связан с	1	5
68	она не	2	5
69	в одном	7	5
70	прежде всего	14	5
71	представления о	1	5
72	а не	4	5
73	в связи	8	5
74	не может	2	5
75	этом случае	2	5
76	к тому	3	5
77	со всех	1	4
78	на островах	1	4
79	всех сторон	1	4
80	в ней	1	4
81	и на	7	4
82	в одной	2	4
83	в себе	4	4
84	все эти	5	4
85	в этой	2	4
86	и они	3	4
87	при этом	6	4
88	после этого	2	4
89	в мифах	1	4
90	они должны	1	4
91	и с	6	4
92	вопрос о	1	4
93	но он	2	4
94	очень часто	2	4
95	иной мир	1	4
96	что здесь	2	4
97	с одной	2	4
98	руки и	1	4
99	у него	9	4
100	тем что	3	4
101	и др	5	4
102	а потом	2	4
103	но это	2	4
104	как она	1	4
