N	3gram	Bakhtin_Fr_6	Dialekti
1	с точки зрения	2	8
2	в том что	2	6
3	и не только	1	5
4	в связи с	1	4
5	только то что	1	4
6	то же время	5	4
7	о том что	5	4
8	с другой стороны	2	4
9	в самом деле	4	3
10	в то же	5	3
11	сам по себе	1	3
12	не может быть	1	3
13	в то время	1	3
14	можно сказать что	1	3
15	и говорить о	1	2
16	в той или	1	2
17	более или менее	1	2
18	как это было	1	2
19	до сих пор	3	2
20	в зависимости от	1	2
21	как и все	1	2
22	и даже в	1	2
23	в противоположность этому	1	2
24	в данном случае	2	2
25	не только в	1	2
26	тут нет никакой	1	2
27	в широком смысле	1	2
28	та или иная	1	2
29	и прежде всего	2	2
30	потому что они	1	2
31	в нем и	1	2
32	том что в	1	1
33	и выражения в	1	1
34	а потому что	1	1
35	и то что	2	1
36	в обоих случаях	1	1
37	несколько слов об	1	1
38	тело все то	1	1
39	мы уже сказали	3	1
40	большей или меньшей	3	1
41	и до сих	1	1
42	все это есть	1	1
43	о том как	1	1
44	одной стороны и	2	1
45	того же самого	1	1
46	мы находим в	1	1
47	это есть в	1	1
48	он сам а	1	1
49	то в чем	1	1
50	но и в	2	1
51	своего тела и	1	1
52	на самом же	1	1
53	в себе и	1	1
54	в этом отношении	3	1
55	может быть конечно	1	1
56	со всех сторон	1	1
57	вместе с тем	1	1
58	как раз в	1	1
59	со всеми его	2	1
60	с одной стороны	4	1
61	уже в древнейших	1	1
62	в конце концов	1	1
63	в литературе как	1	1
64	так как они	1	1
65	и в этой	1	1
66	мы будем говорить	1	1
67	как и вообще	1	1
68	всей и всякой	1	1
69	все же не	1	1
70	в нем не	1	1
71	мы уже говорили	11	1
72	не он сам	1	1
73	о чем мы	1	1
74	тела и его	1	1
75	о котором мы	3	1
76	оно ни в	1	1
77	с ним в	1	1
78	стоит вам только	1	1
79	и как бы	1	1
80	заключается в том	1	1
81	всего того что	1	1
82	все проявления его	1	1
83	тела как бы	1	1
84	не забудем что	1	1
85	что и в	1	1
86	в разной степени	1	1
87	той или иной	1	1
88	но все же	1	1
89	за то что	1	1
90	и в литературе	2	1
91	как мы уже	6	1
92	в узком и	1	1
93	самом же деле	1	1
94	том что он	1	1
95	нечего и говорить	1	1
