N	2gram	Vinokur_Ku_1	Formalny
1	т е	38	34
2	и в	24	24
3	в его	12	23
4	прежде всего	9	22
5	и не	12	20
6	так и	7	18
7	и пр	15	17
8	точки зрения	14	16
9	не может	7	16
10	в этом	14	15
11	в нем	4	14
12	может быть	13	14
13	таким образом	12	13
14	на почве	1	13
15	с точки	9	13
16	и т	33	12
17	именно как	1	12
18	в своем	3	11
19	как и	2	11
20	в своей	2	11
21	в их	3	11
22	не менее	7	11
23	должно быть	3	11
24	социальной жизни	2	11
25	в ней	6	10
26	то же	8	10
27	вовсе не	10	10
28	настоящее время	1	10
29	и его	5	10
30	и их	1	10
31	а не	8	10
32	в настоящее	1	10
33	в то	2	9
34	в процессе	1	9
35	социальной действительности	1	9
36	история литературы	2	9
37	и потому	4	9
38	все это	6	9
39	и на	4	8
40	как в	4	8
41	т д	14	8
42	и с	5	8
43	лишь в	2	8
44	не в	11	8
45	литературы в	1	8
46	же время	2	8
47	в ее	1	8
48	именно в	6	8
49	то что	9	8
50	в свою	3	8
51	на самом	2	7
52	должна быть	3	7
53	не только	10	7
54	жизни и	1	7
55	до конца	2	7
56	и от	1	7
57	но и	6	7
58	еще не	5	6
59	самом деле	9	6
60	отнюдь не	1	6
61	более или	3	6
62	в целом	4	6
63	все эти	6	6
64	в этой	3	6
65	как бы	7	6
66	как таковой	2	6
67	или менее	3	6
68	в идеологическом	1	6
69	свою очередь	3	6
70	на основе	1	6
71	в пределах	4	6
72	и здесь	3	6
73	до сих	4	6
74	социального общения	3	6
75	в том	30	6
76	было бы	15	6
77	как это	3	6
78	сих пор	4	6
79	и все	2	6
80	а в	5	6
81	хотя бы	10	5
82	во всех	1	5
83	но в	2	5
84	в самом	10	5
85	при этом	6	5
86	по себе	2	5
87	не могло	1	5
88	у нас	10	5
89	должны быть	2	5
90	должен быть	4	5
91	как мы	1	5
92	в литературе	1	5
93	того что	9	5
94	только на	1	5
95	со стороны	4	5
96	с другой	7	5
97	лишь как	2	5
98	в искусстве	1	5
99	с его	4	4
100	по отношению	8	4
101	в истории	3	4
102	в которой	6	4
103	учение о	4	4
104	отчасти и	1	4
105	главным образом	1	4
106	не из	1	4
